Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,188.272059,[486  73] ; [ 55 107],[419.44382802 139.55617198] ; [121.55617198  40.44382802],1
n6,1,0.0,62.49493,[504  57] ; [103  58],[471.64404432  89.35595568] ; [135.35595568  25.64404432],1
p11,1,0.0,33.976559,[463  99] ; [99 64],[435.64689655 126.35310345] ; [126.35310345  36.64689655],1
s7,1,0.0,25.386077,[294 242] ; [ 49 105],[266.44637681 269.55362319] ; [76.55362319 77.44637681],1
a5,1,1e-06,23.987521,[455 107] ; [102  61],[431.77103448 130.22896552] ; [125.22896552  37.77103448],1
p2,1,1e-06,23.440503,[490  68] ; [116  45],[470.30319889  87.69680111] ; [135.69680111  25.30319889],1
p4,1,4e-06,21.151091,[369 188] ; [75 87],[343.96105702 213.03894298] ; [100.03894298  61.96105702],1
a8,1,7e-06,20.246283,[ 80 424] ; [  3 148],[ 63.86564885 440.13435115] ; [ 19.13435115 131.86564885],1
a3,1,9e-06,19.807191,[440 120] ; [100  63],[418.25726141 141.74273859] ; [121.74273859  41.25726141],1
a4,1,4.1e-05,16.826462,[302 259] ; [ 58 105],[278.95027624 282.04972376] ; [81.04972376 81.95027624],1
p3,1,4.3e-05,16.730803,[310 248] ; [ 60 101],[287.1488178 270.8511822] ; [82.8511822 78.1488178],1
p7,1,9.7e-05,15.190241,[370 175] ; [80 77],[349.35897436 195.64102564] ; [100.64102564  56.35897436],1
s8,1,0.000111,14.946991,[279 280] ; [ 53 109],[257.4036061 301.5963939] ; [74.5963939 87.4036061],1
d2,1,0.000115,14.864943,[322 237] ; [66 97],[300.40443213 258.59556787] ; [87.59556787 75.40443213],1
p9,1,0.000256,13.369942,[483  72] ; [117  39],[468.35443038  86.64556962] ; [131.64556962  24.35443038],1
u1,1,0.000281,13.195107,[132 430] ; [ 17 146],[115.50068966 446.49931034] ; [ 33.49931034 129.50068966],1
p10,1,0.000293,13.112537,[471  85] ; [114  44],[455.54621849 100.45378151] ; [129.45378151  28.54621849],1
r4,1,0.000298,13.080825,[526  36] ; [138  25],[514.71448276  47.28551724] ; [149.28551724  13.71448276],1
v3,1,0.000352,12.772883,[239 302] ; [ 43 110],[219.82997118 321.17002882] ; [62.17002882 90.82997118],1
p6,1,0.000381,12.624742,[223 326] ; [ 40 119],[203.93644068 345.06355932] ; [59.06355932 99.93644068],1
a2,1,0.000464,12.254806,[167 395] ; [ 26 137],[149.60827586 412.39172414] ; [ 43.39172414 119.60827586],1
v1,1,0.000961,10.901363,[320 227] ; [69 89],[301.81985816 245.18014184] ; [87.18014184 70.81985816],1
