Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a7,1,0.002478,9.157028,[ 3 10] ; [34 15],[7.75806452 5.24193548] ; [29.24193548 19.75806452],0
s1,1,0.006677,7.357885,[ 3 10] ; [ 1 47],[ 0.85245902 12.14754098] ; [ 3.14754098 44.85245902],0
b1,1,0.04981,3.847856,[9 4] ; [19 30],[5.87096774 7.12903226] ; [22.12903226 26.87096774],0
p8,1,0.054078,3.710283,[ 3 10] ; [26 23],[6.08064516 6.91935484] ; [22.91935484 26.08064516],0
u3,1,0.147202,2.10101,[5 1] ; [10 10],[3.46153846 2.53846154] ; [11.53846154  8.46153846],0
p7,1,0.172458,1.861445,[7 6] ; [36 13],[9.01612903 3.98387097] ; [33.98387097 15.01612903],0
s4,1,0.241294,1.373019,[4 9] ; [ 8 41],[ 2.51612903 10.48387097] ; [ 9.48387097 39.51612903],0
v1,1,0.272288,1.205184,[8 4] ; [23 24],[6.30508475 5.69491525] ; [24.69491525 22.30508475],0
d2,1,0.292528,1.107948,[6 7] ; [15 34],[4.40322581 8.59677419] ; [16.59677419 32.40322581],0
p1,1,0.324312,0.971476,[ 3 10] ; [ 6 43],[ 1.88709677 11.11290323] ; [ 7.11290323 41.88709677],0
p10,1,0.340145,0.909887,[10  3] ; [42  6],[11.08196721  1.91803279] ; [40.91803279  7.08196721],0
d5,1,0.420515,0.648875,[8 5] ; [24 25],[6.70967742 6.29032258] ; [25.29032258 23.70967742],0
p9,1,0.443588,0.586982,[10  3] ; [42  7],[10.90322581  2.09677419] ; [41.09677419  7.90322581],0
n1,1,0.452209,0.56511,[3 1] ; [7 6],[2.35294118 1.64705882] ; [7.64705882 5.35294118],0
d3,1,0.485163,0.487236,[ 2 11] ; [12 37],[ 2.93548387 10.06451613] ; [11.06451613 37.93548387],0
n5,1,0.485163,0.487236,[11  2] ; [37 12],[10.06451613  2.93548387] ; [37.93548387 11.06451613],0
a4,1,0.491685,0.472837,[5 8] ; [14 35],[3.98387097 9.01612903] ; [15.01612903 33.98387097],0
s3,1,0.520908,0.412096,[8 5] ; [34 14],[8.95081967 4.04918033] ; [33.04918033 14.95081967],0
p4,1,0.535363,0.384202,[7 6] ; [31 18],[7.96774194 5.03225806] ; [30.03225806 18.96774194],0
a8,1,0.550507,0.356409,[ 3 10] ; [ 7 37],[ 2.28070175 10.71929825] ; [ 7.71929825 36.28070175],0
s2,1,0.560786,0.338345,[9 4] ; [29 19],[8.09836066 4.90163934] ; [29.90163934 18.09836066],0
v2,1,0.561126,0.337758,[5 7] ; [24 23],[5.89830508 6.10169492] ; [23.10169492 23.89830508],0
r1,1,0.587288,0.294599,[9 4] ; [36 11],[9.75 3.25] ; [35.25 11.75],0
s6,1,0.593843,0.284382,[10  3] ; [40  8],[10.6557377  2.3442623] ; [39.3442623  8.6557377],0
v3,1,0.623189,0.241411,[5 8] ; [15 33],[4.26229508 8.73770492] ; [15.73770492 32.26229508],0
a6,1,0.629722,0.232438,[7 6] ; [30 19],[7.75806452 5.24193548] ; [29.24193548 19.75806452],0
a2,1,0.644728,0.212612,[ 1 12] ; [ 6 43],[ 1.46774194 11.53225806] ; [ 5.53225806 43.46774194],0
p5,1,0.644728,0.212612,[ 1 12] ; [ 6 43],[ 1.46774194 11.53225806] ; [ 5.53225806 43.46774194],0
b5,1,0.677339,0.173136,[8 5] ; [27 22],[7.33870968 5.66129032] ; [27.66129032 21.33870968],0
p6,1,0.694029,0.154758,[5 8] ; [16 33],[4.40322581 8.59677419] ; [16.59677419 32.40322581],0
b2,1,0.708597,0.139683,[3 8] ; [11 22],[3.5 7.5] ; [10.5 22.5],0
b3,1,0.708597,0.139683,[3 8] ; [11 22],[3.5 7.5] ; [10.5 22.5],0
a3,1,0.728809,0.120208,[7 6] ; [29 20],[7.5483871 5.4516129] ; [28.4516129 20.5483871],0
b4,1,0.755056,0.097331,[7 6] ; [24 25],[6.5 6.5] ; [24.5 24.5],0
s7,1,0.77816,0.079365,[8 4] ; [34 14],[8.4 3.6] ; [33.6 14.4],0
r4,1,0.785377,0.074157,[12  1] ; [44  5],[11.74193548  1.25806452] ; [44.25806452  4.74193548],0
n4,1,0.7926,0.069135,[9 4] ; [35 13],[9.37704918 3.62295082] ; [34.62295082 13.37704918],0
p11,1,0.800273,0.064006,[10  3] ; [36 13],[9.64516129 3.35483871] ; [36.35483871 12.64516129],0
u2,1,0.829399,0.046429,[3 3] ; [11  9],[3.23076923 2.76923077] ; [10.76923077  9.23076923],0
r3,1,0.837709,0.041953,[12  1] ; [46  3],[12.16129032  0.83870968] ; [45.83870968  3.16129032],0
p12,1,0.837709,0.041953,[ 1 12] ; [ 3 46],[ 0.83870968 12.16129032] ; [ 3.16129032 45.83870968],0
v4,1,0.852164,0.034729,[12  1] ; [45  3],[12.14754098  0.85245902] ; [44.85245902  3.14754098],0
p3,1,0.856176,0.032849,[6 7] ; [24 25],[6.29032258 6.70967742] ; [23.70967742 25.29032258],0
n6,1,0.934577,0.006738,[11  2] ; [41  8],[10.90322581  2.09677419] ; [41.09677419  7.90322581],0
r2,1,0.940422,0.005586,[12  1] ; [44  4],[11.93442623  1.06557377] ; [44.06557377  3.93442623],0
a5,1,0.983516,0.000427,[8 5] ; [30 19],[7.96774194 5.03225806] ; [30.03225806 18.96774194],0
s5,1,1.0,0.0,[4 8] ; [16 32],[4. 8.] ; [16. 32.],0
