Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.002732,8.978041,[30  4] ; [22 17],[24.21917808  9.78082192] ; [27.78082192 11.21917808],0
v1,1,0.012184,6.283898,[18 15] ; [10 29],[12.83333333 20.16666667] ; [15.16666667 23.83333333],0
d1,1,0.019667,5.441176,[22 12] ; [15 25],[17. 17.] ; [20. 20.],0
s2,1,0.02599,4.956659,[17 17] ; [10 30],[12.40540541 21.59459459] ; [14.59459459 25.40540541],0
v3,1,0.02656,4.919196,[12 19] ; [ 6 33],[ 7.97142857 23.02857143] ; [10.02857143 28.97142857],0
d4,1,0.029638,4.730145,[30  4] ; [26 13],[26.08219178  7.91780822] ; [29.91780822  9.08219178],0
r3,1,0.044432,4.040074,[33  1] ; [33  7],[30.32432432  3.67567568] ; [35.67567568  4.32432432],0
s5,1,0.048691,3.885969,[11 22] ; [ 5 32],[ 7.54285714 25.45714286] ; [ 8.45714286 28.54285714],0
n3,1,0.062109,3.480145,[12  1] ; [10  6],[9.86206897 3.13793103] ; [12.13793103  3.86206897],0
r2,1,0.071677,3.244182,[33  1] ; [33  6],[30.73972603  3.26027397] ; [35.26027397  3.73972603],0
d2,1,0.082368,3.017555,[20 14] ; [15 24],[16.30136986 17.69863014] ; [18.69863014 20.30136986],0
s7,1,0.087009,2.92885,[19 15] ; [14 25],[15.36986301 18.63013699] ; [17.63013699 21.36986301],0
u4,1,0.113566,2.503887,[ 4 30] ; [ 1 39],[ 2.2972973 31.7027027] ; [ 2.7027027 37.2972973],0
p11,1,0.125189,2.351176,[23 11] ; [20 20],[19.75675676 14.24324324] ; [23.24324324 16.75675676],0
r1,1,0.131463,2.275137,[26  8] ; [24 16],[22.97297297 11.02702703] ; [27.02702703 12.97297297],0
s8,1,0.131577,2.273803,[16 18] ; [12 28],[12.86486486 21.13513514] ; [15.13513514 24.86486486],0
s6,1,0.137828,2.202048,[22 12] ; [19 21],[18.83783784 15.16216216] ; [22.16216216 17.83783784],0
n5,1,0.164804,1.929582,[17 16] ; [27 13],[19.89041096 13.10958904] ; [24.10958904 15.89041096],0
s3,1,0.204325,1.611189,[21 12] ; [19 20],[18.33333333 14.66666667] ; [21.66666667 17.33333333],0
p1,1,0.227967,1.453504,[ 1 33] ; [ 4 36],[ 2.2972973 31.7027027] ; [ 2.7027027 37.2972973],0
a5,1,0.243791,1.358536,[24 10] ; [23 17],[21.59459459 12.40540541] ; [25.40540541 14.59459459],0
n1,1,0.255623,1.292308,[5 8] ; [9 6],[6.5 6.5] ; [7.5 7.5],0
u1,1,0.276585,1.183796,[ 3 31] ; [ 7 33],[ 4.59459459 29.40540541] ; [ 5.40540541 34.59459459],0
u3,1,0.310557,1.028307,[2 6] ; [7 8],[3.13043478 4.86956522] ; [5.86956522 9.13043478],0
a3,1,0.319518,0.99092,[26  8] ; [25 13],[24.08333333  9.91666667] ; [26.91666667 11.08333333],0
p4,1,0.344653,0.893046,[16 17] ; [15 25],[14.01369863 18.98630137] ; [16.98630137 23.01369863],0
n6,1,0.354564,0.857056,[24  9] ; [25 15],[22.15068493 10.84931507] ; [26.84931507 13.15068493],0
u2,1,0.47191,0.5175,[2 6] ; [6 9],[2.7826087 5.2173913] ; [5.2173913 9.7826087],0
p2,1,0.4898,0.476967,[27  7] ; [29 11],[25.72972973  8.27027027] ; [30.27027027  9.72972973],0
a1,1,0.532152,0.39028,[ 4 30] ; [ 3 37],[ 3.21621622 30.78378378] ; [ 3.78378378 36.21621622],0
p8,1,0.540418,0.374766,[13 20] ; [13 27],[11.75342466 21.24657534] ; [14.24657534 25.75342466],0
b2,1,0.559905,0.339869,[ 8 18] ; [10 16],[ 9. 17.] ; [ 9. 17.],0
b3,1,0.559905,0.339869,[ 8 18] ; [10 16],[ 9. 17.] ; [ 9. 17.],0
s4,1,0.56407,0.332706,[ 5 29] ; [ 4 35],[ 4.19178082 29.80821918] ; [ 4.80821918 34.19178082],0
p7,1,0.579197,0.307535,[17 16] ; [18 22],[15.82191781 17.17808219] ; [19.17808219 20.82191781],0
r4,1,0.6048,0.267817,[28  6] ; [31  9],[27.10810811  6.89189189] ; [31.89189189  8.10810811],0
v4,1,0.611752,0.257631,[31  3] ; [35  5],[30.32432432  3.67567568] ; [35.67567568  4.32432432],0
p3,1,0.627798,0.235059,[12 22] ; [12 28],[11.02702703 22.97297297] ; [12.97297297 27.02702703],0
a2,1,0.652992,0.202149,[ 7 27] ; [10 30],[ 7.81081081 26.18918919] ; [ 9.18918919 30.81081081],0
a7,1,0.677427,0.173036,[22 12] ; [24 16],[21.13513514 12.86486486] ; [24.86486486 15.13513514],0
p6,1,0.692379,0.156522,[11 21] ; [12 28],[10.22222222 21.77777778] ; [12.77777778 27.22222222],0
a4,1,0.718833,0.129614,[18 16] ; [19 20],[17.23287671 16.76712329] ; [19.76712329 19.23287671],0
b4,1,0.720506,0.128008,[19 15] ; [24 16],[19.75675676 14.24324324] ; [23.24324324 16.75675676],0
n2,1,0.729571,0.119505,[9 4] ; [12  4],[9.4137931 3.5862069] ; [11.5862069  4.4137931],0
