Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,122.597774,[249  35] ; [28 67],[207.56728232  76.43271768] ; [69.43271768 25.56728232],1
s6,1,0.0,37.471411,[255  24] ; [62 33],[236.47860963  42.52139037] ; [80.52139037 14.47860963],1
s7,1,1e-05,19.521309,[227  46] ; [54 35],[211.91436464  61.08563536] ; [69.08563536 19.91436464],1
s5,1,0.020796,5.343796,[130 137] ; [32 60],[120.48467967 146.51532033] ; [41.51532033 50.48467967],0
n1,1,0.034209,4.484204,[33 28] ; [ 5 14],[28.975 32.025] ; [9.025 9.975],0
s4,1,0.053177,3.738349,[ 62 221] ; [12 82],[ 55.54907162 227.45092838] ; [18.45092838 75.54907162],0
n2,1,0.086428,2.939677,[49 14] ; [11  8],[46.09756098 16.90243902] ; [13.90243902  5.09756098],0
p12,1,0.087125,2.926705,[ 36 245] ; [ 6 88],[ 31.472 249.528] ; [10.528 83.472],0
p2,1,0.13232,2.265072,[242  41] ; [75 20],[237.33068783  45.66931217] ; [79.66931217 15.33068783],0
p1,1,0.135977,2.2229,[ 33 249] ; [ 6 89],[ 29.17241379 252.82758621] ; [ 9.82758621 85.17241379],0
s1,1,0.141251,2.164273,[ 12 269] ; [ 1 93],[  9.74133333 271.25866667] ; [ 3.25866667 90.74133333],0
n5,1,0.148284,2.089815,[233  50] ; [71 23],[228.20159151  54.79840849] ; [75.79840849 18.20159151],0
a6,1,0.159264,1.981197,[195  88] ; [58 37],[189.41534392  93.58465608] ; [63.58465608 31.41534392],0
p10,1,0.188786,1.727066,[248  33] ; [78 16],[244.28266667  36.71733333] ; [81.71733333 12.28266667],0
p11,1,0.211442,1.561524,[232  52] ; [72 23],[227.7994723  56.2005277] ; [76.2005277 18.7994723],0
b1,1,0.294867,1.097268,[122 162] ; [35 60],[117.64643799 166.35356201] ; [39.35356201 55.64643799],0
u2,1,0.345595,0.889566,[35 22] ; [16  6],[36.79746835 20.20253165] ; [14.20253165  7.79746835],0
d1,1,0.350774,0.870656,[197  87] ; [61 34],[193.3298153  90.6701847] ; [64.6701847 30.3298153],0
u3,1,0.3541,0.858709,[43 15] ; [14  8],[41.325 16.675] ; [15.675  6.325],0
v3,1,0.358566,0.842908,[123 147] ; [47 45],[126.79558011 143.20441989] ; [43.20441989 48.79558011],0
b3,1,0.379281,0.77303,[ 82 112] ; [32 34],[ 85.06153846 108.93846154] ; [28.93846154 37.06153846],0
b2,1,0.379281,0.77303,[ 82 112] ; [32 34],[ 85.06153846 108.93846154] ; [28.93846154 37.06153846],0
n3,1,0.403316,0.698418,[45 18] ; [11  7],[43.55555556 19.44444444] ; [12.44444444  5.55555556],0
d3,1,0.413185,0.669617,[201  83] ; [63 32],[197.82585752  86.17414248] ; [66.17414248 28.82585752],0
p9,1,0.418211,0.655338,[257  25] ; [83 11],[255.  27.] ; [85.  9.],0
n6,1,0.419245,0.65243,[252  30] ; [82 13],[249.83554377  32.16445623] ; [84.16445623 10.83554377],0
p8,1,0.425405,0.635336,[166 115] ; [50 42],[162.72386059 118.27613941] ; [53.27613941 38.72386059],0
p6,1,0.4913,0.473677,[129 152] ; [47 47],[131.88266667 149.11733333] ; [44.11733333 49.88266667],0
r3,1,0.495086,0.465454,[274  10] ; [93  2],[275.00791557   8.99208443] ; [91.99208443  3.00791557],0
a5,1,0.497933,0.459338,[224  60] ; [78 17],[226.30079156  57.69920844] ; [75.69920844 19.30079156],0
p5,1,0.517367,0.41914,[ 46 233] ; [13 82],[ 44.01336898 234.98663102] ; [14.98663102 80.01336898],0
v1,1,0.52782,0.398586,[172 100] ; [56 38],[169.44262295 102.55737705] ; [58.55737705 35.44262295],0
a3,1,0.531515,0.391494,[226  57] ; [73 22],[223.85449735  59.14550265] ; [75.14550265 19.85449735],0
b4,1,0.532266,0.390064,[160 124] ; [57 38],[162.60686016 121.39313984] ; [54.39313984 40.60686016],0
u1,1,0.536613,0.381854,[ 63 221] ; [24 71],[ 65.19261214 218.80738786] ; [21.80738786 73.19261214],0
a2,1,0.582694,0.3019,[ 80 204] ; [24 71],[ 77.93139842 206.06860158] ; [26.06860158 68.93139842],0
b5,1,0.611524,0.257961,[168 116] ; [59 36],[170.10026385 113.89973615] ; [56.89973615 38.10026385],0
v2,1,0.627094,0.236022,[163 106] ; [59 34],[164.96685083 104.03314917] ; [57.03314917 35.96685083],0
v4,1,0.632279,0.228983,[279   5] ; [94  1],[279.50395778   4.49604222] ; [93.49604222  1.50395778],0
p3,1,0.655218,0.199385,[166 118] ; [58 37],[167.85224274 116.14775726] ; [56.14775726 38.85224274],0
a7,1,0.669742,0.181904,[196  87] ; [68 27],[197.65079365  85.34920635] ; [66.34920635 28.65079365],0
