Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,183.483989,[247  87] ; [ 61 241],[161.74842767 172.25157233] ; [146.25157233 155.74842767],1
s2,1,0.0,132.443455,[252  83] ; [ 88 210],[179.93680885 155.06319115] ; [160.06319115 137.93680885],1
s3,1,0.0,94.941222,[254  80] ; [111 184],[193.81558029 140.18441971] ; [171.18441971 123.81558029],1
s6,1,0.0,80.907197,[285  45] ; [157 136],[234.12520064  95.87479936] ; [207.87479936  85.12520064],1
a3,1,0.0,45.695873,[283  51] ; [183 117],[245.49526814  88.50473186] ; [220.50473186  79.49526814],1
s5,1,0.0,29.000308,[151 170] ; [ 75 214],[118.92786885 202.07213115] ; [107.07213115 181.92786885],1
p6,1,1e-06,24.85831,[165 166] ; [ 91 209],[134.28843106 196.71156894] ; [121.71156894 178.28843106],1
p4,1,1e-06,24.826052,[241  94] ; [159 142],[210.6918239 124.3081761] ; [189.3081761 111.6918239],1
n4,1,2e-06,22.177087,[296  39] ; [223  79],[272.94348509  62.05651491] ; [246.05651491  55.94348509],1
p3,1,5e-06,20.787849,[208 128] ; [132 169],[179.34065934 156.65934066] ; [160.65934066 140.34065934],1
n5,1,9e-06,19.686963,[294  42] ; [221  79],[272.0754717  63.9245283] ; [242.9245283  57.0754717],1
u1,1,1.4e-05,18.901111,[ 87 249] ; [ 37 265],[ 65.30407524 270.69592476] ; [ 58.69592476 243.30407524],1
v3,1,3.1e-05,17.369584,[158 167] ; [ 93 197],[132.64227642 192.35772358] ; [118.35772358 171.64227642],1
d2,1,4.4e-05,16.687286,[194 142] ; [125 176],[168.26373626 167.73626374] ; [150.73626374 150.26373626],1
a5,1,8.6e-05,15.41394,[278  58] ; [210  92],[257.0031348  78.9968652] ; [230.9968652  71.0031348],1
p7,1,0.000184,13.988507,[239  88] ; [175 122],[216.95192308 110.04807692] ; [197.04807692  99.95192308],1
p5,1,0.000237,13.513463,[ 61 271] ; [ 25 275],[ 45.17721519 286.82278481] ; [ 40.82278481 259.17721519],1
r1,1,0.001435,10.160558,[285  50] ; [225  75],[269.05511811  65.94488189] ; [240.94488189  59.05511811],0
