Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,30.834258,[30 32] ; [215  47],[46.88271605 15.11728395] ; [198.11728395  63.88271605],1
p10,1,0.0,26.99432,[38 23] ; [233  28],[51.33850932  9.66149068] ; [219.66149068  41.33850932],1
p2,1,7e-06,20.113413,[41 21] ; [234  29],[52.46153846  9.53846154] ; [222.53846154  40.46153846],1
p9,1,8e-06,19.933269,[43 18] ; [237  22],[53.375  7.625] ; [226.625  32.375],1
n6,1,3.6e-05,17.092222,[43 18] ; [237  25],[52.87925697  8.12074303] ; [227.12074303  34.87925697],1
p8,1,0.000382,12.617766,[22 39] ; [156  99],[34.36075949 26.63924051] ; [143.63924051 111.36075949],1
p7,1,0.000755,11.349245,[29 31] ; [182  74],[40.06329114 19.93670886] ; [170.93670886  85.06329114],1
n4,1,0.00129,10.356141,[42 20] ; [225  39],[50.7791411 11.2208589] ; [216.2208589  47.7791411],0
s4,1,0.004958,7.894527,[16 46] ; [ 31 231],[ 8.99382716 53.00617284] ; [ 38.00617284 223.99382716],0
r3,1,0.012859,6.188382,[58  5] ; [257   5],[61.06153846  1.93846154] ; [253.93846154   8.06153846],0
p4,1,0.015111,5.903448,[32 28] ; [182  79],[40. 20.] ; [174.  87.],0
b1,1,0.017066,5.689561,[30 33] ; [ 84 181],[21.89634146 41.10365854] ; [ 92.10365854 172.89634146],0
p5,1,0.025029,5.021908,[ 2 60] ; [ 35 229],[ 7.03680982 54.96319018] ; [ 29.96319018 234.03680982],0
p12,1,0.025989,4.956724,[ 2 59] ; [ 35 227],[ 6.9876161 54.0123839] ; [ 30.0123839 231.9876161],0
a2,1,0.032166,4.589627,[30 33] ; [ 88 177],[22.66463415 40.33536585] ; [ 95.33536585 169.66463415],0
v1,1,0.033166,4.5372,[35 28] ; [179  78],[42.13125 20.86875] ; [171.86875  85.13125],0
a4,1,0.035601,4.416128,[44 19] ; [146 118],[36.60550459 26.39449541] ; [153.39449541 110.60550459],0
a8,1,0.036249,4.385376,[ 3 48] ; [ 41 192],[ 7.90140845 43.09859155] ; [ 36.09859155 196.90140845],0
d2,1,0.056831,3.627542,[53 10] ; [190  72],[47.10461538 15.89538462] ; [195.89538462  66.10461538],0
r4,1,0.068696,3.313904,[53 10] ; [243  22],[56.85365854  6.14634146] ; [239.14634146  25.85365854],0
s1,1,0.116278,2.466752,[ 3 60] ; [  4 255],[ 1.36956522 61.63043478] ; [  5.63043478 253.36956522],0
p6,1,0.151762,2.054455,[28 31] ; [ 96 161],[23.15189873 35.84810127] ; [100.84810127 156.15189873],0
v3,1,0.155365,2.018765,[30 29] ; [156 100],[34.83809524 24.16190476] ; [151.16190476 104.83809524],0
b3,1,0.192129,1.701214,[11 26] ; [ 73 104],[14.52336449 22.47663551] ; [ 69.47663551 107.52336449],0
b2,1,0.192129,1.701214,[11 26] ; [ 73 104],[14.52336449 22.47663551] ; [ 69.47663551 107.52336449],0
n1,1,0.277673,1.178446,[10 13] ; [11 26],[ 8.05 14.95] ; [12.95 24.05],0
a3,1,0.299247,1.077546,[55  8] ; [216  48],[52.21100917 10.78899083] ; [218.78899083  45.21100917],0
a1,1,0.322342,0.979422,[ 2 61] ; [ 17 248],[ 3.64939024 59.35060976] ; [ 15.35060976 249.64939024],0
s3,1,0.334966,0.929605,[32 30] ; [150 107],[35.37304075 26.62695925] ; [146.62695925 110.37304075],0
s6,1,0.437478,0.602889,[44 16] ; [178  83],[41.4953271 18.5046729] ; [180.5046729  80.4953271],0
p3,1,0.440209,0.595737,[31 30] ; [148 115],[33.70061728 27.29938272] ; [145.29938272 117.70061728],0
u1,1,0.506281,0.441746,[20 43] ; [ 73 192],[17.86280488 45.13719512] ; [ 75.13719512 189.86280488],0
n2,1,0.523882,0.406245,[15  8] ; [27 10],[16.1  6.9] ; [25.9 11.1],0
a6,1,0.527955,0.398326,[45 18] ; [198  65],[46.9601227 16.0398773] ; [196.0398773  66.9601227],0
d4,1,0.537015,0.3811,[62  1] ; [261   2],[62.4202454  0.5797546] ; [260.5797546   2.4202454],0
v4,1,0.555501,0.347555,[59  4] ; [251  12],[59.90797546  3.09202454] ; [250.09202454  12.90797546],0
d3,1,0.594093,0.283998,[56  7] ; [228  36],[54.71559633  8.28440367] ; [229.28440367  34.71559633],0
b5,1,0.599411,0.275885,[41 22] ; [163 102],[39.18292683 23.81707317] ; [164.81707317 100.18292683],0
a7,1,0.604823,0.267783,[48 15] ; [209  55],[49.51376147 13.48623853] ; [207.48623853  56.51376147],0
s2,1,0.609796,0.260473,[37 25] ; [147 115],[35.20987654 26.79012346] ; [148.79012346 113.20987654],0
r2,1,0.633459,0.2274,[60  2] ; [249  12],[59.3126935  2.6873065] ; [249.6873065  11.3126935],0
b4,1,0.643843,0.213751,[37 26] ; [164 101],[38.60670732 24.39329268] ; [162.39329268 102.60670732],0
