Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,134.712538,[50 77] ; [437  63],[98.64274322 28.35725678] ; [388.35725678 111.64274322],1
n6,1,0.0,27.838839,[92 34] ; [455  47],[109.74840764  16.25159236] ; [437.25159236  64.74840764],1
d2,1,2e-06,23.115346,[36 91] ; [262 240],[60.16852146 66.83147854] ; [237.83147854 264.16852146],1
a4,1,4e-06,21.402159,[33 94] ; [245 257],[56.13036566 70.86963434] ; [221.86963434 280.13036566],1
a5,1,4e-06,21.383617,[76 51] ; [401 103],[96.00475436 30.99524564] ; [380.99524564 123.00475436],1
s7,1,6e-06,20.519398,[39 85] ; [261 220],[61.48760331 62.51239669] ; [238.51239669 242.48760331],1
p4,1,1e-05,19.510003,[61 66] ; [347 156],[82.24761905 44.75238095] ; [325.75238095 177.24761905],1
d5,1,8e-05,15.564292,[90 37] ; [431  72],[105.02698413  21.97301587] ; [415.97301587  87.02698413],1
a2,1,0.000216,13.686088,[ 14 113] ; [134 370],[29.78763867 97.21236133] ; [118.21236133 385.78763867],1
v3,1,0.000718,11.441682,[33 90] ; [213 276],[49.44117647 73.55882353] ; [196.55882353 292.44117647],1
r4,1,0.000782,11.283241,[105  22] ; [466  38],[114.92393027  12.07606973] ; [456.07606973  47.92393027],1
d1,1,0.000864,11.098299,[59 68] ; [316 188],[75.47543582 51.52456418] ; [299.52456418 204.47543582],1
p6,1,0.000864,11.097518,[33 91] ; [214 284],[49.24115756 74.75884244] ; [197.75884244 300.24115756],1
a3,1,0.000982,10.860706,[78 49] ; [382 121],[92.73015873 34.26984127] ; [367.26984127 135.73015873],1
p3,1,0.001001,10.824817,[51 76] ; [284 219],[67.53174603 59.46825397] ; [267.46825397 235.53174603],0
v1,1,0.001461,10.127043,[54 70] ; [290 198],[69.69934641 54.30065359] ; [274.30065359 213.69934641],0
s8,1,0.002216,9.361049,[42 85] ; [241 259],[57.32216906 69.67783094] ; [225.67783094 274.32216906],0
p10,1,0.003548,8.501718,[102  25] ; [448  51],[111.58146965  15.41853035] ; [438.41853035  60.58146965],0
r1,1,0.004839,7.938586,[91 35] ; [417  84],[102.0861244  23.9138756] ; [405.9138756  95.0861244],0
a8,1,0.005883,7.585774,[  8 108] ; [ 78 377],[17.47110333 98.52889667] ; [ 68.52889667 386.47110333],0
s6,1,0.006665,7.36108,[72 54] ; [343 148],[84.74878444 41.25121556] ; [330.25121556 160.74878444],0
u1,1,0.007005,7.271597,[ 12 115] ; [ 99 405],[ 22.340729 104.659271] ; [ 88.659271 415.340729],0
s3,1,0.010775,6.502101,[59 67] ; [293 200],[71.65105008 54.34894992] ; [280.34894992 212.65105008],0
s2,1,0.017613,5.634224,[51 75] ; [260 237],[62.8988764 63.1011236] ; [248.1011236 248.8988764],0
r2,1,0.020589,5.361234,[113  13] ; [471  24],[118.49275362   7.50724638] ; [465.50724638  29.49275362],0
p1,1,0.027829,4.838658,[  5 122] ; [ 51 451],[ 11.30683625 115.69316375] ; [ 44.69316375 457.30683625],0
p12,1,0.035455,4.423148,[  5 122] ; [ 49 451],[ 10.93779904 116.06220096] ; [ 43.06220096 456.93779904],0
s4,1,0.040691,4.188853,[ 27 100] ; [ 69 427],[ 19.56982343 107.43017657] ; [ 76.43017657 419.56982343],0
v4,1,0.054393,3.700594,[118   8] ; [484  14],[121.55769231   4.44230769] ; [480.44230769  17.55769231],0
r3,1,0.056275,3.643894,[119   8] ; [485  14],[122.53674121   4.46325879] ; [481.46325879  17.53674121],0
p5,1,0.060437,3.525364,[ 10 117] ; [ 71 432],[ 16.32857143 110.67142857] ; [ 64.67142857 438.32857143],0
v2,1,0.090965,2.857209,[64 60] ; [291 194],[72.28243021 51.71756979] ; [282.71756979 202.28243021],0
b1,1,0.138064,2.199401,[36 91] ; [178 326],[43.07131537 83.92868463] ; [170.92868463 333.07131537],0
p8,1,0.162963,1.946512,[70 56] ; [308 186],[76.81935484 49.18064516] ; [301.18064516 192.81935484],0
n1,1,0.185478,1.753172,[10 30] ; [30 51],[13.2231405 26.7768595] ; [26.7768595 54.2231405],0
a7,1,0.198348,1.654496,[99 28] ; [363 139],[93.28139905 33.71860095] ; [368.71860095 133.28139905],0
p9,1,0.257974,1.279598,[111  16] ; [452  46],[114.4016  12.5984] ; [448.5984  49.4016],0
d4,1,0.339746,0.911391,[102  25] ; [421  81],[105.59777424  21.40222576] ; [417.40222576  84.59777424],0
s5,1,0.341686,0.904094,[38 86] ; [171 315],[42.4852459 81.5147541] ; [166.5147541 319.4852459],0
u4,1,0.355967,0.852072,[  1 126] ; [ 10 493],[  2.21746032 124.78253968] ; [  8.78253968 494.21746032],0
a1,1,0.383792,0.758521,[  4 123] ; [ 25 479],[  5.83676704 121.16323296] ; [ 23.16323296 480.83676704],0
p7,1,0.384015,0.757809,[82 39] ; [356 140],[85.89627229 35.10372771] ; [352.10372771 143.89627229],0
d3,1,0.404687,0.694355,[93 34] ; [350 154],[89.16164818 37.83835182] ; [353.83835182 150.16164818],0
b3,1,0.470362,0.521125,[22 41] ; [132 200],[24.56202532 38.43797468] ; [129.43797468 202.56202532],0
b2,1,0.470362,0.521125,[22 41] ; [132 200],[24.56202532 38.43797468] ; [129.43797468 202.56202532],0
a6,1,0.47713,0.505415,[85 42] ; [353 150],[88.2952381 38.7047619] ; [349.7047619 153.2952381],0
n3,1,0.499113,0.456823,[29 11] ; [64 18],[30.49180328  9.50819672] ; [62.50819672 19.49180328],0
b5,1,0.562179,0.335945,[72 55] ; [300 204],[74.87163233 52.12836767] ; [297.12836767 206.87163233],0
s1,1,0.566657,0.328307,[  2 125] ; [ 12 484],[  2.85393258 124.14606742] ; [ 11.14606742 484.85393258],0
n2,1,0.658555,0.195283,[30  9] ; [60 22],[29.00826446  9.99173554] ; [60.99173554 21.00826446],0
u3,1,0.721712,0.126858,[29 20] ; [68 53],[27.95882353 21.04117647] ; [69.04117647 51.95882353],0
b4,1,0.737812,0.112059,[72 55] ; [294 210],[73.66402536 53.33597464] ; [292.33597464 211.66402536],0
u2,1,0.873231,0.025458,[29 20] ; [70 51],[28.53529412 20.46470588] ; [70.46470588 50.53529412],0
