Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.001687,9.862608,[64  9] ; [8 7],[59.72727273 13.27272727] ; [12.27272727  2.72727273],0
p10,1,0.002367,9.240964,[61  9] ; [8 7],[56.82352941 13.17647059] ; [12.17647059  2.82352941],0
a7,1,0.014368,5.99238,[49 24] ; [ 5 10],[44.79545455 28.20454545] ; [9.20454545 5.79545455],0
p2,1,0.017563,5.639173,[62 10] ; [9 6],[58.75862069 13.24137931] ; [12.24137931  2.75862069],0
p7,1,0.029775,4.722222,[56 14] ; [8 7],[52.70588235 17.29411765] ; [11.29411765  3.70588235],0
d5,1,0.08431,2.979797,[51 22] ; [7 8],[48.11363636 24.88636364] ; [9.88636364 5.11363636],0
a6,1,0.087016,2.928725,[42 31] ; [ 5 10],[38.98863636 34.01136364] ; [8.01136364 6.98863636],0
b5,1,0.103621,2.648903,[42 31] ; [12  3],[44.79545455 28.20454545] ; [9.20454545 5.79545455],0
p6,1,0.109688,2.558706,[35 36] ; [ 4 11],[32.19767442 38.80232558] ; [6.80232558 8.19767442],0
s8,1,0.124264,2.36274,[30 43] ; [ 3 12],[27.375 45.625] ; [5.625 9.375],0
d4,1,0.140507,2.1724,[53 20] ; [8 7],[50.60227273 22.39772727] ; [10.39772727  4.60227273],0
d1,1,0.148036,2.092368,[29 44] ; [ 3 12],[26.54545455 46.45454545] ; [5.45454545 9.54545455],0
n5,1,0.150282,2.069383,[52 20] ; [8 7],[49.65517241 22.34482759] ; [10.34482759  4.65517241],0
p4,1,0.164308,1.934125,[48 25] ; [7 8],[45.625 27.375] ; [9.375 5.625],0
v2,1,0.171957,1.865797,[33 39] ; [ 4 11],[30.62068966 41.37931034] ; [6.37931034 8.62068966],0
s2,1,0.21417,1.543014,[31 42] ; [9 6],[33.18181818 39.81818182] ; [6.81818182 8.18181818],0
s7,1,0.229267,1.445402,[30 39] ; [ 4 11],[27.92857143 41.07142857] ; [6.07142857 8.92857143],0
p3,1,0.253016,1.306572,[41 32] ; [6 9],[38.98863636 34.01136364] ; [8.01136364 6.98863636],0
a5,1,0.253016,1.306572,[41 32] ; [6 9],[38.98863636 34.01136364] ; [8.01136364 6.98863636],0
b4,1,0.330863,0.945517,[44 29] ; [7 8],[42.30681818 30.69318182] ; [8.69318182 6.30681818],0
a3,1,0.347058,0.884186,[34 39] ; [ 5 10],[32.35227273 40.64772727] ; [6.64772727 8.35227273],0
n3,1,0.364974,0.820707,[16  6] ; [2 2],[15.23076923  6.76923077] ; [2.76923077 1.23076923],0
n1,1,0.364974,0.820707,[ 6 16] ; [2 2],[ 6.76923077 15.23076923] ; [1.23076923 2.76923077],0
v4,1,0.418153,0.655501,[66  5] ; [13  2],[65.22093023  5.77906977] ; [13.77906977  1.22093023],0
u2,1,0.434556,0.610615,[21 18] ; [4 6],[19.89795918 19.10204082] ; [5.10204082 4.89795918],0
u1,1,0.445245,0.582727,[ 2 71] ; [ 1 14],[ 2.48863636 70.51136364] ; [ 0.51136364 14.48863636],0
v3,1,0.476299,0.507324,[22 50] ; [6 9],[23.17241379 48.82758621] ; [ 4.82758621 10.17241379],0
b1,1,0.523883,0.406242,[23 50] ; [6 9],[24.05681818 48.94318182] ; [ 4.94318182 10.05681818],0
r2,1,0.548896,0.3593,[56 14] ; [13  2],[56.82352941 13.17647059] ; [12.17647059  2.82352941],0
p5,1,0.578362,0.308891,[14 58] ; [ 2 13],[13.24137931 58.75862069] ; [ 2.75862069 12.24137931],0
s3,1,0.609645,0.260691,[34 38] ; [6 9],[33.10344828 38.89655172] ; [6.89655172 8.10344828],0
n4,1,0.670931,0.180515,[48 25] ; [9 6],[47.28409091 25.71590909] ; [9.71590909 5.28409091],0
d3,1,0.711651,0.136634,[40 33] ; [9 6],[40.64772727 32.35227273] ; [8.35227273 6.64772727],0
r4,1,0.747873,0.103327,[47 26] ; [9 6],[46.45454545 26.54545455] ; [9.54545455 5.45454545],0
s5,1,0.757554,0.095292,[17 52] ; [ 4 10],[17.45783133 51.54216867] ; [ 3.54216867 10.45783133],0
s6,1,0.764381,0.08984,[43 27] ; [8 6],[42.5 27.5] ; [8.5 5.5],0
a4,1,0.781982,0.076583,[17 56] ; [ 3 12],[16.59090909 56.40909091] ; [ 3.40909091 11.59090909],0
n2,1,0.785792,0.073864,[15  7] ; [3 1],[15.23076923  6.76923077] ; [2.76923077 1.23076923],0
u3,1,0.788188,0.07218,[17 21] ; [4 6],[16.625 21.375] ; [4.375 5.625],0
p1,1,0.806086,0.06026,[ 8 64] ; [ 2 13],[ 8.27586207 63.72413793] ; [ 1.72413793 13.27586207],0
n6,1,0.847611,0.036928,[61 11] ; [13  2],[61.24137931 10.75862069] ; [12.75862069  2.24137931],0
s4,1,0.869401,0.027034,[16 57] ; [ 3 12],[15.76136364 57.23863636] ; [ 3.23863636 11.76136364],0
v1,1,0.874901,0.024786,[32 40] ; [7 8],[32.27586207 39.72413793] ; [6.72413793 8.27586207],0
r3,1,0.914671,0.011481,[64  9] ; [13  2],[63.875  9.125] ; [13.125  1.875],0
b2,1,0.928087,0.008145,[13 35] ; [1 3],[12.92307692 35.07692308] ; [1.07692308 2.92307692],0
b3,1,0.928087,0.008145,[13 35] ; [1 3],[12.92307692 35.07692308] ; [1.07692308 2.92307692],0
d2,1,0.959068,0.002634,[19 54] ; [ 4 11],[19.07954545 53.92045455] ; [ 3.92045455 11.07954545],0
s1,1,0.979607,0.000653,[ 5 68] ; [ 1 14],[ 4.97727273 68.02272727] ; [ 1.02272727 13.97727273],0
a2,1,0.979607,0.000653,[ 5 68] ; [ 1 14],[ 4.97727273 68.02272727] ; [ 1.02272727 13.97727273],0
