Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,26.527341,[33 90] ; [41 21],[49.2 73.8] ; [24.8 37.2],1
p7,1,7.8e-05,15.605524,[51 71] ; [45 17],[63.65217391 58.34782609] ; [32.34782609 29.65217391],1
p1,1,0.001212,10.472447,[  2 121] ; [ 8 53],[  6.68478261 116.31521739] ; [ 3.31521739 57.68478261],0
p6,1,0.001632,9.923472,[ 17 106] ; [20 39],[25.00549451 97.99450549] ; [11.99450549 47.00549451],0
p2,1,0.001637,9.918152,[83 41] ; [54  7],[91.82702703 32.17297297] ; [45.17297297 15.82702703],0
p8,1,0.003445,8.555381,[40 83] ; [34 28],[49.2 73.8] ; [24.8 37.2],0
b1,1,0.015272,5.884809,[43 81] ; [33 29],[50.66666667 73.33333333] ; [25.33333333 36.66666667],0
n4,1,0.021227,5.308019,[46 78] ; [34 28],[53.33333333 70.66666667] ; [26.66666667 35.33333333],0
s8,1,0.03294,4.548913,[26 98] ; [22 40],[32. 92.] ; [16. 46.],0
a5,1,0.057107,3.619459,[68 56] ; [43 19],[74. 50.] ; [37. 25.],0
p5,1,0.075555,3.158007,[  1 122] ; [ 3 59],[  2.65945946 120.34054054] ; [ 1.34054054 60.65945946],0
n3,1,0.082636,3.012288,[30 14] ; [12  1],[32.42105263 11.57894737] ; [9.57894737 3.42105263],0
a2,1,0.094513,2.795776,[ 13 111] ; [12 50],[ 16.66666667 107.33333333] ; [ 8.33333333 53.66666667],0
r4,1,0.1009,2.691267,[93 31] ; [53  9],[97.33333333 26.66666667] ; [48.66666667 13.33333333],0
u3,1,0.167693,1.903448,[24 22] ; [16  7],[26.66666667 19.33333333] ; [13.33333333  9.66666667],0
b4,1,0.204682,1.608649,[70 54] ; [41 21],[74. 50.] ; [37. 25.],0
r2,1,0.20714,1.591304,[104  18] ; [56  5],[106.66666667  15.33333333] ; [53.33333333  7.66666667],0
s7,1,0.211496,1.561158,[29 90] ; [19 38],[32.45454545 86.54545455] ; [15.54545455 41.45454545],0
a8,1,0.218347,1.515203,[ 10 107] ; [ 2 55],[  8.06896552 108.93103448] ; [ 3.93103448 53.06896552],0
r1,1,0.247976,1.334673,[86 38] ; [48 14],[89.33333333 34.66666667] ; [44.66666667 17.33333333],0
v1,1,0.259768,1.269992,[38 84] ; [23 35],[41.34444444 80.65555556] ; [19.65555556 38.34444444],0
s6,1,0.267114,1.231508,[49 74] ; [30 32],[52.52432432 70.47567568] ; [26.47567568 35.52432432],0
s1,1,0.378675,0.775,[  5 119] ; [ 1 61],[  4. 120.] ; [ 2. 60.],0
d5,1,0.400391,0.707152,[86 37] ; [47 15],[88.42702703 34.57297297] ; [44.57297297 17.42702703],0
p9,1,0.447538,0.576879,[75 47] ; [41 20],[77.33333333 44.66666667] ; [38.66666667 22.33333333],0
s4,1,0.454706,0.558894,[ 19 105] ; [ 7 55],[ 17.33333333 106.66666667] ; [ 8.66666667 53.33333333],0
d4,1,0.456862,0.553571,[94 30] ; [50 12],[96. 28.] ; [48. 14.],0
