Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,127.298246,[  6 102] ; [240 116],[57.25862069 50.74137931] ; [188.74137931 167.25862069],1
d4,1,0.0,56.132639,[60 47] ; [315  41],[86.66306695 20.33693305] ; [288.33693305  67.66306695],1
a5,1,0.0,41.978974,[43 65] ; [262  94],[70.99137931 37.00862069] ; [234.00862069 121.99137931],1
d3,1,0.0,26.268146,[52 56] ; [264  91],[73.71058315 34.28941685] ; [242.28941685 112.71058315],1
a4,1,0.0,26.230089,[20 87] ; [165 191],[42.7537797 64.2462203] ; [142.2462203 213.7537797],1
d2,1,1e-06,24.992699,[25 83] ; [179 176],[47.58531317 60.41468683] ; [156.41468683 198.58531317],1
a3,1,1e-06,24.960992,[49 58] ; [256 100],[70.48596112 36.51403888] ; [234.51403888 121.48596112],1
a2,1,0.00013,14.644795,[  7 101] ; [ 82 274],[20.71551724 87.28448276] ; [ 68.28448276 287.71551724],1
a7,1,0.000646,11.639297,[63 45] ; [268  88],[77.04310345 30.95689655] ; [253.95689655 102.04310345],1
r2,1,0.000689,11.518145,[91 16] ; [333  18],[99.05676856  7.94323144] ; [324.94323144  26.05676856],1
r1,1,0.001037,10.759641,[72 36] ; [288  65],[84.33839479 23.66160521] ; [275.66160521  77.33839479],0
v2,1,0.003611,8.469544,[40 62] ; [187 149],[52.8630137 49.1369863] ; [174.1369863 161.8630137],0
u1,1,0.003981,8.29232,[  5 103] ; [ 54 302],[13.73275862 94.26724138] ; [ 45.26724138 310.73275862],0
a6,1,0.007814,7.075523,[59 49] ; [244 112],[70.52586207 37.47413793] ; [232.47413793 123.52586207],0
r4,1,0.010907,6.48039,[88 20] ; [322  34],[95.43103448 12.56896552] ; [314.56896552  41.43103448],0
n4,1,0.011225,6.4294,[63 44] ; [255 100],[73.64935065 33.35064935] ; [244.35064935 110.64935065],0
s1,1,0.026391,4.930207,[ 7 97] ; [  8 341],[  3.44370861 100.55629139] ; [ 11.55629139 337.44370861],0
s8,1,0.028101,4.821832,[29 79] ; [136 218],[38.57142857 69.42857143] ; [126.42857143 227.57142857],0
p2,1,0.031616,4.619224,[75 33] ; [281  73],[83.22077922 24.77922078] ; [272.77922078  81.22077922],0
s5,1,0.044687,4.030422,[20 85] ; [ 99 243],[27.95302013 77.04697987] ; [ 91.04697987 250.95302013],0
s6,1,0.048492,3.892863,[56 50] ; [221 127],[64.67400881 41.32599119] ; [212.32599119 135.67400881],0
p4,1,0.062073,3.481106,[31 74] ; [140 214],[39.11764706 65.88235294] ; [131.88235294 222.11764706],0
s7,1,0.06698,3.355512,[32 70] ; [143 202],[39.93288591 62.06711409] ; [135.06711409 209.93288591],0
p1,1,0.073595,3.200963,[  8 100] ; [ 12 341],[  4.68546638 103.31453362] ; [ 15.31453362 337.68546638],0
b4,1,0.082361,3.01768,[56 52] ; [218 138],[63.77586207 44.22413793] ; [210.22413793 145.77586207],0
p5,1,0.09955,2.712738,[ 8 99] ; [ 13 340],[  4.88478261 102.11521739] ; [ 16.11521739 336.88478261],0
s2,1,0.155221,2.020181,[42 63] ; [169 184],[48.37336245 56.62663755] ; [162.62663755 190.37336245],0
b1,1,0.169929,1.883573,[41 67] ; [110 246],[35.14655172 72.85344828] ; [115.85344828 240.14655172],0
v3,1,0.200895,1.635857,[29 77] ; [115 223],[34.37837838 71.62162162] ; [109.62162162 228.37837838],0
p10,1,0.225963,1.466093,[73 32] ; [264  86],[77.76923077 27.23076923] ; [259.23076923  90.76923077],0
p9,1,0.270277,1.215342,[80 27] ; [276  70],[84.08830022 22.91169978] ; [271.91169978  74.08830022],0
n2,1,0.285149,1.142385,[28  7] ; [75 31],[25.56737589  9.43262411] ; [77.43262411 28.56737589],0
u2,1,0.314832,1.010295,[28 30] ; [56 43],[31.03184713 26.96815287] ; [52.96815287 46.03184713],0
p8,1,0.326244,0.96375,[36 71] ; [135 212],[40.30176211 66.69823789] ; [130.69823789 216.30176211],0
p12,1,0.326862,0.961289,[  3 103] ; [ 18 335],[  4.8496732 101.1503268] ; [ 16.1503268 336.8496732],0
p7,1,0.384581,0.756008,[48 56] ; [175 168],[51.8836689 52.1163311] ; [171.1163311 171.8836689],0
