Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1.1e-05,19.360805,[85 21] ; [26 30],[72.62962963 33.37037037] ; [38.37037037 17.62962963],1
p11,1,1.6e-05,18.579544,[68 38] ; [16 40],[54.96296296 51.03703704] ; [29.03703704 26.96296296],1
r3,1,5.9e-05,16.142857,[92 14] ; [33 23],[81.79012346 24.20987654] ; [43.20987654 12.79012346],1
s6,1,8.2e-05,15.512438,[57 48] ; [12 43],[45.28125 59.71875] ; [23.71875 31.28125],1
v4,1,0.00012,14.790041,[91 15] ; [33 23],[81.13580247 24.86419753] ; [42.86419753 13.13580247],1
n5,1,0.002285,9.305187,[76 30] ; [26 29],[67.1552795 38.8447205] ; [34.8447205 20.1552795],0
s8,1,0.002294,9.298004,[37 69] ; [ 7 49],[28.79012346 77.20987654] ; [15.20987654 40.79012346],0
n4,1,0.003136,8.726848,[76 30] ; [27 29],[67.39506173 38.60493827] ; [35.60493827 20.39506173],0
p10,1,0.004947,7.898662,[63 41] ; [20 34],[54.63291139 49.36708861] ; [28.36708861 25.63291139],0
u1,1,0.006875,7.305368,[20 86] ; [ 2 54],[14.39506173 91.60493827] ; [ 7.60493827 48.39506173],0
s4,1,0.008142,7.001958,[25 79] ; [ 4 52],[18.85 85.15] ; [10.15 45.85],0
s5,1,0.030715,4.66881,[24 77] ; [ 5 48],[19.01948052 81.98051948] ; [ 9.98051948 43.01948052],0
b5,1,0.031573,4.621519,[66 40] ; [25 31],[59.54320988 46.45679012] ; [31.45679012 24.54320988],0
p3,1,0.03417,4.486187,[31 75] ; [ 8 48],[25.51851852 80.48148148] ; [13.48148148 42.51851852],0
r2,1,0.049236,3.867275,[91 12] ; [42 13],[86.70253165 16.29746835] ; [46.29746835  8.70253165],0
a1,1,0.054741,3.689954,[ 7 99] ; [ 9 47],[10.4691358 95.5308642] ; [ 5.5308642 50.4691358],0
d4,1,0.063898,3.433197,[82 24] ; [35 20],[77.0310559 28.9689441] ; [39.9689441 15.0310559],0
d1,1,0.080973,3.045263,[55 51] ; [21 35],[49.72839506 56.27160494] ; [26.27160494 29.72839506],0
s7,1,0.103585,2.649457,[35 65] ; [11 39],[30.66666667 69.33333333] ; [15.33333333 34.66666667],0
p4,1,0.105163,2.625445,[29 75] ; [ 9 46],[24.85534591 79.14465409] ; [13.14465409 41.85534591],0
p9,1,0.122911,2.379832,[58 43] ; [24 30],[53.43225806 47.56774194] ; [28.56774194 25.43225806],0
n2,1,0.140814,2.169038,[28 10] ; [17 13],[25.14705882 12.85294118] ; [19.85294118 10.14705882],0
v2,1,0.178465,1.810362,[46 57] ; [17 34],[42.13636364 60.86363636] ; [20.86363636 30.13636364],0
b4,1,0.211222,1.563032,[62 44] ; [27 29],[58.2345679 47.7654321] ; [30.7654321 25.2345679],0
p5,1,0.251853,1.312998,[ 6 97] ; [ 1 53],[ 4.59235669 98.40764331] ; [ 2.40764331 51.59235669],0
p12,1,0.256899,1.285389,[  6 100] ; [ 1 54],[  4.60869565 101.39130435] ; [ 2.39130435 52.60869565],0
a7,1,0.28421,1.146847,[66 40] ; [30 26],[62.81481481 43.18518519] ; [33.18518519 22.81481481],0
a6,1,0.300752,1.070855,[63 43] ; [28 27],[59.91304348 46.08695652] ; [31.08695652 23.91304348],0
d5,1,0.306042,1.047682,[74 32] ; [34 21],[71.10559006 34.89440994] ; [36.89440994 18.10559006],0
d3,1,0.311994,1.022216,[59 47] ; [26 29],[55.96273292 50.03726708] ; [29.03726708 25.96273292],0
d2,1,0.325582,0.96639,[52 52] ; [23 32],[49.05660377 54.94339623] ; [25.94339623 29.05660377],0
r1,1,0.358769,0.842199,[72 34] ; [34 22],[69.35802469 36.64197531] ; [36.64197531 19.35802469],0
s1,1,0.369271,0.806116,[ 7 98] ; [ 6 50],[ 8.47826087 96.52173913] ; [ 4.52173913 51.47826087],0
s2,1,0.432341,0.616526,[38 66] ; [17 39],[35.75 68.25] ; [19.25 36.75],0
b1,1,0.438297,0.600737,[50 56] ; [30 26],[52.34567901 53.65432099] ; [27.65432099 28.34567901],0
v3,1,0.443617,0.586908,[35 65] ; [15 37],[32.89473684 67.10526316] ; [17.10526316 34.89473684],0
u4,1,0.486581,0.484078,[  4 102] ; [ 1 55],[  3.27160494 102.72839506] ; [ 1.72839506 54.27160494],0
n1,1,0.493236,0.469459,[16 21] ; [15 14],[17.37878788 19.62121212] ; [13.62121212 15.37878788],0
p8,1,0.503023,0.448553,[15 91] ; [10 45],[16.45962733 89.54037267] ; [ 8.54037267 46.45962733],0
u2,1,0.515016,0.423862,[17 22] ; [11 10],[18.2 20.8] ; [ 9.8 11.2],0
v1,1,0.538151,0.378977,[34 68] ; [16 40],[32.27848101 69.72151899] ; [17.72151899 38.27848101],0
a8,1,0.582692,0.301903,[ 8 91] ; [ 6 50],[ 8.94193548 90.05806452] ; [ 5.05806452 50.94193548],0
n3,1,0.583184,0.301115,[23 13] ; [16 12],[21.9375 14.0625] ; [17.0625 10.9375],0
b2,1,0.64818,0.208203,[25 41] ; [12 24],[23.94117647 42.05882353] ; [13.05882353 22.94117647],0
b3,1,0.64818,0.208203,[25 41] ; [12 24],[23.94117647 42.05882353] ; [13.05882353 22.94117647],0
