Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.001776,9.767924,[88 20] ; [8 9],[82.944 25.056] ; [13.056  3.944],0
p9,1,0.002032,9.520199,[103   4] ; [13  4],[100.09677419   6.90322581] ; [15.90322581  1.09677419],0
b1,1,0.020478,5.370642,[38 70] ; [11  6],[42.336 65.664] ; [ 6.664 10.336],0
p1,1,0.36451,0.822295,[11 97] ; [ 3 14],[12.096 95.904] ; [ 1.904 15.096],0
p3,1,0.938415,0.005969,[64 43] ; [10  7],[63.85483871 43.14516129] ; [10.14516129  6.85483871],0
