Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,177.033029,[586  31] ; [64 59],[541.95945946  75.04054054] ; [108.04054054  14.95945946],1
r3,1,0.0,83.816811,[596  19] ; [95 33],[571.95827725  43.04172275] ; [119.04172275   8.95827725],1
r4,1,0.0,61.574308,[565  53] ; [85 44],[537.75100402  80.24899598] ; [112.24899598  16.75100402],1
p8,1,0.0,57.01074,[360 249] ; [28 98],[321.48571429 287.51428571] ; [66.51428571 59.48571429],1
p2,1,0.0,56.323687,[538  77] ; [76 51],[508.9083558 106.0916442] ; [105.0916442  21.9083558],1
n6,1,0.0,50.706481,[540  74] ; [79 48],[512.90958165 101.09041835] ; [106.09041835  20.90958165],1
v4,1,0.0,40.001043,[589  23] ; [104  24],[573.12972973  38.87027027] ; [119.87027027   8.12972973],1
p7,1,0.0,25.531374,[414 187] ; [57 69],[389.36863824 211.63136176] ; [81.63136176 44.36863824],1
n5,1,7e-06,20.245589,[492 122] ; [79 49],[472.49865229 141.50134771] ; [98.50134771 29.49865229],1
v2,1,8e-06,20.029257,[348 244] ; [47 80],[325.2294854 266.7705146] ; [69.7705146 57.2294854],1
p4,1,1.1e-05,19.3034,[395 220] ; [55 72],[372.97843666 242.02156334] ; [77.02156334 49.97843666],1
r2,1,3.3e-05,17.229056,[576  35] ; [107  21],[564.69959405  46.30040595] ; [118.30040595   9.69959405],1
n4,1,3.8e-05,16.988438,[496 122] ; [82 47],[478.18473896 139.81526104] ; [99.81526104 29.18473896],1
a6,1,3.9e-05,16.898729,[429 187] ; [65 63],[409.01075269 206.98924731] ; [84.98924731 43.01075269],1
a5,1,0.00027,13.266962,[470 148] ; [78 51],[453.36546185 164.63453815] ; [94.63453815 34.36546185],1
r1,1,0.000277,13.220668,[495 120] ; [85 44],[479.43548387 135.56451613] ; [100.56451613  28.43548387],1
v1,1,0.000822,11.190889,[339 261] ; [52 77],[321.81069959 278.18930041] ; [69.18930041 59.81069959],1
d1,1,0.002622,9.053526,[367 251] ; [58 71],[351.6064257 266.3935743] ; [73.3935743 55.6064257],0
s8,1,0.003875,8.3415,[284 330] ; [41 86],[269.29824561 344.70175439] ; [55.70175439 71.29824561],0
p3,1,0.004311,8.147741,[333 283] ; [51 76],[318.36339166 297.63660834] ; [65.63660834 61.36339166],0
d3,1,0.005793,7.613562,[426 191] ; [71 55],[412.71736205 204.28263795] ; [84.28263795 41.71736205],0
a7,1,0.005799,7.611585,[451 166] ; [78 50],[438.1114094 178.8885906] ; [90.8885906 37.1114094],0
a1,1,0.006406,7.432523,[ 26 592] ; [ 13 116],[ 32.26506024 585.73493976] ; [  6.73493976 122.26506024],0
s1,1,0.007417,7.168992,[ 15 596] ; [  9 118],[ 19.8699187 591.1300813] ; [  4.1300813 122.8699187],0
d4,1,0.007835,7.070778,[509 107] ; [92 35],[498.27187079 117.72812921] ; [102.72812921  24.27187079],0
p6,1,0.010664,6.520402,[229 380] ; [32 93],[216.55177112 392.44822888] ; [44.44822888 80.55177112],0
p5,1,0.014219,6.010802,[ 82 532] ; [  7 119],[ 73.84594595 540.15405405] ; [ 15.15405405 110.84594595],0
p12,1,0.0177,5.625597,[ 59 556] ; [  4 123],[ 52.21698113 562.78301887] ; [ 10.78301887 116.21698113],0
n2,1,0.023113,5.159959,[87 27] ; [32 22],[80.75 33.25] ; [38.25 15.75],0
s6,1,0.027505,4.858823,[415 190] ; [73 52],[404.43835616 200.56164384] ; [83.56164384 41.43835616],0
v3,1,0.031679,4.615807,[243 354] ; [38 87],[232.35041551 364.64958449] ; [48.64958449 76.35041551],0
d5,1,0.043369,4.080978,[504 112] ; [94 33],[495.7846568 120.2153432] ; [102.2153432  24.7846568],0
s3,1,0.05325,3.736055,[346 261] ; [61 67],[336.12108844 270.87891156] ; [70.87891156 57.12108844],0
b2,1,0.122468,2.385465,[145 234] ; [20 50],[139.27616927 239.72383073] ; [25.72383073 44.27616927],0
b3,1,0.122468,2.385465,[145 234] ; [20 50],[139.27616927 239.72383073] ; [25.72383073 44.27616927],0
u2,1,0.135995,2.2227,[107  64] ; [21 21],[102.76056338  68.23943662] ; [25.23943662 16.76056338],0
a3,1,0.144803,2.12616,[446 171] ; [85 44],[439.17828418 177.82171582] ; [91.82171582 37.17828418],0
n3,1,0.177204,1.820917,[84 29] ; [34 19],[80.3253012 32.6746988] ; [37.6746988 15.3253012],0
s2,1,0.182022,1.78104,[317 295] ; [58 70],[310.13513514 301.86486486] ; [64.86486486 63.13513514],0
u1,1,0.184447,1.761424,[106 512] ; [ 16 113],[100.93172691 517.06827309] ; [ 21.06827309 107.93172691],0
d2,1,0.208697,1.580441,[282 333] ; [66 61],[288.43665768 326.56334232] ; [59.56334232 67.43665768],0
s7,1,0.259203,1.273008,[300 294] ; [51 63],[294.48305085 299.51694915] ; [56.51694915 57.48305085],0
s4,1,0.325269,0.967643,[102 509] ; [ 26 102],[105.82949932 505.17050068] ; [ 22.17050068 105.82949932],0
n1,1,0.376084,0.783465,[43 70] ; [24 29],[45.60843373 67.39156627] ; [21.39156627 31.60843373],0
a8,1,0.388521,0.743565,[ 78 493] ; [ 13 108],[ 75.08815029 495.91184971] ; [ 15.91184971 105.08815029],0
b5,1,0.429454,0.624301,[360 258] ; [80 49],[364.01606426 253.98393574] ; [75.98393574 53.01606426],0
a2,1,0.560605,0.338658,[139 479] ; [ 26 103],[136.5060241 481.4939759] ; [ 28.4939759 100.5060241],0
s5,1,0.58996,0.290407,[210 389] ; [40 83],[207.4099723 391.5900277] ; [42.5900277 80.4099723],0
b4,1,0.652492,0.202773,[363 255] ; [73 56],[360.70682731 257.29317269] ; [75.29317269 53.70682731],0
u3,1,0.676214,0.174419,[102  70] ; [27 16],[103.2  68.8] ; [25.8 17.2],0
p1,1,0.750171,0.101387,[ 57 559] ; [ 13 115],[ 57.95698925 558.04301075] ; [ 12.04301075 115.95698925],0
a4,1,0.974834,0.000995,[269 348] ; [56 72],[269.16107383 347.83892617] ; [55.83892617 72.16107383],0
