Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4e-06,21.139973,[87 12] ; [3 7],[81.74311927 17.25688073] ; [8.25688073 1.74311927],1
p11,1,0.001601,9.958753,[76 23] ; [3 7],[71.75229358 27.24770642] ; [7.24770642 2.75229358],0
v2,1,0.009413,6.742829,[57 34] ; [2 8],[53.15841584 37.84158416] ; [5.84158416 4.15841584],0
p5,1,0.010933,6.476151,[ 6 89] ; [3 7],[ 8.14285714 86.85714286] ; [0.85714286 9.14285714],0
n6,1,0.02655,4.919825,[79 19] ; [5 5],[76.22222222 21.77777778] ; [7.77777778 2.22222222],0
p8,1,0.031815,4.608438,[27 72] ; [6 4],[29.97247706 69.02752294] ; [3.02752294 6.97247706],0
b4,1,0.040003,4.217754,[56 43] ; [9 1],[59.03669725 39.96330275] ; [5.96330275 4.03669725],0
s2,1,0.042981,4.096167,[52 45] ; [2 8],[48.95327103 48.04672897] ; [5.04672897 4.95327103],0
p1,1,0.044092,4.053022,[ 9 90] ; [3 7],[10.89908257 88.10091743] ; [1.10091743 8.89908257],0
s6,1,0.056411,3.639883,[60 38] ; [3 7],[57.16666667 40.83333333] ; [5.83333333 4.16666667],0
p9,1,0.057401,3.610942,[88 11] ; [6 3],[86.16666667 12.83333333] ; [7.83333333 1.16666667],0
s1,1,0.070658,3.267676,[ 5 92] ; [2 8],[ 6.34579439 90.65420561] ; [0.65420561 9.34579439],0
s8,1,0.090702,2.861875,[47 51] ; [2 8],[44.46296296 53.53703704] ; [4.53703704 5.46296296],0
p4,1,0.105716,2.617117,[37 60] ; [1 8],[34.77358491 62.22641509] ; [3.22641509 5.77358491],0
b5,1,0.143278,2.142392,[63 36] ; [4 6],[60.85321101 38.14678899] ; [6.14678899 3.85321101],0
v4,1,0.156851,2.004328,[92  7] ; [8 2],[90.82568807  8.17431193] ; [9.17431193 0.82568807],0
s3,1,0.210326,1.56918,[54 44] ; [3 6],[52.20560748 45.79439252] ; [4.79439252 4.20560748],0
p3,1,0.241517,1.371717,[38 60] ; [2 8],[36.2962963 61.7037037] ; [3.7037037 6.2962963],0
a6,1,0.303076,1.060611,[65 33] ; [5 5],[63.51851852 34.48148148] ; [6.48148148 3.51851852],0
a3,1,0.358034,0.844778,[65 34] ; [8 2],[66.30275229 32.69724771] ; [6.69724771 3.30275229],0
p7,1,0.384918,0.754936,[39 57] ; [2 6],[37.84615385 58.15384615] ; [3.15384615 4.84615385],0
r1,1,0.395195,0.722896,[72 27] ; [6 4],[70.8440367 28.1559633] ; [7.1559633 2.8440367],0
s5,1,0.402812,0.699914,[30 61] ; [2 8],[28.83168317 62.16831683] ; [3.16831683 6.83168317],0
s7,1,0.403555,0.697707,[45 49] ; [3 6],[43.80582524 50.19417476] ; [4.19417476 4.80582524],0
n3,1,0.456511,0.554435,[23  8] ; [1 1],[22.54545455  8.45454545] ; [1.45454545 0.54545455],0
d5,1,0.496105,0.463258,[69 29] ; [6 4],[68.05555556 29.94444444] ; [6.94444444 3.05555556],0
a5,1,0.57499,0.314404,[68 31] ; [6 4],[67.21100917 31.78899083] ; [6.78899083 3.21100917],0
a7,1,0.57499,0.314404,[68 31] ; [6 4],[67.21100917 31.78899083] ; [6.78899083 3.21100917],0
v3,1,0.646453,0.210401,[34 57] ; [3 7],[33.33663366 57.66336634] ; [3.66336634 6.33663366],0
d1,1,0.651651,0.203825,[52 47] ; [6 4],[52.67889908 46.32110092] ; [5.32110092 4.67889908],0
d4,1,0.701478,0.146939,[74 24] ; [7 3],[73.5 24.5] ; [7.5 2.5],0
d2,1,0.779206,0.078598,[44 53] ; [5 5],[44.42056075 52.57943925] ; [4.57943925 5.42056075],0
p6,1,0.804304,0.061396,[23 75] ; [2 8],[22.68518519 75.31481481] ; [2.31481481 7.68518519],0
v1,1,0.819879,0.051848,[42 54] ; [4 6],[41.66037736 54.33962264] ; [4.33962264 5.66037736],0
a4,1,0.834454,0.043678,[43 56] ; [4 6],[42.68807339 56.31192661] ; [4.31192661 5.68807339],0
n4,1,0.880797,0.022488,[67 32] ; [7 3],[67.21100917 31.78899083] ; [6.78899083 3.21100917],0
b1,1,0.882398,0.021883,[42 57] ; [4 6],[41.77981651 57.22018349] ; [4.22018349 5.77981651],0
d3,1,0.910644,0.012595,[57 41] ; [6 4],[57.16666667 40.83333333] ; [5.83333333 4.16666667],0
b2,1,0.910821,0.012545,[22 40] ; [3 5],[22.14285714 39.85714286] ; [2.85714286 5.14285714],0
b3,1,0.910821,0.012545,[22 40] ; [3 5],[22.14285714 39.85714286] ; [2.85714286 5.14285714],0
n5,1,0.924214,0.009049,[70 28] ; [7 3],[69.87037037 28.12962963] ; [7.12962963 2.87037037],0
a2,1,0.950762,0.003813,[19 80] ; [2 8],[19.0733945 79.9266055] ; [1.9266055 8.0733945],0
