Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,9.3e-05,15.271859,[73 42] ; [58 90],[57.28136882 57.71863118] ; [73.71863118 74.28136882],1
s6,1,0.000652,11.619912,[78 41] ; [69 85],[64.07692308 54.92307692] ; [82.92307692 71.07692308],1
s2,1,0.004272,8.164355,[60 59] ; [ 52 104],[48.46545455 70.53454545] ; [63.53454545 92.46545455],0
r2,1,0.004822,7.944996,[116   3] ; [136  18],[109.84615385   9.15384615] ; [142.15384615  11.84615385],0
b3,1,0.00563,7.66509,[37 37] ; [27 66],[28.35928144 45.64071856] ; [35.64071856 57.35928144],0
b2,1,0.00563,7.66509,[37 37] ; [27 66],[28.35928144 45.64071856] ; [35.64071856 57.35928144],0
b5,1,0.008289,6.969925,[83 37] ; [84 73],[72.3465704 47.6534296] ; [94.6534296 62.3465704],0
s8,1,0.012452,6.245365,[52 68] ; [ 45 111],[42.17391304 77.82608696] ; [ 54.82608696 101.17391304],0
v3,1,0.012571,6.228509,[53 64] ; [ 46 105],[43.22014925 73.77985075] ; [55.77985075 95.22014925],0
s5,1,0.013493,6.103257,[38 78] ; [ 29 120],[29.32830189 86.67169811] ; [ 37.67169811 111.32830189],0
s3,1,0.017611,5.634421,[70 48] ; [69 85],[60.30147059 57.69852941] ; [78.69852941 75.30147059],0
v4,1,0.018667,5.532437,[111   8] ; [131  25],[104.72  14.28] ; [137.28  18.72],0
p3,1,0.030265,4.694204,[37 82] ; [ 31 126],[29.31884058 89.68115942] ; [ 38.68115942 118.31884058],0
p2,1,0.033235,4.533652,[88 31] ; [97 60],[79.76449275 39.23550725] ; [105.23550725  51.76449275],0
r1,1,0.038979,4.261799,[97 22] ; [111  46],[89.68115942 29.31884058] ; [118.31884058  38.68115942],0
a3,1,0.051951,3.777331,[92 26] ; [105  51],[84.83941606 33.16058394] ; [112.16058394  43.83941606],0
n6,1,0.059598,3.548548,[101  18] ; [118  38],[94.76727273 24.23272727] ; [124.23272727  31.76727273],0
p6,1,0.062523,3.469157,[27 90] ; [ 22 132],[21.15498155 95.84501845] ; [ 27.84501845 126.15498155],0
n1,1,0.077777,3.110745,[16 10] ; [21 31],[12.33333333 13.66666667] ; [24.66666667 27.33333333],0
r3,1,0.07805,3.105046,[109  10] ; [131  24],[104.23357664  14.76642336] ; [135.76642336  19.23357664],0
s7,1,0.094605,2.794214,[55 60] ; [56 93],[48.35227273 66.64772727] ; [62.64772727 86.35227273],0
u2,1,0.128121,2.315121,[16 11] ; [21 30],[12.80769231 14.19230769] ; [24.19230769 26.80769231],0
p9,1,0.132949,2.257723,[91 27] ; [104  47],[85.53903346 32.46096654] ; [109.46096654  41.53903346],0
p7,1,0.159159,1.982201,[59 54] ; [67 87],[53.3258427 59.6741573] ; [72.6741573 81.3258427],0
r4,1,0.159802,1.976096,[102  18] ; [123  34],[97.47292419 22.52707581] ; [127.52707581  29.47292419],0
p11,1,0.189524,1.721314,[89 31] ; [105  52],[84.0433213 35.9566787] ; [109.9566787  47.0433213],0
s1,1,0.190604,1.712941,[  8 112] ; [  5 148],[  5.71428571 114.28571429] ; [  7.28571429 145.71428571],0
u4,1,0.197767,1.658786,[  3 117] ; [  1 156],[  1.73285199 118.26714801] ; [  2.26714801 154.73285199],0
u3,1,0.24338,1.360909,[14 14] ; [19 33],[11.55 16.45] ; [21.45 30.55],0
p10,1,0.25417,1.300237,[86 32] ; [103  52],[81.69230769 36.30769231] ; [107.30769231  47.69230769],0
p5,1,0.281588,1.15941,[  7 112] ; [  5 151],[  5.19272727 113.80727273] ; [  6.80727273 149.19272727],0
n5,1,0.299461,1.076592,[99 21] ; [120  35],[95.56363636 24.43636364] ; [123.43636364  31.56363636],0
d5,1,0.337772,0.918871,[93 27] ; [113  43],[89.56521739 30.43478261] ; [116.43478261  39.56521739],0
a8,1,0.358607,0.842766,[22 87] ; [ 23 123],[19.23529412 89.76470588] ; [ 25.76470588 120.23529412],0
p1,1,0.400479,0.706886,[ 11 109] ; [ 10 145],[  9.16363636 110.83636364] ; [ 11.83636364 143.16363636],0
p8,1,0.402388,0.701178,[40 77] ; [ 45 108],[36.83333333 80.16666667] ; [ 48.16666667 104.83333333],0
b1,1,0.404075,0.696165,[46 74] ; [68 89],[49.38628159 70.61371841] ; [64.61371841 92.38628159],0
d4,1,0.425347,0.635493,[94 26] ; [115  40],[91.2 28.8] ; [117.8  37.2],0
s4,1,0.489871,0.47681,[ 14 104] ; [ 23 133],[ 15.93430657 102.06569343] ; [ 21.06569343 134.93430657],0
n3,1,0.500096,0.454733,[20  7] ; [34 17],[18.69230769  8.30769231] ; [35.30769231 15.69230769],0
a5,1,0.502683,0.449267,[87 33] ; [108  49],[84.4765343 35.5234657] ; [110.5234657  46.4765343],0
d3,1,0.526999,0.400175,[73 47] ; [89 67],[70.43478261 49.56521739] ; [91.56521739 64.43478261],0
p12,1,0.572789,0.318038,[  8 110] ; [  8 147],[  6.91575092 111.08424908] ; [  9.08424908 145.91575092],0
a6,1,0.583898,0.299976,[74 45] ; [102  54],[76.16 42.84] ; [99.84 56.16],0
b4,1,0.667603,0.184419,[68 52] ; [93 64],[69.74729242 50.25270758] ; [91.25270758 65.74729242],0
d2,1,0.68997,0.159118,[52 68] ; [70 83],[53.62637363 66.37362637] ; [68.37362637 84.62637363],0
a7,1,0.700675,0.147771,[75 45] ; [101  55],[76.52173913 43.47826087] ; [99.47826087 56.52173913],0
a4,1,0.74275,0.107725,[55 64] ; [69 87],[53.65818182 65.34181818] ; [70.34181818 85.65818182],0
n2,1,0.78283,0.075973,[19  7] ; [41 13],[19.5  6.5] ; [40.5 13.5],0
u1,1,0.849637,0.035941,[ 17 103] ; [ 21 136],[ 16.46209386 103.53790614] ; [ 21.53790614 135.46209386],0
a2,1,0.89622,0.017014,[26 94] ; [ 33 124],[25.55956679 94.44043321] ; [ 33.44043321 123.55956679],0
d1,1,0.906581,0.013772,[58 62] ; [77 80],[58.48375451 61.51624549] ; [76.51624549 80.48375451],0
a1,1,0.971561,0.001271,[  7 113] ; [  9 148],[  6.93140794 113.06859206] ; [  9.06859206 147.93140794],0
