Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,58.551321,[262  76] ; [51 76],[227.51397849 110.48602151] ; [85.48602151 41.51397849],1
p3,1,0.644514,0.212887,[154 183] ; [55 72],[151.79525862 185.20474138] ; [57.20474138 69.79525862],0
b4,1,0.648662,0.207591,[189 149] ; [74 53],[191.16989247 146.83010753] ; [71.83010753 55.16989247],0
n2,1,0.658699,0.195108,[52 20] ; [28 13],[50.97345133 21.02654867] ; [29.02654867 11.97345133],0
s1,1,0.723454,0.125207,[ 10 324] ; [  3 123],[  9.43913043 324.56086957] ; [  3.56086957 122.43913043],0
p5,1,0.76842,0.086696,[ 29 309] ; [ 12 115],[ 29.80215054 308.19784946] ; [ 11.19784946 115.80215054],0
a1,1,0.776584,0.080527,[  9 329] ; [  4 123],[  9.44946237 328.55053763] ; [  3.55053763 123.44946237],0
n4,1,0.785387,0.07415,[245  92] ; [90 36],[243.8336933  93.1663067] ; [91.1663067 34.8336933],0
s7,1,0.78653,0.073343,[141 182] ; [55 67],[142.26516854 180.73483146] ; [53.73483146 68.26516854],0
p7,1,0.789875,0.071008,[211 117] ; [80 47],[209.77582418 118.22417582] ; [81.22417582 45.77582418],0
u4,1,0.814336,0.055148,[  2 336] ; [  1 126],[  2.18064516 335.81935484] ; [  0.81935484 126.18064516],0
n1,1,0.874586,0.024912,[26 47] ; [14 27],[25.61403509 47.38596491] ; [14.38596491 26.61403509],0
s4,1,0.880423,0.02263,[ 64 269] ; [ 25 101],[ 64.56862745 268.43137255] ; [ 24.43137255 101.56862745],0
d2,1,0.906949,0.013663,[147 191] ; [56 71],[147.55698925 190.44301075] ; [55.44301075 71.55698925],0
s3,1,0.994223,5.2e-05,[182 155] ; [68 58],[181.96544276 155.03455724] ; [68.03455724 57.96544276],0
