Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,24.523454,[278  28] ; [48 22],[265.30851064  40.69148936] ; [60.69148936  9.30851064],1
p7,1,3.3e-05,17.223676,[224  74] ; [35 35],[209.73369565  88.26630435] ; [49.26630435 20.73369565],1
b1,1,0.000178,14.046614,[104 204] ; [41 30],[117.83641161 190.16358839] ; [27.16358839 43.83641161],1
p9,1,0.000803,11.233799,[281  24] ; [55 15],[273.28  31.72] ; [62.72  7.28],1
r3,1,0.004666,8.004579,[300   8] ; [64  7],[295.81002639  12.18997361] ; [68.18997361  2.81002639],0
p8,1,0.008069,7.018121,[184 118] ; [31 40],[174.07506702 127.92493298] ; [40.92493298 30.07506702],0
p3,1,0.009482,6.729804,[190 117] ; [32 39],[180.3015873 126.6984127] ; [41.6984127 29.3015873],0
n5,1,0.015742,5.831468,[269  39] ; [54 17],[262.49076517  45.50923483] ; [60.50923483 10.49076517],0
p2,1,0.021863,5.25664,[270  37] ; [55 16],[263.95502646  43.04497354] ; [61.04497354  9.95502646],0
a3,1,0.025253,5.006424,[262  45] ; [52 18],[255.69761273  51.30238727] ; [58.30238727 11.69761273],0
n3,1,0.032741,4.559256,[41 12] ; [14 12],[36.89873418 16.10126582] ; [18.10126582  7.89873418],0
s1,1,0.033235,4.533649,[ 12 294] ; [ 7 62],[ 15.504 290.496] ; [ 3.496 65.504],0
d4,1,0.051407,3.794979,[266  41] ; [55 16],[260.70634921  46.29365079] ; [60.29365079 10.70634921],0
p12,1,0.051668,3.7865,[ 37 268] ; [ 3 68],[ 32.44680851 272.55319149] ; [ 7.55319149 63.44680851],0
n4,1,0.052161,3.7706,[273  35] ; [56 14],[268.07407407  39.92592593] ; [60.92592593  9.07407407],0
v1,1,0.065023,3.404395,[178 119] ; [34 37],[171.09782609 125.90217391] ; [40.90217391 30.09782609],0
v3,1,0.076277,3.142505,[150 148] ; [27 43],[143.33152174 154.66847826] ; [33.66847826 36.33152174],0
b5,1,0.078071,3.104618,[173 135] ; [48 23],[179.59894459 128.40105541] ; [41.40105541 29.59894459],0
v2,1,0.139756,2.18064,[185 115] ; [37 34],[179.5148248 120.4851752] ; [42.4851752 28.5148248],0
p1,1,0.162403,1.951705,[ 30 277] ; [11 60],[ 33.2989418 273.7010582] ; [ 7.7010582 63.2989418],0
b3,1,0.168161,1.89926,[103 127] ; [14 28],[ 98.93382353 131.06617647] ; [18.06617647 23.93382353],0
b2,1,0.168161,1.89926,[103 127] ; [14 28],[ 98.93382353 131.06617647] ; [18.06617647 23.93382353],0
a5,1,0.191833,1.703487,[251  57] ; [53 18],[247.05013193  60.94986807] ; [56.94986807 14.05013193],0
u3,1,0.194083,1.686352,[32 14] ; [10  9],[29.72307692 16.27692308] ; [12.27692308  6.72307692],0
a7,1,0.230235,1.439409,[212  96] ; [54 17],[216.16886544  91.83113456] ; [49.83113456 21.16886544],0
s3,1,0.241919,1.369377,[231  74] ; [49 22],[227.12765957  77.87234043] ; [52.87234043 18.12765957],0
u2,1,0.243452,1.360491,[29 17] ; [ 9 10],[26.89230769 19.10769231] ; [11.10769231  7.89230769],0
p5,1,0.249559,1.325768,[ 56 248] ; [ 9 62],[ 52.69333333 251.30666667] ; [12.30666667 58.69333333],0
n1,1,0.266859,1.232822,[24 30] ; [15 11],[26.325 27.675] ; [12.675 13.325],0
a6,1,0.267799,1.227985,[203 104] ; [42 29],[198.98148148 108.01851852] ; [46.01851852 24.98148148],0
r1,1,0.313976,1.013875,[258  50] ; [62  8],[260.74074074  47.25925926] ; [59.25925926 10.74074074],0
b4,1,0.322547,0.978592,[171 137] ; [44 27],[174.72295515 133.27704485] ; [40.27704485 30.72295515],0
u1,1,0.329194,0.952066,[ 78 230] ; [22 49],[ 81.26649077 226.73350923] ; [18.73350923 52.26649077],0
a8,1,0.339541,0.912162,[ 52 229] ; [ 8 52],[ 49.44281525 231.55718475] ; [10.55718475 49.44281525],0
p4,1,0.359124,0.840956,[216  91] ; [46 25],[212.78835979  94.21164021] ; [49.21164021 21.78835979],0
r4,1,0.377189,0.779845,[287  21] ; [64  7],[285.24538259  22.75461741] ; [65.75461741  5.24538259],0
n2,1,0.408295,0.683761,[42 12] ; [18  8],[40.5 13.5] ; [19.5  6.5],0
s8,1,0.508094,0.43799,[219  87] ; [48 23],[216.71618037  89.28381963] ; [50.28381963 20.71618037],0
u4,1,0.51155,0.430894,[ 12 296] ; [ 4 67],[ 13.00263852 294.99736148] ; [ 2.99736148 68.00263852],0
r2,1,0.567124,0.327518,[296   9] ; [67  3],[295.24   9.76] ; [67.76  2.24],0
d1,1,0.601387,0.272908,[201 107] ; [44 27],[199.10290237 108.89709763] ; [45.89709763 25.10290237],0
s2,1,0.624815,0.239158,[225  82] ; [50 21],[223.34656085  83.65343915] ; [51.65343915 19.34656085],0
s6,1,0.647549,0.209004,[258  47] ; [56 12],[256.75603217  48.24396783] ; [57.24396783 10.75603217],0
s4,1,0.670025,0.181572,[ 62 244] ; [16 55],[ 63.31034483 242.68965517] ; [14.68965517 56.31034483],0
v4,1,0.682959,0.166814,[298  10] ; [68  3],[297.4353562  10.5646438] ; [68.5646438  2.4353562],0
d2,1,0.719747,0.128735,[175 133] ; [42 29],[176.34828496 131.65171504] ; [40.65171504 30.34828496],0
p6,1,0.777093,0.080151,[146 156] ; [33 38],[144.92761394 157.07238606] ; [34.07238606 36.92761394],0
