Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,6.9e-05,15.847801,[24 57] ; [32 17],[34.89230769 46.10769231] ; [21.10769231 27.89230769],1
a5,1,0.001442,10.151749,[36 48] ; [35 14],[44.84210526 39.15789474] ; [26.15789474 22.84210526],0
v3,1,0.001657,9.895354,[11 70] ; [18 30],[18.20930233 62.79069767] ; [10.79069767 37.20930233],0
s7,1,0.005112,7.839219,[10 69] ; [16 32],[16.17322835 62.82677165] ; [ 9.82677165 38.17322835],0
a2,1,0.011014,6.463041,[ 5 79] ; [10 39],[ 9.47368421 74.52631579] ; [ 5.52631579 43.47368421],0
p9,1,0.011439,6.395832,[49 33] ; [39  9],[55.50769231 26.49230769] ; [32.49230769 15.50769231],0
a4,1,0.024096,5.08774,[16 68] ; [18 31],[21.47368421 62.52631579] ; [12.52631579 36.47368421],0
p2,1,0.029551,4.735227,[51 33] ; [38 10],[56.63636364 27.36363636] ; [32.36363636 15.63636364],0
p3,1,0.031753,4.611801,[20 64] ; [20 28],[25.45454545 58.54545455] ; [14.54545455 33.45454545],0
s6,1,0.035954,4.399288,[24 60] ; [22 25],[29.49618321 54.50381679] ; [16.50381679 30.49618321],0
d4,1,0.063177,3.451952,[56 28] ; [40  9],[60.63157895 23.36842105] ; [35.36842105 13.63157895],0
b4,1,0.065146,3.401275,[41 43] ; [32 17],[46.10526316 37.89473684] ; [26.89473684 22.10526316],0
a3,1,0.069338,3.298611,[43 41] ; [33 16],[48. 36.] ; [28. 21.],0
a6,1,0.086546,2.937471,[42 42] ; [32 17],[46.73684211 37.26315789] ; [27.26315789 21.73684211],0
n1,1,0.088158,2.907692,[11 28] ; [ 1 14],[ 8.66666667 30.33333333] ; [ 3.33333333 11.66666667],0
n2,1,0.094212,2.800885,[21 17] ; [12  3],[23.66037736 14.33962264] ; [9.33962264 5.66037736],0
p10,1,0.106801,2.600937,[47 36] ; [34 14],[51.32061069 31.67938931] ; [29.67938931 18.32061069],0
u2,1,0.127881,2.318039,[19 22] ; [11  5],[21.57894737 19.42105263] ; [8.42105263 7.57894737],0
s2,1,0.130417,2.287531,[ 9 74] ; [10 39],[11.9469697 71.0530303] ; [ 7.0530303 41.9469697],0
p7,1,0.138361,2.196096,[36 48] ; [27 21],[40.09090909 43.90909091] ; [22.90909091 25.09090909],0
r1,1,0.161225,1.962697,[48 36] ; [34 15],[51.78947368 32.21052632] ; [30.21052632 18.78947368],0
n5,1,0.165125,1.926656,[25 59] ; [20 28],[28.63636364 55.36363636] ; [16.36363636 31.63636364],0
s8,1,0.168737,1.894133,[10 74] ; [10 38],[12.72727273 71.27272727] ; [ 7.27272727 40.72727273],0
u1,1,0.228078,1.452808,[ 4 80] ; [ 5 44],[ 5.68421053 78.31578947] ; [ 3.31578947 45.68421053],0
p11,1,0.255302,1.294056,[50 34] ; [34 15],[53.05263158 30.94736842] ; [30.94736842 18.05263158],0
s4,1,0.39188,0.733099,[15 69] ; [ 6 43],[13.26315789 70.73684211] ; [ 7.73684211 41.26315789],0
v4,1,0.402341,0.701318,[76  8] ; [42  7],[74.52631579  9.47368421] ; [43.47368421  5.52631579],0
s1,1,0.426135,0.633333,[ 4 80] ; [ 1 48],[ 3.15789474 80.84210526] ; [ 1.84210526 47.15789474],0
p1,1,0.426135,0.633333,[ 4 80] ; [ 1 48],[ 3.15789474 80.84210526] ; [ 1.84210526 47.15789474],0
u3,1,0.442289,0.590336,[21 20] ; [10  6],[22.29824561 18.70175439] ; [8.70175439 7.29824561],0
