Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,57.297879,[394  38] ; [11 15],[382.00873362  49.99126638] ; [22.99126638  3.00873362],1
r3,1,0.0,30.69303,[405  24] ; [17  9],[397.88571429  31.11428571] ; [24.11428571  1.88571429],1
p2,1,1e-06,25.261099,[332  99] ; [ 8 17],[321.35964912 109.64035088] ; [18.64035088  6.35964912],1
p10,1,1e-06,23.535935,[316 107] ; [ 8 18],[305.23830735 117.76169265] ; [18.76169265  7.23830735],1
n6,1,2e-06,22.270447,[349  81] ; [11 15],[339.47368421  90.52631579] ; [20.52631579  5.47368421],1
p9,1,1.9e-05,18.244307,[331  89] ; [11 15],[322.06278027  97.93721973] ; [19.93721973  6.06278027],1
a1,1,3.6e-05,17.091491,[ 13 419] ; [ 5 21],[ 16.97816594 415.02183406] ; [ 1.02183406 24.97816594],1
s6,1,0.000344,12.816425,[263 159] ; [ 7 19],[254.33035714 167.66964286] ; [15.66964286 10.33035714],1
a5,1,0.00052,12.041886,[293 139] ; [ 9 17],[284.8558952 147.1441048] ; [17.1441048  8.8558952],1
p7,1,0.000611,11.741643,[206 206] ; [ 4 22],[197.53424658 214.46575342] ; [12.46575342 13.53424658],1
p11,1,0.000643,11.64775,[317 115] ; [11 15],[309.37991266 122.62008734] ; [18.62008734  7.37991266],1
s2,1,0.001196,10.49682,[205 222] ; [ 4 22],[197.00441501 229.99558499] ; [11.99558499 14.00441501],0
r1,1,0.00141,10.192973,[345  85] ; [14 12],[338.53070175  91.46929825] ; [20.46929825  5.53070175],0
n2,1,0.006879,7.304324,[102  30] ; [5 7],[98.08333333 33.91666667] ; [8.91666667 3.08333333],0
s8,1,0.01118,6.436416,[154 275] ; [ 3 23],[148.02857143 280.97142857] ; [ 8.97142857 17.02857143],0
u2,1,0.013253,6.135025,[76 65] ; [ 2 10],[71.88235294 69.11764706] ; [6.11764706 5.88235294],0
n3,1,0.018747,5.524965,[92 38] ; [4 7],[88.5106383 41.4893617] ; [7.4893617 3.5106383],0
v1,1,0.019568,5.450055,[196 225] ; [ 6 20],[190.25055928 230.74944072] ; [11.74944072 14.25055928],0
d3,1,0.019683,5.439808,[293 136] ; [12 14],[287.57142857 141.42857143] ; [17.42857143  8.57142857],0
b1,1,0.02126,5.305344,[138 294] ; [14 12],[143.37117904 288.62882096] ; [ 8.62882096 17.37117904],0
p4,1,0.022436,5.211658,[160 266] ; [ 4 22],[154.56637168 271.43362832] ; [ 9.43362832 16.56637168],0
p8,1,0.02522,5.008703,[161 260] ; [ 4 21],[155.75112108 265.24887892] ; [ 9.24887892 15.75112108],0
u3,1,0.030123,4.702268,[81 60] ; [3 9],[77.41176471 63.58823529] ; [6.58823529 5.41176471],0
b5,1,0.033083,4.541474,[273 159] ; [11 15],[267.87772926 164.12227074] ; [16.12227074  9.87772926],0
s7,1,0.040017,4.21718,[170 248] ; [ 5 20],[165.1241535 252.8758465] ; [ 9.8758465 15.1241535],0
p6,1,0.046107,3.977675,[109 315] ; [ 2 23],[104.81959911 319.18040089] ; [ 6.18040089 18.81959911],0
a7,1,0.053255,3.735899,[308 122] ; [14 12],[303.64035088 126.35964912] ; [18.35964912  7.64035088],0
s3,1,0.057339,3.612733,[227 195] ; [ 9 17],[222.30357143 199.69642857] ; [13.69642857 12.30357143],0
a6,1,0.070165,3.279151,[290 141] ; [13 13],[285.76148796 145.23851204] ; [17.23851204  8.76148796],0
d4,1,0.08066,3.051556,[343  87] ; [17  9],[339.47368421  90.52631579] ; [20.52631579  5.47368421],0
a2,1,0.10432,2.638227,[ 90 342] ; [ 2 24],[ 86.77729258 345.22270742] ; [ 5.22270742 20.77729258],0
p1,1,0.141152,2.165353,[ 21 408] ; [ 3 23],[ 22.62857143 406.37142857] ; [ 1.37142857 24.62857143],0
a3,1,0.161111,1.963768,[289 141] ; [14 12],[285.72368421 144.27631579] ; [17.27631579  8.72368421],0
s4,1,0.207383,1.5896,[ 73 352] ; [ 2 24],[ 70.67627494 354.32372506] ; [ 4.32372506 21.67627494],0
d2,1,0.23367,1.418381,[188 241] ; [14 11],[190.87665198 238.12334802] ; [11.12334802 13.87665198],0
v2,1,0.258972,1.274241,[203 204] ; [10 16],[200.21016166 206.78983834] ; [12.78983834 13.21016166],0
d1,1,0.268052,1.226689,[231 201] ; [11 15],[228.26200873 203.73799127] ; [13.73799127 12.26200873],0
v3,1,0.269326,1.220174,[138 273] ; [ 6 20],[135.43249428 275.56750572] ; [ 8.56750572 17.43249428],0
s1,1,0.330625,0.946449,[ 16 403] ; [ 2 24],[ 16.94831461 402.05168539] ; [ 1.05168539 24.94831461],0
d5,1,0.334179,0.932636,[333  97] ; [18  8],[330.98684211  99.01315789] ; [20.01315789  5.98684211],0
a8,1,0.391271,0.734989,[ 54 344] ; [ 2 24],[ 52.56603774 345.43396226] ; [ 3.43396226 22.56603774],0
u4,1,0.400134,0.707923,[  7 425] ; [ 1 25],[  7.54585153 424.45414847] ; [ 0.45414847 25.54585153],0
n5,1,0.400724,0.706152,[297 131] ; [16 10],[295.07488987 132.92511013] ; [17.92511013  8.07488987],0
s5,1,0.414159,0.666831,[114 301] ; [ 5 20],[112.23863636 302.76136364] ; [ 6.76136364 18.23863636],0
n1,1,0.414375,0.666213,[49 80] ; [6 6],[50.31914894 78.68085106] ; [4.68085106 7.31914894],0
b2,1,0.450575,0.569206,[ 82 156] ; [7 9],[ 83.39370079 154.60629921] ; [ 5.60629921 10.39370079],0
b3,1,0.450575,0.569206,[ 82 156] ; [7 9],[ 83.39370079 154.60629921] ; [ 5.60629921 10.39370079],0
p5,1,0.486332,0.484631,[ 20 408] ; [ 2 24],[ 20.74008811 407.25991189] ; [ 1.25991189 24.74008811],0
a4,1,0.563226,0.334149,[180 250] ; [ 9 16],[178.61538462 251.38461538] ; [10.38461538 14.61538462],0
n4,1,0.642979,0.214867,[299 130] ; [17  9],[297.94285714 131.05714286] ; [18.05714286  7.94285714],0
b4,1,0.995728,2.9e-05,[249 183] ; [15 11],[249.01310044 182.98689956] ; [14.98689956 11.01310044],0
