Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000286,13.162584,[84  5] ; [27 11],[77.78740157 11.21259843] ; [33.21259843  4.78740157],1
p7,1,0.000339,12.84182,[53 33] ; [ 9 26],[44.0661157 41.9338843] ; [17.9338843 17.0661157],1
r3,1,0.000345,12.810485,[86  2] ; [30  8],[81.01587302  6.98412698] ; [34.98412698  3.01587302],1
p4,1,0.000691,11.513914,[46 43] ; [ 7 30],[37.43650794 51.56349206] ; [15.56349206 21.43650794],1
a6,1,0.001466,10.120559,[67 22] ; [17 20],[59.33333333 29.66666667] ; [24.66666667 12.33333333],0
p11,1,0.003364,8.598627,[60 29] ; [15 23],[52.55905512 36.44094488] ; [22.44094488 15.55905512],0
v4,1,0.003444,8.555897,[82  5] ; [29  9],[77.256  9.744] ; [33.744  4.256],0
p3,1,0.004586,8.035764,[40 49] ; [ 7 31],[32.93700787 56.06299213] ; [14.06299213 23.93700787],0
p10,1,0.006826,7.318122,[58 29] ; [15 22],[51.21774194 35.78225806] ; [21.78225806 15.21774194],0
p8,1,0.007236,7.213401,[43 44] ; [ 9 29],[36.192 50.808] ; [15.808 22.192],0
d5,1,0.010819,6.494791,[74 15] ; [23 14],[68.51587302 20.48412698] ; [28.48412698  8.51587302],0
s6,1,0.012448,6.24591,[53 36] ; [13 24],[46.61904762 42.38095238] ; [19.38095238 17.61904762],0
d3,1,0.01283,6.192356,[66 23] ; [19 18],[60.03968254 28.96031746] ; [24.96031746 12.03968254],0
n1,1,0.02195,5.249748,[ 3 17] ; [11 12],[ 6.51162791 13.48837209] ; [ 7.48837209 15.51162791],0
p9,1,0.022929,5.17389,[61 26] ; [18 19],[55.42741935 31.57258065] ; [23.57258065 13.42741935],0
p6,1,0.025367,4.998631,[22 63] ; [ 3 34],[17.41803279 67.58196721] ; [ 7.58196721 29.41803279],0
s1,1,0.036845,4.357554,[ 3 84] ; [ 5 32],[ 5.61290323 81.38709677] ; [ 2.38709677 34.61290323],0
a1,1,0.045432,4.002543,[ 1 88] ; [ 3 35],[ 2.80314961 86.19685039] ; [ 1.19685039 36.80314961],0
a8,1,0.046199,3.974342,[ 5 73] ; [ 7 31],[ 8.06896552 69.93103448] ; [ 3.93103448 34.06896552],0
v1,1,0.049476,3.859129,[44 43] ; [12 26],[38.976 48.024] ; [17.024 20.976],0
s8,1,0.049817,3.84762,[32 57] ; [ 7 31],[27.33070866 61.66929134] ; [11.66929134 26.33070866],0
a7,1,0.068866,3.309849,[66 23] ; [22 16],[61.66929134 27.33070866] ; [26.33070866 11.66929134],0
u1,1,0.114419,2.4921,[10 79] ; [ 1 37],[ 7.70866142 81.29133858] ; [ 3.29133858 34.70866142],0
a5,1,0.199391,1.646829,[62 27] ; [22 16],[58.86614173 30.13385827] ; [25.13385827 12.86614173],0
s4,1,0.235023,1.410199,[14 75] ; [ 3 35],[11.91338583 77.08661417] ; [ 5.08661417 32.91338583],0
r2,1,0.239117,1.385795,[83  6] ; [33  5],[81.29133858  7.70866142] ; [34.70866142  3.29133858],0
s7,1,0.248067,1.334156,[29 53] ; [ 8 25],[26.3826087 55.6173913] ; [10.6173913 22.3826087],0
b4,1,0.278727,1.173289,[56 33] ; [20 18],[53.25984252 35.74015748] ; [22.74015748 15.25984252],0
n4,1,0.303368,1.059331,[51 38] ; [18 20],[48.35433071 40.64566929] ; [20.64566929 17.35433071],0
u2,1,0.305507,1.05,[20  8] ; [12  2],[21.33333333  6.66666667] ; [10.66666667  3.33333333],0
d1,1,0.322651,0.978172,[46 43] ; [16 22],[43.4488189 45.5511811] ; [18.5511811 19.4488189],0
n2,1,0.32399,0.972773,[15  5] ; [14  9],[13.48837209  6.51162791] ; [15.51162791  7.48837209],0
b5,1,0.35188,0.866667,[57 32] ; [21 17],[54.66141732 34.33858268] ; [23.33858268 14.66141732],0
n3,1,0.392919,0.72989,[14  6] ; [12  9],[12.68292683  7.31707317] ; [13.31707317  7.68292683],0
d4,1,0.433192,0.614251,[72 16] ; [28  9],[70.4 17.6] ; [29.6  7.4],0
s5,1,0.435043,0.609322,[18 68] ; [ 5 29],[16.48333333 69.51666667] ; [ 6.51666667 27.48333333],0
d2,1,0.466181,0.531014,[35 54] ; [12 25],[33.1984127 55.8015873] ; [13.8015873 23.1984127],0
v2,1,0.486153,0.48503,[42 40] ; [15 19],[40.29310345 41.70689655] ; [16.70689655 17.29310345],0
a4,1,0.594126,0.283947,[33 56] ; [16 22],[34.33858268 54.66141732] ; [14.66141732 23.33858268],0
s2,1,0.626496,0.236842,[33 55] ; [16 22],[34.22222222 53.77777778] ; [14.77777778 23.22222222],0
p5,1,0.631269,0.230344,[ 4 84] ; [ 1 36],[ 3.52 84.48] ; [ 1.48 35.52],0
u3,1,0.636906,0.222812,[20  8] ; [9 5],[19.33333333  8.66666667] ; [9.66666667 4.33333333],0
a3,1,0.782062,0.076526,[60 29] ; [24 13],[59.33333333 29.66666667] ; [24.66666667 12.33333333],0
a2,1,0.830789,0.045664,[15 74] ; [ 7 31],[15.41732283 73.58267717] ; [ 6.58267717 31.41732283],0
b1,1,0.830798,0.045658,[44 45] ; [18 20],[43.4488189 45.5511811] ; [18.5511811 19.4488189],0
b2,1,0.86033,0.03096,[13 36] ; [ 6 15],[13.3 35.7] ; [ 5.7 15.3],0
b3,1,0.86033,0.03096,[13 36] ; [ 6 15],[13.3 35.7] ; [ 5.7 15.3],0
p12,1,0.893467,0.017934,[ 2 85] ; [ 1 36],[ 2.10483871 84.89516129] ; [ 0.89516129 36.10483871],0
v3,1,0.908502,0.013209,[25 57] ; [10 24],[24.74137931 57.25862069] ; [10.25862069 23.74137931],0
n5,1,0.936245,0.006398,[35 53] ; [15 22],[35.2 52.8] ; [14.8 22.2],0
s3,1,0.980112,0.000621,[46 41] ; [20 18],[45.936 41.064] ; [20.064 17.936],0
