Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,54.783122,[34 58] ; [200  53],[62.4 29.6] ; [171.6  81.4],1
d2,1,0.20332,1.618366,[49 41] ; [118 135],[43.81924198 46.18075802] ; [123.18075802 129.81924198],0
v2,1,0.227641,1.455541,[46 45] ; [143 104],[50.88461538 40.11538462] ; [138.11538462 108.88461538],0
d1,1,0.274487,1.194183,[56 36] ; [170  83],[60.26666667 31.73333333] ; [165.73333333  87.26666667],0
p4,1,0.289485,1.122013,[44 46] ; [139 112],[48.29912023 41.70087977] ; [134.70087977 116.29912023],0
p1,1,0.292065,1.11008,[ 8 84] ; [ 14 238],[ 5.88372093 86.11627907] ; [ 16.11627907 235.88372093],0
p10,1,0.320413,0.987259,[64 26] ; [191  59],[67.5 22.5] ; [187.5  62.5],0
p8,1,0.323601,0.974335,[39 51] ; [123 126],[43.00884956 46.99115044] ; [118.99115044 130.00884956],0
a4,1,0.349293,0.876025,[46 45] ; [113 139],[42.18367347 48.81632653] ; [116.81632653 135.18367347],0
a3,1,0.381817,0.764844,[68 24] ; [174  78],[64.72093023 27.27906977] ; [177.27906977  74.72093023],0
n3,1,0.412794,0.670738,[16 12] ; [41 21],[17.73333333 10.26666667] ; [39.26666667 22.73333333],0
p12,1,0.436428,0.605658,[ 2 88] ; [ 10 241],[ 3.16715543 86.83284457] ; [  8.83284457 242.16715543],0
p11,1,0.450163,0.570242,[65 27] ; [189  64],[67.73333333 24.26666667] ; [186.26666667  66.73333333],0
p3,1,0.498531,0.458062,[37 53] ; [114 138],[39.73684211 50.26315789] ; [111.26315789 140.73684211],0
v1,1,0.50825,0.437669,[44 47] ; [131 119],[46.70087977 44.29912023] ; [128.29912023 121.70087977],0
n4,1,0.514398,0.42511,[64 28] ; [185  68],[66.4 25.6] ; [182.6  70.4],0
p6,1,0.523423,0.407144,[25 64] ; [ 79 170],[27.38461538 61.61538462] ; [ 76.61538462 172.38461538],0
s6,1,0.526234,0.401658,[37 53] ; [112 137],[39.55752212 50.44247788] ; [109.44247788 139.55752212],0
p9,1,0.578609,0.308488,[68 22] ; [196  54],[69.88235294 20.11764706] ; [194.11764706  55.88235294],0
n6,1,0.592164,0.286978,[77 14] ; [207  45],[75.34693878 15.65306122] ; [208.65306122  43.34693878],0
s8,1,0.603042,0.270433,[25 66] ; [ 62 189],[23.14912281 67.85087719] ; [ 63.85087719 187.14912281],0
s4,1,0.617476,0.249431,[11 81] ; [ 25 223],[ 9.74117647 82.25882353] ; [ 26.25882353 221.74117647],0
a5,1,0.637713,0.221745,[71 21] ; [189  64],[69.33333333 22.66666667] ; [190.66666667  62.33333333],0
u2,1,0.68949,0.159638,[11 12] ; [41 37],[11.84158416 11.15841584] ; [40.15841584 37.84158416],0
n1,1,0.708371,0.13991,[ 7 22] ; [17 44],[ 7.73333333 21.26666667] ; [16.26666667 44.73333333],0
s7,1,0.721214,0.127333,[26 62] ; [ 65 171],[24.71604938 63.28395062] ; [ 66.28395062 169.71604938],0
s2,1,0.761483,0.092133,[15 76] ; [ 38 213],[14.10233918 76.89766082] ; [ 38.89766082 212.10233918],0
a1,1,0.79294,0.068903,[ 5 87] ; [ 12 241],[ 4.53333333 87.46666667] ; [ 12.46666667 240.53333333],0
u4,1,0.793122,0.06878,[ 1 91] ; [  2 251],[ 0.8 91.2] ; [  2.2 250.8],0
n2,1,0.820999,0.051194,[18 11] ; [40 22],[18.48351648 10.51648352] ; [39.51648352 22.48351648],0
b2,1,0.847681,0.036894,[22 37] ; [52 93],[21.40196078 37.59803922] ; [52.59803922 92.40196078],0
b3,1,0.847681,0.036894,[22 37] ; [52 93],[21.40196078 37.59803922] ; [52.59803922 92.40196078],0
p7,1,0.912963,0.011947,[51 39] ; [140 110],[50.55882353 39.44117647] ; [140.44117647 109.55882353],0
v3,1,0.932523,0.007169,[33 55] ; [ 91 155],[32.67065868 55.32934132] ; [ 91.32934132 154.67065868],0
p5,1,0.993336,7e-05,[ 9 82] ; [ 25 227],[ 9.02040816 81.97959184] ; [ 24.97959184 227.02040816],0
