Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,1e-06,24.268908,[ 1 35] ; [20 16],[10.5 25.5] ; [10.5 25.5],1
d4,1,5.2e-05,16.371361,[12 24] ; [29  7],[20.5 15.5] ; [20.5 15.5],1
a5,1,0.000388,12.587413,[ 9 27] ; [24 12],[16.5 19.5] ; [16.5 19.5],1
d2,1,0.001302,10.339579,[ 9 27] ; [22 13],[15.71830986 20.28169014] ; [15.28169014 19.71830986],0
p6,1,0.004668,8.003672,[ 2 33] ; [11 23],[ 6.5942029 28.4057971] ; [ 6.4057971 27.5942029],0
d3,1,0.00543,7.730257,[ 6 30] ; [17 19],[11.5 24.5] ; [11.5 24.5],0
a4,1,0.008141,7.002147,[ 6 30] ; [16 19],[11.15492958 24.84507042] ; [10.84507042 24.15492958],0
r2,1,0.010657,6.521682,[14 21] ; [24 10],[19.27536232 15.72463768] ; [18.72463768 15.27536232],0
v3,1,0.01721,5.674877,[ 3 33] ; [11 25],[ 7. 29.] ; [ 7. 29.],0
v2,1,0.022887,5.177071,[ 6 28] ; [15 20],[10.34782609 23.65217391] ; [10.65217391 24.34782609],0
s7,1,0.058802,3.57085,[ 8 26] ; [15 18],[11.67164179 22.32835821] ; [11.32835821 21.67164179],0
a3,1,0.075132,3.167189,[16 19] ; [24 12],[19.71830986 15.28169014] ; [20.28169014 15.71830986],0
v4,1,0.075132,3.167189,[16 19] ; [24 12],[19.71830986 15.28169014] ; [20.28169014 15.71830986],0
s6,1,0.083133,3.002553,[ 9 27] ; [16 20],[12.5 23.5] ; [12.5 23.5],0
p1,1,0.088082,2.909091,[ 5 31] ; [ 1 35],[ 3. 33.] ; [ 3. 33.],0
u3,1,0.09169,2.844444,[ 3 17] ; [5 7],[ 5. 15.] ; [3. 9.],0
p4,1,0.096973,2.75463,[11 25] ; [17 17],[14.4 21.6] ; [13.6 20.4],0
p3,1,0.136123,2.221244,[ 7 29] ; [12 22],[ 9.77142857 26.22857143] ; [ 9.22857143 24.77142857],0
u2,1,0.149443,2.077922,[ 5 15] ; [6 6],[ 6.875 13.125] ; [4.125 7.875],0
n1,1,0.219408,1.508236,[ 5 13] ; [ 9 10],[ 6.81081081 11.18918919] ; [ 7.18918919 11.81081081],0
r3,1,0.238412,1.389961,[15 21] ; [20 16],[17.5 18.5] ; [17.5 18.5],0
p11,1,0.238412,1.389961,[16 20] ; [21 15],[18.5 17.5] ; [18.5 17.5],0
r1,1,0.276303,1.185185,[ 7 29] ; [11 25],[ 9. 27.] ; [ 9. 27.],0
n6,1,0.285871,1.138965,[19 16] ; [24 12],[21.1971831 13.8028169] ; [21.8028169 14.1971831],0
s2,1,0.317311,1.0,[10 26] ; [14 22],[12. 24.] ; [12. 24.],0
n4,1,0.317311,1.0,[22 14] ; [26 10],[24. 12.] ; [24. 12.],0
s5,1,0.325749,0.965723,[ 4 32] ; [ 7 29],[ 5.5 30.5] ; [ 5.5 30.5],0
s8,1,0.383988,0.757895,[ 6 30] ; [ 9 27],[ 7.5 28.5] ; [ 7.5 28.5],0
v1,1,0.45426,0.56,[11 24] ; [14 21],[12.5 22.5] ; [12.5 22.5],0
b1,1,0.465209,0.533333,[21 15] ; [24 12],[22.5 13.5] ; [22.5 13.5],0
n3,1,0.504985,0.444444,[10  8] ; [ 8 10],[9. 9.] ; [9. 9.],0
s4,1,0.527089,0.4,[ 7 29] ; [ 5 31],[ 6. 30.] ; [ 6. 30.],0
n5,1,0.598725,0.276923,[25 11] ; [27  9],[26. 10.] ; [26. 10.],0
s3,1,0.620793,0.244755,[12 23] ; [14 21],[13. 22.] ; [13. 22.],0
a6,1,0.623627,0.240803,[12 24] ; [14 22],[13. 23.] ; [13. 23.],0
p10,1,0.632446,0.228758,[16 19] ; [18 17],[17. 18.] ; [17. 18.],0
s1,1,0.642934,0.214925,[ 3 33] ; [ 2 34],[ 2.5 33.5] ; [ 2.5 33.5],0
p7,1,0.663457,0.189351,[13 23] ; [14 20],[13.88571429 22.11428571] ; [13.11428571 20.88571429],0
p2,1,0.671158,0.180251,[20 16] ; [20 13],[20.86956522 15.13043478] ; [19.13043478 13.86956522],0
a1,1,0.69078,0.158242,[ 4 32] ; [ 3 33],[ 3.5 32.5] ; [ 3.5 32.5],0
b4,1,0.813025,0.055944,[19 17] ; [20 16],[19.5 16.5] ; [19.5 16.5],0
n2,1,0.858424,0.03182,[10  8] ; [10  9],[9.72972973 8.27027027] ; [10.27027027  8.72972973],0
p9,1,0.893956,0.017769,[19 15] ; [19 16],[18.72463768 15.27536232] ; [19.27536232 15.72463768],0
p8,1,0.944855,0.004784,[ 9 27] ; [ 9 26],[ 9.12676056 26.87323944] ; [ 8.87323944 26.12676056],0
p12,1,0.983878,0.000408,[ 1 35] ; [ 1 34],[ 1.01408451 34.98591549] ; [ 0.98591549 34.01408451],0
b2,1,1.0,0.0,[ 9 16] ; [ 9 16],[ 9. 16.] ; [ 9. 16.],0
b5,1,1.0,0.0,[18 18] ; [18 18],[18. 18.] ; [18. 18.],0
b3,1,1.0,0.0,[ 9 16] ; [ 9 16],[ 9. 16.] ; [ 9. 16.],0
