Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000672,11.56569,[ 9 26] ; [11  3],[14.28571429 20.71428571] ; [5.71428571 8.28571429],1
s7,1,0.008632,6.897523,[ 5 30] ; [7 7],[ 8.57142857 26.42857143] ; [ 3.42857143 10.57142857],0
s3,1,0.010587,6.533333,[11 24] ; [10  4],[15. 20.] ; [6. 8.],0
p9,1,0.080746,3.049828,[18 17] ; [11  3],[20.71428571 14.28571429] ; [8.28571429 5.71428571],0
r4,1,0.081775,3.029275,[25 11] ; [13  1],[27.36  8.64] ; [10.64  3.36],0
s2,1,0.101488,2.682008,[ 9 26] ; [7 7],[11.42857143 23.57142857] ; [4.57142857 9.42857143],0
a6,1,0.123074,2.377757,[17 19] ; [10  4],[19.44 16.56] ; [7.56 6.44],0
p10,1,0.123512,2.372216,[16 18] ; [10  4],[18.41666667 15.58333333] ; [7.58333333 6.41666667],0
a2,1,0.123934,2.366881,[ 1 35] ; [ 2 12],[ 2.16 33.84] ; [ 0.84 13.16],0
v3,1,0.133953,2.246086,[ 9 25] ; [ 1 13],[ 7.08333333 26.91666667] ; [ 2.91666667 11.08333333],0
s4,1,0.21271,1.552889,[ 8 28] ; [ 1 13],[ 6.48 29.52] ; [ 2.52 11.48],0
a3,1,0.242997,1.363121,[14 22] ; [8 6],[15.84 20.16] ; [6.16 7.84],0
a5,1,0.242997,1.363121,[14 22] ; [8 6],[15.84 20.16] ; [6.16 7.84],0
n1,1,0.260531,1.265934,[ 3 11] ; [2 2],[ 3.88888889 10.11111111] ; [1.11111111 2.88888889],0
d3,1,0.289291,1.122917,[13 22] ; [ 3 11],[11.42857143 23.57142857] ; [4.57142857 9.42857143],0
p2,1,0.293477,1.103604,[25 10] ; [12  2],[26.42857143  8.57142857] ; [10.57142857  3.42857143],0
r1,1,0.303626,1.058201,[20 16] ; [10  4],[21.6 14.4] ; [8.4 5.6],0
a4,1,0.34515,0.891209,[ 4 32] ; [ 3 11],[ 5.04 30.96] ; [ 1.96 12.04],0
u3,1,0.356981,0.848485,[10 12] ; [4 2],[11. 11.] ; [3. 3.],0
p8,1,0.362806,0.828157,[18 18] ; [5 9],[16.56 19.44] ; [6.44 7.56],0
n4,1,0.409667,0.679767,[11 25] ; [6 8],[12.24 23.76] ; [4.76 9.24],0
p6,1,0.411548,0.674326,[ 9 27] ; [ 2 12],[ 7.92 28.08] ; [ 3.08 10.92],0
d5,1,0.447699,0.576471,[11 24] ; [6 8],[12.14285714 22.85714286] ; [4.85714286 9.14285714],0
n6,1,0.494963,0.465719,[22 14] ; [10  4],[23.04 12.96] ; [8.96 5.04],0
a8,1,0.514034,0.425846,[ 3 31] ; [ 2 11],[ 3.61702128 30.38297872] ; [ 1.38297872 11.61702128],0
a7,1,0.522817,0.408333,[19 16] ; [9 5],[20. 15.] ; [8. 6.],0
s5,1,0.539339,0.376766,[ 5 30] ; [ 1 12],[ 4.375 30.625] ; [ 1.625 11.375],0
b1,1,0.5744,0.315375,[16 20] ; [5 9],[15.12 20.88] ; [5.88 8.12],0
p3,1,0.582417,0.302343,[10 26] ; [5 9],[10.8 25.2] ; [4.2 9.8],0
v1,1,0.602348,0.271469,[11 25] ; [5 8],[11.75510204 24.24489796] ; [4.24489796 8.75510204],0
p11,1,0.61333,0.255355,[23 13] ; [10  4],[23.76 12.24] ; [9.24 4.76],0
p7,1,0.649739,0.206229,[20 15] ; [7 7],[19.28571429 15.71428571] ; [7.71428571 6.28571429],0
b4,1,0.649886,0.206044,[18 18] ; [8 6],[18.72 17.28] ; [7.28 6.72],0
u2,1,0.689995,0.159091,[ 9 13] ; [3 3],[ 9.42857143 12.57142857] ; [2.57142857 3.42857143],0
r2,1,0.756438,0.0962,[32  4] ; [12  2],[31.68  4.32] ; [12.32  1.68],0
b5,1,0.835502,0.043119,[22 14] ; [9 5],[22.32 13.68] ; [8.68 5.32],0
d2,1,0.836637,0.042517,[ 6 30] ; [ 2 12],[ 5.76 30.24] ; [ 2.24 11.76],0
b2,1,0.842103,0.039683,[ 4 17] ; [2 7],[ 4.2 16.8] ; [1.8 7.2],0
b3,1,0.842103,0.039683,[ 4 17] ; [2 7],[ 4.2 16.8] ; [1.8 7.2],0
v2,1,0.924389,0.009007,[12 23] ; [5 9],[12.14285714 22.85714286] ; [4.85714286 9.14285714],0
p4,1,0.938958,0.005864,[15 21] ; [6 8],[15.12 20.88] ; [5.88 8.12],0
p1,1,1.0,0.0,[ 5 30] ; [ 2 12],[ 5. 30.] ; [ 2. 12.],0
