Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000839,11.152081,[ 8 48] ; [7 5],[12.35294118 43.64705882] ; [2.64705882 9.35294118],1
u3,1,0.000989,10.848417,[ 1 23] ; [3 2],[ 3.31034483 20.68965517] ; [0.68965517 4.31034483],1
p6,1,0.001197,10.494898,[ 6 50] ; [6 6],[ 9.88235294 46.11764706] ; [2.11764706 9.88235294],0
n6,1,0.00214,9.425521,[24 32] ; [11  1],[28.82352941 27.17647059] ; [6.17647059 5.82352941],0
p10,1,0.003239,8.667932,[19 37] ; [9 2],[23.40298507 32.59701493] ; [4.59701493 6.40298507],0
p11,1,0.003253,8.659682,[21 36] ; [10  2],[25.60869565 31.39130435] ; [5.39130435 6.60869565],0
s6,1,0.006664,7.361451,[15 42] ; [7 3],[18.71641791 38.28358209] ; [3.28358209 6.71641791],0
p8,1,0.010103,6.616712,[ 9 47] ; [6 6],[12.35294118 43.64705882] ; [2.64705882 9.35294118],0
p7,1,0.013686,6.078263,[13 44] ; [7 5],[16.52173913 40.47826087] ; [3.47826087 8.52173913],0
p9,1,0.015383,5.872059,[23 32] ; [9 2],[26.66666667 28.33333333] ; [5.33333333 5.66666667],0
n5,1,0.016169,5.784426,[31 26] ; [11  1],[34.69565217 22.30434783] ; [7.30434783 4.69565217],0
a8,1,0.031601,4.62,[ 6 49] ; [4 7],[ 8.33333333 46.66666667] ; [1.66666667 9.33333333],0
p2,1,0.057121,3.619056,[21 36] ; [8 4],[23.95652174 33.04347826] ; [5.04347826 6.95652174],0
s3,1,0.06453,3.416953,[19 37] ; [7 4],[21.73134328 34.26865672] ; [4.26865672 6.73134328],0
u2,1,0.074653,3.177629,[ 5 19] ; [3 2],[ 6.62068966 17.37931034] ; [1.37931034 3.62068966],0
p4,1,0.077504,3.116488,[14 43] ; [6 6],[16.52173913 40.47826087] ; [3.47826087 8.52173913],0
r4,1,0.077504,3.116488,[14 43] ; [6 6],[16.52173913 40.47826087] ; [3.47826087 8.52173913],0
a2,1,0.110508,2.546942,[ 5 52] ; [3 9],[ 6.60869565 50.39130435] ; [ 1.39130435 10.60869565],0
v2,1,0.114403,2.492325,[19 37] ; [7 5],[21.41176471 34.58823529] ; [4.58823529 7.41176471],0
n4,1,0.147144,2.101608,[35 22] ; [10  2],[37.17391304 19.82608696] ; [7.82608696 4.17391304],0
a6,1,0.150571,2.066454,[25 32] ; [8 4],[27.26086957 29.73913043] ; [5.73913043 6.26086957],0
p12,1,0.187325,1.738534,[ 1 56] ; [ 1 10],[ 1.67647059 55.32352941] ; [ 0.32352941 10.67647059],0
a4,1,0.191828,1.70352,[17 39] ; [6 6],[18.94117647 37.05882353] ; [4.05882353 7.94117647],0
p3,1,0.227953,1.453587,[14 43] ; [5 7],[15.69565217 41.30434783] ; [3.30434783 8.69565217],0
s7,1,0.247405,1.337896,[12 41] ; [4 6],[13.46031746 39.53968254] ; [2.53968254 7.46031746],0
d5,1,0.269806,1.217732,[33 24] ; [9 3],[34.69565217 22.30434783] ; [7.30434783 4.69565217],0
b2,1,0.307213,1.042621,[15 22] ; [2 7],[13.67391304 23.32608696] ; [3.32608696 5.67391304],0
b3,1,0.307213,1.042621,[15 22] ; [2 7],[13.67391304 23.32608696] ; [3.32608696 5.67391304],0
