Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,37.109105,[33 42] ; [186  45],[53.67647059 21.32352941] ; [165.32352941  65.67647059],1
p10,1,0.0,26.556251,[34 42] ; [175  54],[52.07868852 23.92131148] ; [156.92131148  72.07868852],1
v4,1,1e-06,24.393532,[54 23] ; [213  18],[66.75 10.25] ; [200.25  30.75],1
p11,1,2e-06,22.700501,[38 40] ; [180  53],[54.67524116 23.32475884] ; [163.32475884  69.67524116],1
r3,1,1e-05,19.44528,[55 22] ; [211  20],[66.5 10.5] ; [199.5  31.5],1
p7,1,1.9e-05,18.268797,[25 50] ; [140  87],[40.97682119 34.02317881] ; [124.02317881 102.97682119],1
p4,1,0.000141,14.489169,[20 57] ; [118 114],[34.38834951 42.61165049] ; [103.61165049 128.38834951],1
p8,1,0.000272,13.255364,[18 59] ; [108 122],[31.60260586 45.39739414] ; [ 94.39739414 135.60260586],1
r4,1,0.000279,13.209255,[47 31] ; [188  45],[58.93890675 19.06109325] ; [176.06109325  56.93890675],1
n6,1,0.000743,11.378728,[44 33] ; [178  53],[55.5 21.5] ; [166.5  64.5],1
d5,1,0.000826,11.181883,[28 50] ; [134  98],[40.76129032 37.23870968] ; [121.23870968 110.76129032],1
r2,1,0.001701,9.84755,[57 20] ; [205  26],[65.5 11.5] ; [196.5  34.5],0
s7,1,0.001715,9.83158,[12 61] ; [ 80 142],[22.76610169 50.23389831] ; [ 69.23389831 152.76610169],0
a1,1,0.001949,9.597215,[ 8 70] ; [  5 228],[ 3.26045016 74.73954984] ; [  9.73954984 223.26045016],0
d3,1,0.001954,9.592126,[19 59] ; [102 129],[30.54368932 47.45631068] ; [ 90.45631068 140.54368932],0
s1,1,0.002011,9.539405,[ 8 69] ; [  5 224],[ 3.27124183 73.72875817] ; [  9.72875817 219.27124183],0
a7,1,0.002814,8.92433,[37 40] ; [155  76],[48. 29.] ; [144.  87.],0
s6,1,0.011769,6.345393,[28 50] ; [121 110],[37.61165049 40.38834951] ; [111.38834951 119.61165049],0
d2,1,0.012541,6.232707,[18 60] ; [ 27 206],[11.28617363 66.71382637] ; [ 33.71382637 199.28617363],0
p3,1,0.013904,6.050288,[20 58] ; [ 96 137],[29.09324759 48.90675241] ; [ 86.90675241 146.09324759],0
a6,1,0.015403,5.869826,[36 42] ; [144  89],[45.14469453 32.85530547] ; [134.85530547  98.14469453],0
