Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,75.37681,[ 41 196] ; [156 132],[ 88.93142857 148.06857143] ; [108.06857143 179.93142857],1
v1,1,0.0,27.506762,[ 83 156] ; [166 122],[112.92409867 126.07590133] ; [136.07590133 151.92409867],1
r1,1,7e-06,20.289642,[170  74] ; [252  42],[191.39033457  52.60966543] ; [230.60966543  63.39033457],1
d1,1,1.6e-05,18.595427,[109 137] ; [186 110],[133.89298893 112.10701107] ; [161.10701107 134.89298893],1
a5,1,0.000173,14.098719,[155  91] ; [230  66],[174.74169742  71.25830258] ; [210.25830258  85.74169742],1
s1,1,0.001043,10.748987,[ 15 228] ; [  3 288],[  8.19101124 234.80898876] ; [  9.80898876 281.19101124],0
d4,1,0.001101,10.648963,[182  63] ; [253  43],[196.99630314  48.00369686] ; [238.00369686  57.99630314],0
a3,1,0.002096,9.463694,[151  94] ; [219  77],[167.56007394  77.43992606] ; [202.43992606  93.56007394],0
p10,1,0.002998,8.808411,[171  71] ; [239  54],[185.45794393  56.54205607] ; [224.54205607  68.45794393],0
d5,1,0.003314,8.625986,[181  64] ; [249  47],[194.73197782  50.26802218] ; [235.26802218  60.73197782],0
p7,1,0.003405,8.576844,[105 135] ; [165 127],[121.80451128 118.19548872] ; [148.19548872 143.80451128],0
d3,1,0.004142,8.220462,[145 100] ; [210  86],[160.76709797  84.23290203] ; [194.23290203 101.76709797],0
p11,1,0.004834,7.940599,[176  70] ; [242  54],[189.7195572  56.2804428] ; [228.2804428  67.7195572],0
p9,1,0.013038,6.163901,[181  61] ; [243  48],[192.51031895  49.48968105] ; [231.48968105  59.51031895],0
p3,1,0.016385,5.761114,[ 82 163] ; [129 167],[ 95.55452865 149.44547135] ; [115.44547135 180.55452865],0
b5,1,0.025156,5.013147,[162  84] ; [167 129],[149.32472325  96.67527675] ; [179.67527675 116.32472325],0
p8,1,0.028112,4.821208,[ 89 156] ; [133 158],[101.4738806 143.5261194] ; [120.5261194 170.4738806],0
s5,1,0.032787,4.556874,[ 56 184] ; [ 91 196],[ 66.94497154 173.05502846] ; [ 80.05502846 206.94497154],0
d2,1,0.054993,3.682284,[101 143] ; [147 149],[112.05925926 131.94074074] ; [135.94074074 160.05925926],0
r2,1,0.05714,3.618522,[222  23] ; [276  15],[227.63059701  17.36940299] ; [270.36940299  20.63059701],0
s8,1,0.067406,3.345091,[ 80 166] ; [118 176],[ 90.2 155.8] ; [107.8 186.2],0
b1,1,0.075422,3.160902,[ 97 149] ; [ 95 201],[ 87.14391144 158.85608856] ; [104.85608856 191.14391144],0
s7,1,0.090078,2.872985,[ 87 146] ; [127 157],[ 96.44487427 136.55512573] ; [117.55512573 166.44487427],0
n4,1,0.125551,2.346667,[167  78] ; [218  76],[175.  70.] ; [210.  84.],0
s4,1,0.130939,2.281334,[ 45 200] ; [ 40 254],[ 38.63636364 206.36363636] ; [ 46.36363636 247.63636364],0
a4,1,0.152518,2.046888,[ 91 155] ; [127 168],[ 99.12754159 146.87245841] ; [118.87245841 176.12754159],0
n2,1,0.153143,2.040662,[48 20] ; [52 12],[51.51515152 16.48484848] ; [48.48484848 15.51515152],0
u2,1,0.1533,2.039104,[53 41] ; [34 41],[48.39053254 45.60946746] ; [38.60946746 36.39053254],0
p4,1,0.159936,1.974827,[108 136] ; [148 146],[116.10408922 127.89591078] ; [139.89591078 154.10408922],0
p2,1,0.169933,1.883535,[185  60] ; [238  58],[191.56192237  53.43807763] ; [231.43807763  64.56192237],0
a1,1,0.178858,1.80709,[  5 241] ; [ 12 284],[  7.71586716 238.28413284] ; [  9.28413284 286.71586716],0
a7,1,0.208808,1.57967,[170  76] ; [219  77],[176.55719557  69.44280443] ; [212.44280443  83.55719557],0
a2,1,0.224179,1.477417,[ 46 200] ; [ 68 228],[ 51.74169742 194.25830258] ; [ 62.25830258 233.74169742],0
n3,1,0.252576,1.308998,[46 20] ; [51 14],[48.87022901 17.12977099] ; [48.12977099 16.87022901],0
s6,1,0.252647,1.308609,[143 101] ; [184 106],[149.41573034  94.58426966] ; [177.58426966 112.41573034],0
p12,1,0.259581,1.270989,[  9 235] ; [ 17 277],[ 11.79182156 232.20817844] ; [ 14.20817844 279.79182156],0
u3,1,0.303951,1.056777,[55 39] ; [39 38],[51.67251462 42.32748538] ; [42.32748538 34.67251462],0
n1,1,0.315279,1.00843,[24 42] ; [18 46],[21.32307692 44.67692308] ; [20.67692308 43.32307692],0
b3,1,0.35586,0.852452,[ 40 102] ; [ 59 120],[43.79439252 98.20560748] ; [ 55.20560748 123.79439252],0
b2,1,0.35586,0.852452,[ 40 102] ; [ 59 120],[43.79439252 98.20560748] ; [ 55.20560748 123.79439252],0
n6,1,0.371537,0.798519,[196  49] ; [244  50],[200.  45.] ; [240.  54.],0
a6,1,0.372647,0.794817,[160  85] ; [204  92],[164.84288355  80.15711645] ; [199.15711645  96.84288355],0
u1,1,0.379066,0.773727,[ 34 212] ; [ 49 247],[ 37.67158672 208.32841328] ; [ 45.32841328 250.67158672],0
s2,1,0.467777,0.527223,[106 137] ; [137 156],[110.16604478 132.83395522] ; [132.83395522 160.16604478],0
n5,1,0.484736,0.488191,[166  79] ; [206  86],[169.72067039  75.27932961] ; [202.27932961  89.72067039],0
b4,1,0.553879,0.350414,[145 101] ; [167 129],[141.60885609 104.39114391] ; [170.39114391 125.60885609],0
r4,1,0.560579,0.338703,[219  27] ; [268  28],[221.03690037  24.96309963] ; [265.96309963  30.03690037],0
u4,1,0.651675,0.203795,[  3 243] ; [  5 291],[  3.63099631 242.36900369] ; [  4.36900369 291.63099631],0
p1,1,0.742632,0.107827,[ 13 230] ; [ 14 282],[ 12.17254174 230.82745826] ; [ 14.82745826 281.17254174],0
