Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,35.877783,[ 18 151] ; [24 25],[ 32.55963303 136.44036697] ; [ 9.44036697 39.55963303],1
p6,1,2e-06,22.628904,[ 35 132] ; [27 21],[ 48.15813953 118.84186047] ; [13.84186047 34.15813953],1
s2,1,4.8e-05,16.518129,[ 24 144] ; [20 29],[ 34.06451613 133.93548387] ; [ 9.93548387 39.06451613],1
p3,1,0.000901,11.020408,[ 60 108] ; [30 18],[70. 98.] ; [20. 28.],1
p7,1,0.00105,10.73738,[77 90] ; [35 13],[86.99534884 80.00465116] ; [25.00465116 22.99534884],0
p4,1,0.003173,8.704987,[70 99] ; [32 17],[79.0733945 89.9266055] ; [22.9266055 26.0733945],0
u1,1,0.01329,6.130048,[ 18 151] ; [12 37],[ 23.25688073 145.74311927] ; [ 6.74311927 42.25688073],0
s3,1,0.014041,6.032997,[ 36 132] ; [19 30],[ 42.58064516 125.41935484] ; [12.41935484 36.58064516],0
p5,1,0.017827,5.613063,[  6 161] ; [ 6 42],[  9.32093023 157.67906977] ; [ 2.67906977 45.32093023],0
v3,1,0.021168,5.312913,[ 48 114] ; [22 24],[ 54.51923077 107.48076923] ; [15.48076923 30.51923077],0
a8,1,0.036812,4.359103,[ 16 141] ; [ 9 31],[ 19.92385787 137.07614213] ; [ 5.07614213 34.92385787],0
v4,1,0.039886,4.222708,[148  20] ; [48  1],[151.74193548  16.25806452] ; [44.25806452  4.74193548],0
n2,1,0.044552,4.035507,[24 19] ; [9 1],[26.77358491 16.22641509] ; [6.22641509 3.77358491],0
p8,1,0.064414,3.419928,[70 96] ; [28 21],[75.66511628 90.33488372] ; [22.33488372 26.66511628],0
p2,1,0.071288,3.253103,[123  45] ; [42  7],[127.74193548  40.25806452] ; [37.25806452 11.74193548],0
r2,1,0.080371,3.057393,[151  17] ; [46  1],[153.93488372  14.06511628] ; [43.06511628  3.93488372],0
n1,1,0.086462,2.939045,[13 29] ; [6 4],[15.34615385 26.65384615] ; [3.65384615 6.34615385],0
n4,1,0.087749,2.915194,[113  56] ; [39 10],[117.83486239  51.16513761] ; [34.16513761 14.83486239],0
s5,1,0.106885,2.599691,[ 15 151] ; [ 8 38],[ 18.00943396 147.99056604] ; [ 4.99056604 41.00943396],0
p10,1,0.109905,2.55558,[117  50] ; [40  9],[121.38425926  45.61574074] ; [35.61574074 13.38425926],0
n6,1,0.115301,2.480023,[122  46] ; [41  8],[126.19354839  41.80645161] ; [36.80645161 12.19354839],0
u3,1,0.155073,2.021624,[28 31] ; [9 4],[30.31944444 28.68055556] ; [6.68055556 6.31944444],0
v2,1,0.156766,2.005152,[78 85] ; [28 19],[82.27619048 80.72380952] ; [23.72380952 23.27619048],0
p12,1,0.17903,1.805658,[  4 165] ; [ 3 45],[  5.4516129 163.5483871] ; [ 1.5483871 46.4516129],0
b2,1,0.192982,1.694703,[32 61] ; [16 18],[35.1496063 57.8503937] ; [12.8503937 21.1496063],0
b3,1,0.192982,1.694703,[32 61] ; [16 18],[35.1496063 57.8503937] ; [12.8503937 21.1496063],0
b1,1,0.195737,1.673903,[ 69 100] ; [15 34],[ 65.11926606 103.88073394] ; [18.88073394 30.11926606],0
a3,1,0.213745,1.545876,[110  58] ; [36 12],[113.55555556  54.44444444] ; [32.44444444 15.55555556],0
s4,1,0.249329,1.32706,[ 12 157] ; [ 6 43],[ 13.95412844 155.04587156] ; [ 4.04587156 44.95412844],0
d5,1,0.33654,0.923568,[135  34] ; [36 13],[132.56422018  36.43577982] ; [38.43577982 10.56422018],0
n3,1,0.363743,0.824928,[28 15] ; [8 2],[29.20754717 13.79245283] ; [6.79245283 3.20754717],0
a6,1,0.387639,0.746335,[128  41] ; [40  9],[130.23853211  38.76146789] ; [37.76146789 11.23853211],0
a1,1,0.404139,0.695977,[  8 161] ; [ 1 48],[  6.97706422 162.02293578] ; [ 2.02293578 46.97706422],0
d3,1,0.410084,0.678558,[124  44] ; [39 10],[126.19354839  41.80645161] ; [36.80645161 12.19354839],0
v1,1,0.411617,0.674126,[69 99] ; [22 24],[71.43925234 96.56074766] ; [19.56074766 26.43925234],0
p9,1,0.437547,0.602706,[123  44] ; [38 10],[125.05581395  41.94418605] ; [35.94418605 12.05581395],0
