Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.031012,4.652311,[ 2 27] ; [10 26],[ 5.35384615 23.64615385] ; [ 6.64615385 29.35384615],0
s3,1,0.03289,4.551499,[ 6 22] ; [17 19],[10.0625 17.9375] ; [12.9375 23.0625],0
b3,1,0.042021,4.134377,[ 3 16] ; [8 9],[ 5.80555556 13.19444444] ; [ 5.19444444 11.80555556],0
b2,1,0.042021,4.134377,[ 3 16] ; [8 9],[ 5.80555556 13.19444444] ; [ 5.19444444 11.80555556],0
b1,1,0.050591,3.821748,[18 11] ; [14 23],[14.06060606 14.93939394] ; [17.93939394 19.06060606],0
p9,1,0.057936,3.595505,[10 18] ; [22 15],[13.78461538 14.21538462] ; [18.21538462 18.78461538],0
a6,1,0.067561,3.341299,[ 7 22] ; [17 20],[10.54545455 18.45454545] ; [13.45454545 23.54545455],0
p10,1,0.072461,3.226365,[10 18] ; [21 15],[13.5625 14.4375] ; [17.4375 18.5625],0
d1,1,0.125193,2.351121,[ 4 25] ; [11 26],[ 6.59090909 22.40909091] ; [ 8.40909091 28.59090909],0
p11,1,0.192719,1.696706,[11 18] ; [20 17],[13.62121212 15.37878788] ; [17.37878788 19.62121212],0
s2,1,0.198301,1.654841,[ 6 23] ; [13 24],[ 8.34848485 20.65151515] ; [10.65151515 26.34848485],0
a3,1,0.206184,1.59802,[ 7 22] ; [14 22],[ 9.36923077 19.63076923] ; [11.63076923 24.36923077],0
a7,1,0.209166,1.577187,[10 19] ; [18 18],[12.49230769 16.50769231] ; [15.50769231 20.49230769],0
p7,1,0.230827,1.43576,[ 9 20] ; [16 19],[11.328125 17.671875] ; [13.671875 21.328125],0
p6,1,0.245501,1.348727,[ 3 25] ; [ 8 29],[ 4.73846154 23.26153846] ; [ 6.26153846 30.73846154],0
v4,1,0.249325,1.327084,[17 12] ; [26 10],[19.18461538  9.81538462] ; [23.81538462 12.18461538],0
v1,1,0.257471,1.282302,[ 6 23] ; [12 24],[ 8.03076923 20.96923077] ; [ 9.96923077 26.03076923],0
d3,1,0.300175,1.073418,[10 19] ; [17 19],[12.04615385 16.95384615] ; [14.95384615 21.04615385],0
d2,1,0.316231,1.00447,[ 5 24] ; [10 26],[ 6.69230769 22.30769231] ; [ 8.30769231 27.69230769],0
u2,1,0.365216,0.819876,[ 9 13] ; [12 10],[10.5 11.5] ; [10.5 11.5],0
s4,1,0.404326,0.695422,[ 8 21] ; [ 7 30],[ 6.59090909 22.40909091] ; [ 8.40909091 28.59090909],0
p8,1,0.417793,0.656514,[ 7 22] ; [12 24],[ 8.47692308 20.52307692] ; [10.52307692 25.47692308],0
v2,1,0.424878,0.636782,[ 7 21] ; [12 23],[ 8.44444444 19.55555556] ; [10.55555556 24.44444444],0
r3,1,0.447423,0.577172,[15 14] ; [22 14],[16.50769231 12.49230769] ; [20.49230769 15.50769231],0
