Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,54.362264,[ 36 111] ; [99 48],[67.5 79.5] ; [67.5 79.5],1
p6,1,0.0,33.602718,[ 23 120] ; [70 76],[46.01730104 96.98269896] ; [46.98269896 99.01730104],1
p8,1,0.0,28.852446,[ 44 100] ; [90 55],[66.76816609 77.23183391] ; [67.23183391 77.76816609],1
p2,1,0.0,26.854411,[99 48] ; [134  12],[116.89761092  30.10238908] ; [116.10238908  29.89761092],1
p7,1,1e-06,24.389394,[63 81] ; [105  40],[83.70934256 60.29065744] ; [84.29065744 60.70934256],1
p10,1,0.00014,14.502936,[93 51] ; [122  23],[107.12802768  36.87197232] ; [107.87197232  37.12802768],1
p5,1,0.000263,13.315093,[  7 139] ; [ 27 119],[ 17. 129.] ; [ 17. 129.],1
p9,1,0.000676,11.555415,[98 44] ; [126  21],[110.06228374  31.93771626] ; [113.93771626  33.06228374],1
r3,1,0.000765,11.324973,[122  23] ; [141   6],[130.59931507  14.40068493] ; [132.40068493  14.59931507],1
n6,1,0.00118,10.520939,[108  37] ; [131  16],[118.68150685  26.31849315] ; [120.31849315  26.68150685],0
r4,1,0.005202,7.807869,[113  34] ; [131  16],[122.  25.] ; [122.  25.],0
s6,1,0.007557,7.135568,[80 65] ; [100  42],[90.94076655 54.05923345] ; [89.05923345 52.94076655],0
s7,1,0.009291,6.766029,[51 87] ; [72 65],[61.72363636 76.27636364] ; [61.27636364 75.72363636],0
p11,1,0.009623,6.703341,[102  45] ; [121  26],[111.5  35.5] ; [111.5  35.5],0
v4,1,0.010358,6.572319,[124  21] ; [138   8],[130.54982818  14.45017182] ; [131.45017182  14.54982818],0
s8,1,0.021841,5.258406,[ 41 105] ; [60 87],[50.32764505 95.67235495] ; [50.67235495 96.32764505],0
n5,1,0.032236,4.585897,[113  33] ; [127  19],[120.  26.] ; [120.  26.],0
v1,1,0.044285,4.04568,[62 80] ; [80 64],[70.5034965 71.4965035] ; [71.4965035 72.5034965],0
d5,1,0.059346,3.555556,[76 71] ; [92 55],[84. 63.] ; [84. 63.],0
v2,1,0.077711,3.112133,[57 78] ; [76 68],[64.35483871 70.64516129] ; [68.64516129 75.35483871],0
s5,1,0.09902,2.721252,[ 33 107] ; [46 96],[ 39.21985816 100.78014184] ; [ 39.78014184 102.21985816],0
v3,1,0.140336,2.174275,[44 99] ; [57 89],[49.97577855 93.02422145] ; [51.02422145 94.97577855],0
p1,1,0.162828,1.947765,[ 10 135] ; [ 17 129],[ 13.45360825 131.54639175] ; [ 13.54639175 132.45360825],0
d3,1,0.184108,1.764146,[49 98] ; [60 87],[54.5 92.5] ; [54.5 92.5],0
s2,1,0.190212,1.715976,[55 90] ; [66 79],[60.5 84.5] ; [60.5 84.5],0
