Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,58.060515,[130  25] ; [14 37],[108.34951456  46.65048544] ; [35.65048544 15.34951456],1
s6,1,0.000144,14.449747,[141  11] ; [37 14],[133.28078818  18.71921182] ; [44.71921182  6.28078818],1
s7,1,0.002127,9.436216,[116  32] ; [28 22],[107.63636364  40.36363636] ; [36.36363636 13.63636364],0
r2,1,0.003582,8.484614,[147   3] ; [45  6],[143.28358209   6.71641791] ; [48.71641791  2.28358209],0
s4,1,0.076355,3.140821,[ 44 110] ; [ 8 42],[ 39.25490196 114.74509804] ; [12.74509804 37.25490196],0
v4,1,0.148533,2.087255,[151   3] ; [48  3],[149.49268293   4.50731707] ; [49.50731707  1.49268293],0
a3,1,0.172706,1.859295,[121  34] ; [35 16],[117.37864078  37.62135922] ; [38.62135922 12.37864078],0
n3,1,0.234909,1.410886,[29  9] ; [9 6],[27.24528302 10.75471698] ; [10.75471698  4.24528302],0
d4,1,0.249284,1.327314,[127  28] ; [38 13],[124.15048544  30.84951456] ; [40.84951456 10.15048544],0
b3,1,0.262418,1.255957,[42 66] ; [16 16],[44.74285714 63.25714286] ; [13.25714286 18.74285714],0
b2,1,0.262418,1.255957,[42 66] ; [16 16],[44.74285714 63.25714286] ; [13.25714286 18.74285714],0
r4,1,0.264027,1.247519,[142  13] ; [44  7],[139.95145631  15.04854369] ; [46.04854369  4.95145631],0
a2,1,0.285553,1.140472,[ 42 113] ; [10 41],[ 39.12621359 115.87378641] ; [12.87378641 38.12621359],0
p8,1,0.289313,1.122814,[83 70] ; [32 19],[86.25 66.75] ; [28.75 22.25],0
u1,1,0.311376,1.024831,[ 32 123] ; [14 37],[ 34.61165049 120.38834951] ; [11.38834951 39.61165049],0
a6,1,0.323202,0.975945,[103  52] ; [30 21],[100.07281553  54.92718447] ; [32.92718447 18.07281553],0
p7,1,0.324288,0.971573,[100  49] ; [38 13],[102.81  46.19] ; [35.19 15.81],0
n2,1,0.328302,0.955583,[28 10] ; [9 6],[26.52830189 11.47169811] ; [10.47169811  4.52830189],0
d1,1,0.330151,0.948304,[97 58] ; [28 23],[94.05339806 60.94660194] ; [30.94660194 20.05339806],0
r3,1,0.332072,0.940801,[147   8] ; [50  1],[148.22815534   6.77184466] ; [48.77184466  2.22815534],0
n5,1,0.347349,0.883117,[118  36] ; [35 15],[115.5  38.5] ; [37.5 12.5],0
n6,1,0.364073,0.823796,[132  22] ; [41 10],[129.96097561  24.03902439] ; [43.03902439  7.96097561],0
p5,1,0.370978,0.800384,[ 19 134] ; [ 4 47],[ 17.25 135.75] ; [ 5.75 45.25],0
p12,1,0.386206,0.750853,[ 15 137] ; [ 3 48],[ 13.47783251 138.52216749] ; [ 4.52216749 46.47783251],0
p11,1,0.402943,0.699526,[119  36] ; [42  9],[121.1407767  33.8592233] ; [39.8592233 11.1407767],0
s1,1,0.404849,0.693878,[  7 146] ; [ 1 50],[  6. 147.] ; [ 2. 49.],0
p4,1,0.410701,0.676771,[99 55] ; [36 15],[101.41463415  52.58536585] ; [33.58536585 17.41463415],0
b4,1,0.457749,0.551392,[85 70] ; [31 20],[87.2815534 67.7184466] ; [28.7184466 22.2815534],0
p1,1,0.471427,0.51863,[ 14 140] ; [ 3 48],[ 12.77073171 141.22926829] ; [ 4.22926829 46.77073171],0
v1,1,0.49206,0.472018,[72 74] ; [28 23],[74.11167513 71.88832487] ; [25.88832487 25.11167513],0
u2,1,0.499954,0.455033,[20 14] ; [11  5],[21.08 12.92] ; [9.92 6.08],0
n4,1,0.507746,0.43871,[118  35] ; [37 14],[116.25  36.75] ; [38.75 12.25],0
n1,1,0.570866,0.321236,[18 19] ; [6 9],[17.07692308 19.92307692] ; [6.92307692 8.07692308],0
p6,1,0.570988,0.321033,[71 82] ; [26 25],[72.75 80.25] ; [24.25 26.75],0
u3,1,0.596628,0.280112,[23 11] ; [12  4],[23.8 10.2] ; [11.2  4.8],0
a4,1,0.619135,0.247085,[70 85] ; [21 30],[68.47087379 86.52912621] ; [22.52912621 28.47087379],0
d2,1,0.63255,0.228618,[88 67] ; [27 24],[86.52912621 68.47087379] ; [28.47087379 22.52912621],0
p9,1,0.679425,0.170773,[139  15] ; [45  6],[138.22439024  15.77560976] ; [45.77560976  5.22439024],0
p3,1,0.683294,0.166442,[80 75] ; [28 23],[81.26213592 73.73786408] ; [26.73786408 24.26213592],0
a8,1,0.726736,0.122129,[ 26 120] ; [ 7 38],[ 25.22513089 120.77486911] ; [ 7.77486911 37.22513089],0
p2,1,0.728294,0.120684,[130  24] ; [42  9],[129.2097561  24.7902439] ; [42.7902439  8.2097561],0
b1,1,0.732177,0.117122,[65 90] ; [20 31],[63.95631068 91.04368932] ; [21.04368932 29.95631068],0
d3,1,0.754344,0.097917,[101  54] ; [32 19],[100.07281553  54.92718447] ; [32.92718447 18.07281553],0
a7,1,0.828462,0.046948,[110  45] ; [37 14],[110.60679612  44.39320388] ; [36.39320388 14.60679612],0
r1,1,0.8355,0.04312,[125  28] ; [41 10],[124.5  28.5] ; [41.5  9.5],0
s5,1,0.836587,0.042544,[60 84] ; [20 30],[59.3814433 84.6185567] ; [20.6185567 29.3814433],0
v2,1,0.848803,0.036346,[62 87] ; [22 29],[62.58 86.42] ; [21.42 29.58],0
d5,1,0.887064,0.02017,[126  29] ; [41 10],[125.65533981  29.34466019] ; [41.34466019  9.65533981],0
p10,1,0.917733,0.010669,[132  20] ; [44  7],[131.78325123  20.21674877] ; [44.21674877  6.78325123],0
a5,1,0.964515,0.001979,[119  36] ; [39 12],[118.88349515  36.11650485] ; [39.11650485 11.88349515],0
b5,1,0.983201,0.000443,[97 58] ; [32 19],[97.0631068 57.9368932] ; [31.9368932 19.0631068],0
