Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,1e-06,23.362849,[27 22] ; [ 6 49],[15.54807692 33.45192308] ; [17.45192308 37.54807692],1
v1,1,0.000694,11.506539,[29 19] ; [15 40],[20.50485437 27.49514563] ; [23.49514563 31.50485437],1
r1,1,0.03391,4.499227,[37 12] ; [30 24],[31.87378641 17.12621359] ; [35.12621359 18.87378641],0
a6,1,0.039156,4.254069,[33 16] ; [26 29],[27.79807692 21.20192308] ; [31.20192308 23.79807692],0
s4,1,0.050688,3.818545,[ 6 43] ; [15 39],[ 9.99029126 39.00970874] ; [11.00970874 42.99029126],0
n4,1,0.106963,2.59853,[38 11] ; [34 20],[34.25242718 14.74757282] ; [37.74757282 16.25242718],0
r2,1,0.110502,2.547025,[45  3] ; [46  9],[42.40776699  5.59223301] ; [48.59223301  6.40776699],0
b3,1,0.111378,2.534564,[10 23] ; [ 5 30],[ 7.27941176 25.72058824] ; [ 7.72058824 27.27941176],0
b2,1,0.111378,2.534564,[10 23] ; [ 5 30],[ 7.27941176 25.72058824] ; [ 7.72058824 27.27941176],0
d3,1,0.121304,2.4004,[19 30] ; [13 40],[15.37254902 33.62745098] ; [16.62745098 36.37254902],0
p10,1,0.125389,2.34868,[39 10] ; [35 18],[35.54901961 13.45098039] ; [38.45098039 14.54901961],0
b4,1,0.128026,2.316278,[26 23] ; [21 34],[22.14423077 26.85576923] ; [24.85576923 30.14423077],0
a7,1,0.148351,2.089128,[34 15] ; [30 24],[30.44660194 18.55339806] ; [33.55339806 20.44660194],0
r3,1,0.163257,1.943796,[46  3] ; [47  8],[43.81730769  5.18269231] ; [49.18269231  5.81730769],0
p2,1,0.180174,1.796188,[39 10] ; [49  6],[41.46153846  7.53846154] ; [46.53846154  8.46153846],0
p6,1,0.18821,1.731574,[25 24] ; [21 34],[21.67307692 27.32692308] ; [24.32692308 30.67307692],0
p9,1,0.201902,1.628566,[39 10] ; [37 17],[36.15533981 12.84466019] ; [39.84466019 14.15533981],0
s5,1,0.20944,1.57529,[16 32] ; [12 42],[13.17647059 34.82352941] ; [14.82352941 39.17647059],0
r4,1,0.227137,1.458701,[42  7] ; [42 13],[39.57692308  9.42307692] ; [44.42307692 10.57692308],0
a3,1,0.242991,1.363156,[27 22] ; [24 31],[24.02884615 24.97115385] ; [26.97115385 28.02884615],0
n5,1,0.246101,1.3453,[38 10] ; [38 17],[35.41747573 12.58252427] ; [40.58252427 14.41747573],0
u3,1,0.290607,1.116805,[11 11] ; [11 20],[ 9.13207547 12.86792453] ; [12.86792453 18.13207547],0
d2,1,0.307373,1.041929,[10 39] ; [16 39],[12.25 36.75] ; [13.75 41.25],0
n2,1,0.311873,1.022727,[10  2] ; [12  6],[8.8 3.2] ; [13.2  4.8],0
s8,1,0.314559,1.011435,[22 27] ; [19 35],[19.50485437 29.49514563] ; [21.49514563 32.50485437],0
p12,1,0.322984,0.976825,[ 4 45] ; [ 2 53],[ 2.82692308 46.17307692] ; [ 3.17307692 51.82692308],0
p11,1,0.331585,0.942698,[38 11] ; [38 17],[35.80769231 13.19230769] ; [40.19230769 14.80769231],0
p8,1,0.368446,0.808897,[32 17] ; [30 23],[29.78431373 19.21568627] ; [32.21568627 20.78431373],0
a2,1,0.390575,0.737151,[ 6 43] ; [ 4 51],[ 4.71153846 44.28846154] ; [ 5.28846154 49.71153846],0
n1,1,0.410727,0.676695,[6 5] ; [ 7 11],[4.93103448 6.06896552] ; [8.06896552 9.93103448],0
p3,1,0.411566,0.674272,[28 21] ; [27 28],[25.91346154 23.08653846] ; [29.08653846 25.91346154],0
a4,1,0.430745,0.620813,[12 37] ; [17 37],[13.7961165 35.2038835] ; [15.2038835 38.7961165],0
d5,1,0.480679,0.497321,[22 27] ; [28 26],[23.78640777 25.21359223] ; [26.21359223 27.78640777],0
s7,1,0.516155,0.421569,[22 23] ; [22 30],[20.41237113 24.58762887] ; [23.58762887 28.41237113],0
u1,1,0.554136,0.34996,[ 3 46] ; [ 2 53],[ 2.35576923 46.64423077] ; [ 2.64423077 52.35576923],0
v4,1,0.591014,0.288763,[45  3] ; [50  5],[44.27184466  3.72815534] ; [50.72815534  4.27184466],0
s1,1,0.593253,0.285292,[ 1 48] ; [ 2 50],[ 1.45544554 47.54455446] ; [ 1.54455446 50.45544554],0
p5,1,0.628018,0.234758,[ 7 42] ; [ 6 48],[ 6.18446602 42.81553398] ; [ 6.81553398 47.18446602],0
s3,1,0.63188,0.229521,[24 25] ; [29 25],[25.21359223 23.78640777] ; [27.78640777 26.21359223],0
a5,1,0.651524,0.203984,[28 21] ; [29 26],[26.85576923 22.14423077] ; [30.14423077 24.85576923],0
p4,1,0.712333,0.135957,[32 17] ; [34 21],[31.09615385 17.90384615] ; [34.90384615 20.09615385],0
d1,1,0.743902,0.106727,[ 2 47] ; [ 3 52],[ 2.35576923 46.64423077] ; [ 2.64423077 52.35576923],0
n6,1,0.760172,0.093181,[38 11] ; [44 11],[38.63461538 10.36538462] ; [43.36538462 11.63461538],0
s2,1,0.783753,0.075312,[20 29] ; [21 34],[19.31730769 29.68269231] ; [21.68269231 33.31730769],0
u2,1,0.833098,0.044407,[10 12] ; [15 16],[10.37735849 11.62264151] ; [14.62264151 16.37735849],0
a8,1,0.886831,0.020254,[ 5 42] ; [ 6 46],[ 5.22222222 41.77777778] ; [ 5.77777778 46.22222222],0
s6,1,0.951828,0.00365,[26 21] ; [29 24],[25.85 21.15] ; [29.15 23.85],0
b5,1,0.954601,0.003241,[27 22] ; [30 25],[26.85576923 22.14423077] ; [30.14423077 24.85576923],0
p1,1,0.969979,0.001416,[ 7 42] ; [ 8 47],[ 7.06730769 41.93269231] ; [ 7.93269231 47.06730769],0
b1,1,0.972832,0.00116,[23 26] ; [26 29],[23.08653846 25.91346154] ; [25.91346154 29.08653846],0
