Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.045124,4.013988,[49 25] ; [13  1],[52.13636364 21.86363636] ; [9.86363636 4.13636364],0
a3,1,0.050401,3.828057,[43 31] ; [12  2],[46.25 27.75] ; [8.75 5.25],0
s7,1,0.05495,3.683617,[40 31] ; [11  2],[43.10714286 27.89285714] ; [7.89285714 5.10714286],0
p3,1,0.097644,2.743607,[35 39] ; [10  4],[37.84090909 36.15909091] ; [7.15909091 6.84090909],0
d3,1,0.117607,2.448901,[47 26] ; [12  2],[49.50574713 23.49425287] ; [9.49425287 4.50574713],0
s3,1,0.124565,2.358963,[48 26] ; [12  2],[50.45454545 23.54545455] ; [9.54545455 4.45454545],0
b1,1,0.147585,2.097039,[27 47] ; [8 6],[29.43181818 44.56818182] ; [5.56818182 8.43181818],0
a1,1,0.182413,1.777858,[ 1 73] ; [ 1 13],[ 1.68181818 72.31818182] ; [ 0.31818182 13.68181818],0
d1,1,0.208084,1.584708,[34 40] ; [9 5],[36.15909091 37.84090909] ; [6.84090909 7.15909091],0
r4,1,0.208268,1.583427,[58 16] ; [13  1],[59.70454545 14.29545455] ; [11.29545455  2.70454545],0
p5,1,0.226727,1.46128,[ 4 70] ; [ 2 12],[ 5.04545455 68.95454545] ; [ 0.95454545 13.04545455],0
p7,1,0.270659,1.213404,[40 32] ; [10  4],[41.86046512 30.13953488] ; [8.13953488 5.86046512],0
n5,1,0.28138,1.160411,[53 21] ; [8 6],[51.29545455 22.70454545] ; [9.70454545 4.29545455],0
s8,1,0.292163,1.109625,[31 43] ; [8 6],[32.79545455 41.20454545] ; [6.20454545 7.79545455],0
v1,1,0.340968,0.906789,[27 47] ; [7 7],[28.59090909 45.40909091] ; [5.40909091 8.59090909],0
n3,1,0.392558,0.731002,[17  9] ; [5 1],[17.875  8.125] ; [4.125 1.875],0
p11,1,0.412963,0.670253,[50 24] ; [11  3],[51.29545455 22.70454545] ; [9.70454545 4.29545455],0
a7,1,0.41573,0.662355,[45 28] ; [7 7],[43.63218391 29.36781609] ; [8.36781609 5.63218391],0
r3,1,0.430833,0.620577,[62 11] ; [13  1],[62.93103448 10.06896552] ; [12.06896552  1.93103448],0
n1,1,0.4829,0.492308,[ 9 17] ; [3 3],[ 9.75 16.25] ; [2.25 3.75],0
n6,1,0.488785,0.4792,[59 15] ; [10  4],[58.02272727 15.97727273] ; [10.97727273  3.02272727],0
s6,1,0.489887,0.476774,[55 16] ; [12  2],[55.96470588 15.03529412] ; [11.03529412  2.96470588],0
a4,1,0.508649,0.436845,[28 46] ; [ 4 10],[26.90909091 47.09090909] ; [5.09090909 8.90909091],0
p1,1,0.587373,0.294466,[ 9 65] ; [ 1 13],[ 8.40909091 65.59090909] ; [ 1.59090909 12.40909091],0
n2,1,0.600991,0.273504,[19  7] ; [5 1],[19.5  6.5] ; [4.5 1.5],0
u3,1,0.60594,0.266129,[21 10] ; [1 1],[20.66666667 10.33333333] ; [1.33333333 0.66666667],0
p2,1,0.634354,0.226202,[62 12] ; [11  3],[61.38636364 12.61363636] ; [11.61363636  2.38636364],0
r1,1,0.634707,0.225731,[48 26] ; [10  4],[48.77272727 25.22727273] ; [9.22727273 4.77272727],0
d5,1,0.64273,0.215189,[53 20] ; [11  3],[53.70114943 19.29885057] ; [10.29885057  3.70114943],0
d2,1,0.666388,0.185856,[31 43] ; [5 9],[30.27272727 43.72727273] ; [5.72727273 8.27272727],0
a6,1,0.666388,0.185856,[43 31] ; [9 5],[43.72727273 30.27272727] ; [8.27272727 5.72727273],0
s2,1,0.679886,0.170254,[48 25] ; [10  4],[48.66666667 24.33333333] ; [9.33333333 4.66666667],0
p8,1,0.690748,0.158277,[38 36] ; [8 6],[38.68181818 35.31818182] ; [7.31818182 6.68181818],0
b2,1,0.710713,0.137566,[10 35] ; [2 5],[10.38461538 34.61538462] ; [1.61538462 5.38461538],0
b3,1,0.710713,0.137566,[10 35] ; [2 5],[10.38461538 34.61538462] ; [1.61538462 5.38461538],0
p6,1,0.735103,0.114477,[30 44] ; [5 9],[29.43181818 44.56818182] ; [5.56818182 8.43181818],0
s5,1,0.763069,0.090874,[31 37] ; [7 7],[31.51219512 36.48780488] ; [6.48780488 7.51219512],0
p4,1,0.797069,0.066122,[45 29] ; [8 6],[44.56818182 29.43181818] ; [8.43181818 5.56818182],0
p10,1,0.821099,0.051136,[55 19] ; [10  4],[54.65909091 19.34090909] ; [10.34090909  3.65909091],0
u1,1,0.825626,0.048538,[ 9 65] ; [ 2 12],[ 9.25 64.75] ; [ 1.75 12.25],0
p9,1,0.842409,0.039526,[55 19] ; [10  3],[55.28735632 18.71264368] ; [9.71264368 3.28735632],0
b4,1,0.852712,0.034469,[39 35] ; [7 7],[38.68181818 35.31818182] ; [7.31818182 6.68181818],0
b5,1,0.871569,0.026136,[44 30] ; [8 6],[43.72727273 30.27272727] ; [8.27272727 5.72727273],0
n4,1,0.880368,0.022651,[46 28] ; [9 5],[46.25 27.75] ; [8.75 5.25],0
a5,1,0.888866,0.019527,[49 25] ; [9 5],[48.77272727 25.22727273] ; [9.22727273 4.77272727],0
v4,1,0.892119,0.018394,[67  6] ; [13  1],[67.12643678  5.87356322] ; [12.87356322  1.12643678],0
a2,1,0.95534,0.003136,[11 63] ; [ 2 12],[10.93181818 63.06818182] ; [ 2.06818182 11.93181818],0
s1,1,0.958084,0.002762,[ 5 69] ; [ 1 13],[ 5.04545455 68.95454545] ; [ 0.95454545 13.04545455],0
