Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,45.566104,[92 11] ; [ 1 11],[83.29565217 19.70434783] ; [9.70434783 2.29565217],1
r1,1,1.6e-05,18.600441,[79 24] ; [ 2 10],[72.54782609 30.45217391] ; [8.45217391 3.54782609],1
r3,1,7.9e-05,15.579688,[95  6] ; [7 5],[91.16814159  9.83185841] ; [10.83185841  1.16814159],1
a5,1,0.001996,9.553095,[72 31] ; [3 9],[67.17391304 35.82608696] ; [7.82608696 4.17391304],0
d1,1,0.002055,9.500113,[57 46] ; [ 1 11],[51.94782609 51.05217391] ; [6.05217391 5.94782609],0
d3,1,0.003186,8.697924,[76 26] ; [4 8],[71.57894737 30.42105263] ; [8.42105263 3.57894737],0
s2,1,0.004297,8.153771,[75 27] ; [4 8],[70.68421053 31.31578947] ; [8.31578947 3.68421053],0
s3,1,0.005251,7.790932,[75 28] ; [4 8],[70.75652174 32.24347826] ; [8.24347826 3.75652174],0
v4,1,0.009935,6.646573,[97  5] ; [9 3],[94.84210526  7.15789474] ; [11.15789474  0.84210526],0
b4,1,0.019939,5.417196,[62 41] ; [3 9],[58.2173913 44.7826087] ; [6.7826087 5.2173913],0
d5,1,0.023399,5.138607,[81 21] ; [6 6],[77.84210526 24.15789474] ; [9.15789474 2.84210526],0
p9,1,0.029679,4.727781,[85 16] ; [7 5],[82.2300885 18.7699115] ; [9.7699115 2.2300885],0
s6,1,0.033137,4.538684,[83 16] ; [7 5],[80.27027027 18.72972973] ; [9.72972973 2.27027027],0
a7,1,0.035042,4.443125,[73 29] ; [5 7],[69.78947368 32.21052632] ; [8.21052632 3.78947368],0
s8,1,0.041398,4.159642,[49 54] ; [ 2 10],[45.67826087 57.32173913] ; [5.32173913 6.67826087],0
a6,1,0.046323,3.969795,[65 38] ; [4 8],[61.8 41.2] ; [7.2 4.8],0
a3,1,0.046323,3.969795,[65 38] ; [4 8],[61.8 41.2] ; [7.2 4.8],0
n6,1,0.047403,3.931028,[85 18] ; [7 5],[82.4 20.6] ; [9.6 2.4],0
n3,1,0.04911,3.871605,[22  5] ; [2 3],[20.25  6.75] ; [3.75 1.25],0
p10,1,0.052435,3.761847,[83 18] ; [7 5],[80.44247788 20.55752212] ; [9.55752212 2.44247788],0
a1,1,0.064833,3.40921,[  1 102] ; [ 1 11],[  1.79130435 101.20869565] ; [ 0.20869565 11.79130435],0
n5,1,0.078719,3.091157,[69 34] ; [11  1],[71.65217391 31.34782609] ; [8.34782609 3.65217391],0
s5,1,0.09551,2.778959,[47 46] ; [3 9],[44.28571429 48.71428571] ; [5.71428571 6.28571429],0
b5,1,0.09729,2.749414,[68 35] ; [5 7],[65.3826087 37.6173913] ; [7.6173913 4.3826087],0
s1,1,0.108324,2.578497,[ 5 97] ; [ 2 10],[ 6.26315789 95.73684211] ; [ 0.73684211 11.26315789],0
b1,1,0.149804,2.074247,[38 65] ; [7 5],[40.30434783 62.69565217] ; [4.69565217 7.30434783],0
d4,1,0.165597,1.92236,[79 24] ; [7 5],[77.02608696 25.97391304] ; [8.97391304 3.02608696],0
d2,1,0.172445,1.861557,[47 56] ; [3 9],[44.7826087 58.2173913] ; [5.2173913 6.7826087],0
p6,1,0.227303,1.457662,[44 58] ; [3 9],[42.05263158 59.94736842] ; [4.94736842 7.05263158],0
u2,1,0.232441,1.42586,[15 23] ; [5 3],[16.52173913 21.47826087] ; [3.47826087 4.52173913],0
a4,1,0.262397,1.256068,[43 60] ; [3 9],[41.2 61.8] ; [4.8 7.2],0
s7,1,0.294572,1.098607,[57 42] ; [5 7],[55.2972973 43.7027027] ; [6.7027027 5.2972973],0
n4,1,0.31794,0.997403,[62 41] ; [9 3],[63.59130435 39.40869565] ; [7.40869565 4.59130435],0
u3,1,0.320086,0.988596,[26 12] ; [4 4],[24.7826087 13.2173913] ; [5.2173913 2.7826087],0
n2,1,0.399075,0.711111,[21  6] ; [3 2],[20.25  6.75] ; [3.75 1.25],0
v1,1,0.453811,0.561115,[46 57] ; [4 8],[44.7826087 58.2173913] ; [5.2173913 6.7826087],0
p8,1,0.478813,0.501566,[48 53] ; [7 5],[49.15929204 51.84070796] ; [5.84070796 6.15929204],0
b2,1,0.573304,0.317186,[10 43] ; [1 8],[ 9.40322581 43.59677419] ; [1.59677419 7.40322581],0
b3,1,0.573304,0.317186,[10 43] ; [1 8],[ 9.40322581 43.59677419] ; [1.59677419 7.40322581],0
p4,1,0.584307,0.299323,[60 43] ; [6 6],[59.11304348 43.88695652] ; [6.88695652 5.11304348],0
p7,1,0.590266,0.28993,[58 41] ; [8 4],[58.86486486 40.13513514] ; [7.13513514 4.86486486],0
v2,1,0.615773,0.251853,[34 65] ; [5 7],[34.78378378 64.21621622] ; [4.21621622 7.78378378],0
p11,1,0.665497,0.186915,[71 32] ; [9 3],[71.65217391 31.34782609] ; [8.34782609 3.65217391],0
n1,1,0.773117,0.083117,[ 9 18] ; [2 3],[ 9.28125 17.71875] ; [1.71875 3.28125],0
p3,1,0.823367,0.049826,[48 55] ; [6 6],[48.36521739 54.63478261] ; [5.63478261 6.36521739],0
p2,1,0.834251,0.043787,[80 23] ; [9 3],[79.71304348 23.28695652] ; [9.28695652 2.71304348],0
p1,1,0.878152,0.023505,[10 93] ; [ 1 11],[ 9.85217391 93.14782609] ; [ 1.14782609 10.85217391],0
