Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000745,11.372253,[ 9 46] ; [23 26],[16.92307692 38.07692308] ; [15.07692308 33.92307692],1
d4,1,0.001021,10.788489,[36 19] ; [46  4],[42.95238095 12.04761905] ; [39.04761905 10.95238095],0
d5,1,0.024378,5.067513,[40 15] ; [45  5],[44.52380952 10.47619048] ; [40.47619048  9.52380952],0
a8,1,0.025988,4.956827,[ 1 52] ; [ 6 38],[ 3.82474227 49.17525773] ; [ 3.17525773 40.82474227],0
b4,1,0.056754,3.629785,[25 30] ; [32 18],[29.85714286 25.14285714] ; [27.14285714 22.85714286],0
v1,1,0.059875,3.540843,[24 31] ; [31 19],[28.80952381 26.19047619] ; [26.19047619 23.80952381],0
d3,1,0.095937,2.77182,[36 19] ; [40 10],[39.80952381 15.19047619] ; [36.19047619 13.80952381],0
a4,1,0.097654,2.743452,[23 32] ; [29 21],[27.23809524 27.76190476] ; [24.76190476 25.23809524],0
d2,1,0.191695,1.704545,[26 29] ; [30 20],[29.33333333 25.66666667] ; [26.66666667 23.33333333],0
a7,1,0.195735,1.673913,[33 22] ; [36 14],[36.14285714 18.85714286] ; [32.85714286 17.14285714],0
p2,1,0.217879,1.518289,[47  8] ; [38 12],[44.52380952 10.47619048] ; [40.47619048  9.52380952],0
d1,1,0.220091,1.503776,[31 24] ; [34 16],[34.04761905 20.95238095] ; [30.95238095 19.04761905],0
p7,1,0.221377,1.495425,[33 22] ; [35 14],[35.96153846 19.03846154] ; [32.03846154 16.96153846],0
r3,1,0.228802,1.448296,[47  7] ; [47  3],[48.80769231  5.19230769] ; [45.19230769  4.80769231],0
p9,1,0.231468,1.431818,[45 10] ; [45  5],[47.14285714  7.85714286] ; [42.85714286  7.14285714],0
n2,1,0.239559,1.383185,[9 5] ; [7 1],[10.18181818  3.81818182] ; [5.81818182 2.18181818],0
n1,1,0.239559,1.383185,[5 9] ; [1 7],[ 3.81818182 10.18181818] ; [2.18181818 5.81818182],0
a1,1,0.263574,1.249887,[ 1 54] ; [ 3 47],[ 2.0952381 52.9047619] ; [ 1.9047619 48.0952381],0
p1,1,0.29627,1.090909,[ 5 50] ; [ 2 48],[ 3.66666667 51.33333333] ; [ 3.33333333 46.66666667],0
