Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u1,1,0.018082,5.588212,[18 53] ; [ 1 25],[13.90721649 57.09278351] ; [ 5.09278351 20.90721649],0
p10,1,0.043479,4.076696,[66  4] ; [21  5],[63.4375  6.5625] ; [23.5625  2.4375],0
d3,1,0.054853,3.686553,[52 18] ; [14 12],[48.125 21.875] ; [17.875  8.125],0
a2,1,0.074042,3.191055,[17 54] ; [ 2 24],[13.90721649 57.09278351] ; [ 5.09278351 20.90721649],0
p1,1,0.076204,3.144059,[24 47] ; [ 4 22],[20.49484536 50.50515464] ; [ 7.50515464 18.49484536],0
u4,1,0.085297,2.96097,[ 2 69] ; [ 3 23],[ 3.65979381 67.34020619] ; [ 1.34020619 24.65979381],0
v2,1,0.088835,2.895361,[42 26] ; [11 15],[38.34042553 29.65957447] ; [14.65957447 11.34042553],0
v4,1,0.117002,2.457001,[69  1] ; [24  2],[67.8125  2.1875] ; [25.1875  0.8125],0
p12,1,0.147045,2.102639,[21 49] ; [ 4 22],[18.22916667 51.77083333] ; [ 6.77083333 19.22916667],0
n2,1,0.196706,1.666667,[13  2] ; [3 2],[12.  3.] ; [4. 1.],0
b1,1,0.204562,1.609501,[28 43] ; [14 12],[30.74226804 40.25773196] ; [11.25773196 14.74226804],0
u2,1,0.241696,1.370677,[11  5] ; [3 4],[9.73913043 6.26086957] ; [4.26086957 2.73913043],0
a5,1,0.249642,1.325307,[57 14] ; [18  8],[54.89690722 16.10309278] ; [20.10309278  5.89690722],0
n5,1,0.264462,1.245248,[63  8] ; [25  1],[64.41237113  6.58762887] ; [23.58762887  2.41237113],0
n4,1,0.264462,1.245248,[63  8] ; [25  1],[64.41237113  6.58762887] ; [23.58762887  2.41237113],0
p8,1,0.285158,1.14234,[58 12] ; [19  7],[56.14583333 13.85416667] ; [20.85416667  5.14583333],0
a6,1,0.285792,1.139341,[46 24] ; [14 12],[43.75 26.25] ; [16.25  9.75],0
d4,1,0.304371,1.054945,[60 10] ; [20  6],[58.33333333 11.66666667] ; [21.66666667  4.33333333],0
n1,1,0.36308,0.827211,[8 6] ; [4 1],[8.84210526 5.15789474] ; [3.15789474 1.84210526],0
r3,1,0.428755,0.626194,[64  6] ; [25  1],[64.89583333  5.10416667] ; [24.10416667  1.89583333],0
p2,1,0.428887,0.625835,[61 10] ; [23  2],[62.125  8.875] ; [21.875  3.125],0
b5,1,0.463596,0.537199,[36 35] ; [11 15],[34.40206186 36.59793814] ; [12.59793814 13.40206186],0
p7,1,0.47105,0.519511,[53 15] ; [22  4],[54.25531915 13.74468085] ; [20.74468085  5.25531915],0
n6,1,0.501813,0.451101,[64  5] ; [23  3],[63.18947368  5.81052632] ; [23.81052632  2.18947368],0
d2,1,0.502573,0.449498,[35 35] ; [15 11],[36.45833333 33.54166667] ; [13.54166667 12.45833333],0
s5,1,0.522404,0.409144,[43 21] ; [15 10],[41.70786517 22.29213483] ; [16.29213483  8.70786517],0
b3,1,0.529795,0.394784,[23 29] ; [10  9],[24.16901408 27.83098592] ; [ 8.83098592 10.16901408],0
b2,1,0.529795,0.394784,[23 29] ; [10  9],[24.16901408 27.83098592] ; [ 8.83098592 10.16901408],0
s3,1,0.530943,0.392587,[43 26] ; [18  8],[44.30526316 24.69473684] ; [16.69473684  9.30526316],0
r1,1,0.534647,0.385551,[61 10] ; [21  5],[60.02061856 10.97938144] ; [21.97938144  4.02061856],0
b4,1,0.577707,0.309956,[42 29] ; [17  9],[43.18556701 27.81443299] ; [15.81443299 10.18556701],0
a1,1,0.585419,0.297555,[ 8 63] ; [ 4 22],[ 8.78350515 62.21649485] ; [ 3.21649485 22.78350515],0
s2,1,0.58679,0.295385,[42 28] ; [14 12],[40.83333333 29.16666667] ; [15.16666667 10.83333333],0
a8,1,0.598524,0.277227,[10 53] ; [ 3 23],[ 9.20224719 53.79775281] ; [ 3.79775281 22.20224719],0
v1,1,0.609047,0.261565,[48 21] ; [16  9],[46.9787234 22.0212766] ; [17.0212766  7.9787234],0
s6,1,0.647523,0.209037,[55 11] ; [19  5],[54.26666667 11.73333333] ; [19.73333333  4.26666667],0
a3,1,0.652664,0.202559,[55 16] ; [19  7],[54.16494845 16.83505155] ; [19.83505155  6.16494845],0
v3,1,0.662405,0.190615,[40 28] ; [14 12],[39.06382979 28.93617021] ; [14.93617021 11.06382979],0
p6,1,0.702963,0.145408,[45 25] ; [15 10],[44.21052632 25.78947368] ; [15.78947368  9.21052632],0
p9,1,0.721991,0.126593,[66  4] ; [24  2],[65.625  4.375] ; [24.375  1.625],0
s4,1,0.767215,0.087628,[ 9 60] ; [ 4 22],[ 9.44210526 59.55789474] ; [ 3.55789474 22.44210526],0
a4,1,0.808307,0.05886,[32 39] ; [11 15],[31.4742268 39.5257732] ; [11.5257732 14.4742268],0
u3,1,0.808605,0.058673,[10  6] ; [4 3],[9.73913043 6.26086957] ; [4.26086957 2.73913043],0
d5,1,0.813717,0.055523,[55 15] ; [21  5],[55.41666667 14.58333333] ; [20.58333333  5.41666667],0
p4,1,0.843927,0.038759,[60  9] ; [23  3],[60.28421053  8.71578947] ; [22.71578947  3.28421053],0
d1,1,0.867909,0.027661,[45 26] ; [16 10],[44.64948454 26.35051546] ; [16.35051546  9.64948454],0
s8,1,0.87901,0.023172,[43 25] ; [16 10],[42.68085106 25.31914894] ; [16.31914894  9.68085106],0
r4,1,0.904269,0.014465,[65  6] ; [24  2],[65.1443299  5.8556701] ; [23.8556701  2.1443299],0
s1,1,0.904269,0.014465,[ 6 65] ; [ 2 24],[ 5.8556701 65.1443299] ; [ 2.1443299 23.8556701],0
s7,1,0.9408,0.005515,[47 18] ; [19  7],[47.14285714 17.85714286] ; [18.85714286  7.14285714],0
p3,1,0.981835,0.000518,[54 16] ; [20  6],[53.95833333 16.04166667] ; [20.04166667  5.95833333],0
p11,1,0.98957,0.000171,[60 11] ; [22  4],[60.02061856 10.97938144] ; [21.97938144  4.02061856],0
n3,1,1.0,0.0,[9 6] ; [3 2],[9. 6.] ; [3. 2.],0
