Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,3e-06,21.598823,[40 24] ; [16 54],[26.74626866 37.25373134] ; [29.25373134 40.74626866],1
p6,1,8e-06,19.825324,[30 34] ; [ 8 60],[18.42424242 45.57575758] ; [19.57575758 48.42424242],1
p7,1,0.001204,10.48399,[43 21] ; [27 42],[33.68421053 30.31578947] ; [36.31578947 32.68421053],0
p2,1,0.006847,7.312625,[53 10] ; [45 26],[46.07462687 16.92537313] ; [51.92537313 19.07462687],0
s8,1,0.009092,6.804758,[30 34] ; [18 53],[22.75555556 41.24444444] ; [25.24444444 45.75555556],0
s6,1,0.009688,6.691416,[46 18] ; [35 35],[38.68656716 25.31343284] ; [42.31343284 27.68656716],0
n1,1,0.029135,4.759592,[ 3 18] ; [11 14],[ 6.39130435 14.60869565] ; [ 7.60869565 17.39130435],0
s2,1,0.036147,4.390143,[34 30] ; [25 46],[27.97037037 36.02962963] ; [31.02962963 39.97037037],0
r4,1,0.038708,4.273628,[58  6] ; [55 16],[53.57037037 10.42962963] ; [59.42962963 11.57037037],0
p1,1,0.052284,3.766648,[ 7 55] ; [ 2 69],[ 4.19548872 57.80451128] ; [ 4.80451128 66.19548872],0
v4,1,0.064589,3.415451,[61  3] ; [61 10],[57.83703704  6.16296296] ; [64.16296296  6.83703704],0
p11,1,0.065655,3.388444,[45 19] ; [39 32],[39.82222222 24.17777778] ; [44.17777778 26.82222222],0
s7,1,0.087721,2.915702,[28 32] ; [21 45],[23.33333333 36.66666667] ; [25.66666667 40.33333333],0
s5,1,0.111596,2.531467,[22 40] ; [15 51],[17.921875 44.078125] ; [19.078125 46.921875],0
u3,1,0.113556,2.504028,[18  4] ; [10  7],[15.79487179  6.20512821] ; [12.20512821  4.79487179],0
p5,1,0.141314,2.163588,[ 4 60] ; [ 1 69],[ 2.3880597 61.6119403] ; [ 2.6119403 67.3880597],0
a5,1,0.143826,2.136543,[52 12] ; [50 21],[48.35555556 15.64444444] ; [53.64444444 17.35555556],0
d3,1,0.162883,1.947258,[61  3] ; [63  8],[58.78518519  5.21481481] ; [65.21481481  5.78518519],0
a2,1,0.178359,1.811247,[19 45] ; [14 57],[15.64444444 48.35555556] ; [17.35555556 53.64444444],0
a3,1,0.181799,1.782856,[42 22] ; [54 17],[45.51111111 18.48888889] ; [50.48888889 20.51111111],0
p8,1,0.189566,1.720985,[30 34] ; [25 45],[26.26865672 37.73134328] ; [28.73134328 41.26865672],0
p10,1,0.198246,1.655252,[47 16] ; [45 25],[43.57894737 19.42105263] ; [48.42105263 21.57894737],0
u1,1,0.237134,1.397551,[14 50] ; [10 61],[11.37777778 52.62222222] ; [12.62222222 58.37777778],0
p12,1,0.268165,1.226109,[ 3 61] ; [ 1 69],[ 1.91044776 62.08955224] ; [ 2.08955224 67.91044776],0
v3,1,0.304994,1.052232,[15 45] ; [22 44],[17.61904762 42.38095238] ; [19.38095238 46.61904762],0
n4,1,0.310364,1.029127,[28 36] ; [25 46],[25.12592593 38.87407407] ; [27.87407407 43.12592593],0
s3,1,0.313212,1.017085,[33 30] ; [31 40],[30.08955224 32.91044776] ; [33.91044776 37.08955224],0
b5,1,0.320685,0.986153,[38 26] ; [48 23],[40.77037037 23.22962963] ; [45.22962963 25.77037037],0
a7,1,0.333668,0.93461,[53 11] ; [54 17],[50.72592593 13.27407407] ; [56.27407407 14.72592593],0
u2,1,0.361054,0.834225,[16  6] ; [10  7],[14.66666667  7.33333333] ; [11.33333333  5.66666667],0
r2,1,0.370466,0.802101,[60  3] ; [63  6],[58.70454545  4.29545455] ; [64.29545455  4.70454545],0
r1,1,0.492136,0.471853,[51 12] ; [54 17],[49.36567164 13.63432836] ; [55.63432836 15.36567164],0
p9,1,0.501007,0.452803,[48 15] ; [49 20],[46.29545455 16.70454545] ; [50.70454545 18.29545455],0
b1,1,0.525691,0.402714,[25 39] ; [24 47],[23.22962963 40.77037037] ; [25.77037037 45.22962963],0
a6,1,0.674858,0.175972,[42 22] ; [49 22],[43.14074074 20.85925926] ; [47.85925926 23.14074074],0
b4,1,0.675423,0.175324,[41 23] ; [43 28],[39.82222222 24.17777778] ; [44.17777778 26.82222222],0
n3,1,0.685167,0.164367,[16  5] ; [17  7],[15.4  5.6] ; [17.6  6.4],0
n6,1,0.727466,0.121451,[40 23] ; [43 28],[39.02238806 23.97761194] ; [43.97761194 27.02238806],0
v2,1,0.74301,0.107499,[37 23] ; [40 28],[36.09375 23.90625] ; [40.90625 27.09375],0
n2,1,0.787197,0.072874,[12  8] ; [14 11],[11.55555556  8.44444444] ; [14.44444444 10.55555556],0
b3,1,0.857816,0.032097,[14 28] ; [12 22],[14.36842105 27.63157895] ; [11.63157895 22.36842105],0
b2,1,0.857816,0.032097,[14 28] ; [12 22],[14.36842105 27.63157895] ; [11.63157895 22.36842105],0
d2,1,0.886683,0.020307,[44 20] ; [48 23],[43.61481481 20.38518519] ; [48.38518519 22.61481481],0
s1,1,0.896483,0.016928,[ 3 61] ; [ 3 68],[ 2.84444444 61.15555556] ; [ 3.15555556 67.84444444],0
v1,1,0.905355,0.014137,[22 38] ; [26 43],[22.3255814 37.6744186] ; [25.6744186 43.3255814],0
a8,1,0.918615,0.01044,[ 3 56] ; [ 3 61],[ 2.87804878 56.12195122] ; [ 3.12195122 60.87804878],0
a4,1,0.934873,0.006677,[32 32] ; [35 36],[31.76296296 32.23703704] ; [35.23703704 35.76296296],0
d5,1,0.941028,0.005473,[63  1] ; [70  1],[63.05185185  0.94814815] ; [69.94814815  1.05185185],0
