Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,42.607864,[40 47] ; [417 111],[64.64878049 22.35121951] ; [392.35121951 135.64878049],1
n4,1,0.0,40.637437,[45 43] ; [432  96],[68.14285714 19.85714286] ; [408.85714286 119.14285714],1
p10,1,4.7e-05,16.585225,[57 28] ; [446  78],[70.20525452 14.79474548] ; [432.79474548  91.20525452],1
p11,1,0.000171,14.129506,[56 32] ; [431  99],[69.34627832 18.65372168] ; [417.65372168 112.34627832],1
s6,1,0.000742,11.380772,[47 41] ; [370 148],[60.55445545 27.44554455] ; [356.44554455 161.55445545],1
s5,1,0.000977,10.871473,[14 69] ; [180 332],[27.06218487 55.93781513] ; [166.93781513 345.06218487],1
p4,1,0.00181,9.732876,[41 46] ; [340 186],[54.07340946 32.92659054] ; [326.92659054 199.07340946],0
s7,1,0.001984,9.564656,[26 55] ; [255 249],[38.90769231 42.09230769] ; [242.09230769 261.90769231],0
p9,1,0.002812,8.925863,[64 21] ; [455  65],[72.91735537 12.08264463] ; [446.08264463  73.91735537],0
p6,1,0.00313,8.730374,[19 66] ; [204 319],[31.17598684 53.82401316] ; [191.82401316 331.17598684],0
d2,1,0.00341,8.574129,[30 57] ; [272 257],[42.6525974 44.3474026] ; [259.3474026 269.6525974],0
v1,1,0.007499,7.149413,[35 50] ; [294 224],[46.37645108 38.62354892] ; [282.62354892 235.37645108],0
p12,1,0.010188,6.601671,[ 1 84] ; [ 50 478],[ 7.07177814 77.92822186] ; [ 43.92822186 484.07177814],0
p7,1,0.02798,4.829292,[44 39] ; [338 178],[52.93155259 30.06844741] ; [329.06844741 186.93155259],0
d1,1,0.033088,4.541237,[46 42] ; [340 190],[54.96440129 33.03559871] ; [331.03559871 198.96440129],0
v3,1,0.039687,4.231225,[24 57] ; [213 298],[32.42736486 48.57263514] ; [204.57263514 306.42736486],0
p5,1,0.043674,4.069124,[ 4 82] ; [ 63 463],[ 9.41503268 76.58496732] ; [ 57.58496732 468.41503268],0
u3,1,0.051987,3.776197,[22  5] ; [90 55],[17.58139535  9.41860465] ; [94.41860465 50.58139535],0
s8,1,0.052982,3.744491,[30 58] ; [237 288],[38.32952692 49.67047308] ; [228.67047308 296.32952692],0
u1,1,0.066031,3.379039,[13 75] ; [125 405],[19.65048544 68.34951456] ; [118.34951456 411.65048544],0
b2,1,0.068729,3.313115,[11 36] ; [118 201],[16.56557377 30.43442623] ; [112.43442623 206.56557377],0
b3,1,0.068729,3.313115,[11 36] ; [118 201],[16.56557377 30.43442623] ; [112.43442623 206.56557377],0
p3,1,0.069139,3.303351,[36 51] ; [274 254],[43.85365854 43.14634146] ; [266.14634146 261.85365854],0
p8,1,0.069862,3.286269,[38 47] ; [288 233],[45.72607261 39.27392739] ; [280.27392739 240.72607261],0
b1,1,0.080378,3.057245,[38 50] ; [178 352],[30.75728155 57.24271845] ; [185.24271845 344.75728155],0
s2,1,0.098172,2.734993,[38 49] ; [279 245],[45.13747954 41.86252046] ; [271.86252046 252.13747954],0
s3,1,0.099412,2.714959,[41 45] ; [298 223],[48.02965404 37.97034596] ; [290.97034596 230.02965404],0
a6,1,0.103871,2.645079,[74 13] ; [409 120],[68.21590909 18.78409091] ; [414.78409091 114.21590909],0
v2,1,0.139297,2.18571,[41 39] ; [306 204],[47.05084746 32.94915254] ; [299.94915254 210.05084746],0
a2,1,0.144191,2.13265,[20 68] ; [161 369],[25.77346278 62.22653722] ; [155.22653722 374.77346278],0
a1,1,0.14977,2.074596,[ 1 87] ; [ 23 507],[ 3.41747573 84.58252427] ; [ 20.58252427 509.41747573],0
r1,1,0.234408,1.413911,[79  8] ; [454  73],[75.5228013 11.4771987] ; [457.4771987  69.5228013],0
