Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,6e-06,20.360198,[67 41] ; [41 85],[49.84615385 58.15384615] ; [58.15384615 67.84615385],1
p2,1,1.2e-05,19.141336,[95 13] ; [80 47],[80.42553191 27.57446809] ; [94.57446809 32.42553191],1
v2,1,8.7e-05,15.392013,[71 35] ; [50 72],[56.25438596 49.74561404] ; [64.74561404 57.25438596],1
r1,1,0.000121,14.773395,[91 17] ; [79 49],[77.79661017 30.20338983] ; [92.20338983 35.79661017],1
v3,1,0.000124,14.736128,[55 49] ; [35 90],[40.87336245 63.12663755] ; [49.12663755 75.87336245],1
p7,1,0.000535,11.990811,[72 36] ; [56 71],[58.82553191 49.17446809] ; [69.17446809 57.82553191],1
p3,1,0.000792,11.259041,[61 47] ; [44 83],[48.25531915 59.74468085] ; [56.74468085 70.25531915],1
p11,1,0.001495,10.085113,[92 17] ; [85 43],[81.40506329 27.59493671] ; [95.59493671 32.40506329],0
p8,1,0.001862,9.68066,[60 46] ; [46 81],[48.22317597 57.77682403] ; [57.77682403 69.22317597],0
r4,1,0.002148,9.41835,[96 13] ; [92 36],[86.46413502 22.53586498] ; [101.53586498  26.46413502],0
r3,1,0.002255,9.329695,[102   6] ; [103  24],[94.21276596 13.78723404] ; [110.78723404  16.21276596],0
p10,1,0.004126,8.227355,[85 22] ; [79 48],[74.99145299 32.00854701] ; [89.00854701 37.99145299],0
p9,1,0.006608,7.376669,[86 21] ; [81 45],[76.69098712 30.30901288] ; [90.30901288 35.69098712],0
s8,1,0.010896,6.48228,[32 77] ; [ 20 108],[23.91561181 85.08438819] ; [28.08438819 99.91561181],0
v4,1,0.011223,6.429693,[100   8] ; [104  24],[93.3559322 14.6440678] ; [110.6440678  17.3559322],0
p6,1,0.013768,6.067708,[38 69] ; [26 98],[29.64502165 77.35497835] ; [34.35497835 89.64502165],0
s5,1,0.018852,5.515167,[20 87] ; [ 10 112],[14.01746725 92.98253275] ; [ 15.98253275 106.01746725],0
u3,1,0.046155,3.97593,[15 15] ; [12 32],[10.94594595 19.05405405] ; [16.05405405 27.94594595],0
n6,1,0.055855,3.65638,[91 17] ; [94 33],[85.0212766 22.9787234] ; [99.9787234 27.0212766],0
p5,1,0.063579,3.441471,[ 8 99] ; [  3 125],[  5.00851064 101.99148936] ; [  5.99148936 122.00851064],0
n5,1,0.078024,3.105598,[91 18] ; [94 33],[85.44491525 23.55508475] ; [99.55508475 27.44491525],0
b2,1,0.15391,2.033062,[36 34] ; [31 47],[31.68918919 38.31081081] ; [35.31081081 42.68918919],0
b3,1,0.15391,2.033062,[36 34] ; [31 47],[31.68918919 38.31081081] ; [35.31081081 42.68918919],0
p12,1,0.162478,1.951014,[  5 102] ; [  2 126],[  3.18723404 103.81276596] ; [  3.81276596 124.18723404],0
a5,1,0.163495,1.941599,[83 26] ; [87 41],[78.18565401 30.81434599] ; [91.81434599 36.18565401],0
