Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,59.784051,[36 71] ; [138  35],[66.49285714 40.50714286] ; [107.50714286  65.49285714],1
n6,1,0.00045,12.311629,[63 44] ; [135  37],[75.93548387 31.06451613] ; [122.06451613  49.93548387],1
a8,1,0.006087,7.524291,[ 5 94] ; [ 27 137],[12.04562738 86.95437262] ; [ 19.95437262 144.04562738],0
a2,1,0.028994,4.767972,[11 96] ; [ 35 138],[17.57857143 89.42142857] ; [ 28.42142857 144.57857143],0
a5,1,0.033926,4.498422,[53 54] ; [108  65],[61.525 45.475] ; [99.475 73.525],0
p10,1,0.039291,4.248263,[59 45] ; [118  53],[66.93818182 37.06181818] ; [110.06181818  60.93818182],0
p12,1,0.043538,4.074392,[  1 104] ; [ 10 161],[  4.18478261 100.81521739] ; [  6.81521739 164.18478261],0
a6,1,0.071895,3.239223,[59 48] ; [114  59],[66.11071429 40.88928571] ; [106.88928571  66.11071429],0
a7,1,0.101915,2.675312,[74 32] ; [104  69],[67.62724014 38.37275986] ; [110.37275986  62.62724014],0
v2,1,0.105905,2.614295,[42 61] ; [ 50 111],[35.89393939 67.10606061] ; [ 56.10606061 104.89393939],0
d4,1,0.109463,2.561962,[84 23] ; [120  52],[78.23655914 28.76344086] ; [125.76344086  46.23655914],0
p9,1,0.113464,2.505296,[67 37] ; [122  44],[72.8 31.2] ; [116.2  49.8],0
v1,1,0.125619,2.345827,[31 72] ; [ 66 102],[36.86715867 66.13284133] ; [ 60.13284133 107.86715867],0
s1,1,0.156696,2.005828,[  5 102] ; [  3 168],[  3.07913669 103.92086331] ; [  4.92086331 166.07913669],0
s8,1,0.156872,2.004119,[21 85] ; [ 47 125],[25.92805755 80.07194245] ; [ 42.07194245 129.92805755],0
n1,1,0.173772,1.850101,[11 26] ; [29 38],[14.23076923 22.76923077] ; [25.76923077 41.23076923],0
s6,1,0.17973,1.799855,[45 60] ; [87 83],[50.4 54.6] ; [81.6 88.4],0
r3,1,0.188771,1.727182,[95 12] ; [142  29],[91.21942446 15.78057554] ; [145.78057554  25.21942446],0
d2,1,0.18914,1.724301,[36 71] ; [ 71 100],[41.18345324 65.81654676] ; [ 65.81654676 105.18345324],0
a3,1,0.219433,1.508074,[61 45] ; [111  60],[65.81949458 40.18050542] ; [106.18050542  64.81949458],0
u2,1,0.22122,1.496441,[24 22] ; [25 37],[20.87037037 25.12962963] ; [28.12962963 33.87037037],0
u3,1,0.22122,1.496441,[24 22] ; [25 37],[20.87037037 25.12962963] ; [28.12962963 33.87037037],0
p5,1,0.227384,1.457152,[  2 105] ; [  8 165],[  3.82142857 103.17857143] ; [  6.17857143 166.82142857],0
p1,1,0.252423,1.309842,[  3 103] ; [ 10 162],[  4.95683453 101.04316547] ; [  8.04316547 163.95683453],0
p11,1,0.309466,1.032952,[66 41] ; [117  56],[69.93214286 37.06785714] ; [113.06785714  59.93214286],0
u1,1,0.327135,0.960207,[ 9 98] ; [ 21 152],[11.46428571 95.53571429] ; [ 18.53571429 154.46428571],0
s3,1,0.364328,0.822918,[46 59] ; [85 87],[49.65703971 55.34296029] ; [81.34296029 90.65703971],0
s7,1,0.375737,0.784602,[27 75] ; [ 53 115],[30.22222222 71.77777778] ; [ 49.77777778 118.22222222],0
n2,1,0.377424,0.779076,[24 13] ; [49 18],[25.97115385 11.02884615] ; [47.02884615 19.97115385],0
n3,1,0.459537,0.547023,[25 11] ; [41 25],[23.29411765 12.70588235] ; [42.70588235 23.29411765],0
s2,1,0.546015,0.364505,[35 72] ; [ 62 109],[37.33453237 69.66546763] ; [ 59.66546763 111.33453237],0
a1,1,0.586173,0.29636,[  3 104] ; [  7 166],[  3.82142857 103.17857143] ; [  6.17857143 166.82142857],0
p6,1,0.58672,0.295496,[15 88] ; [ 29 141],[16.6007326 86.3992674] ; [ 27.3992674 142.6007326],0
s4,1,0.588555,0.292607,[21 86] ; [ 29 141],[19.31407942 87.68592058] ; [ 30.68592058 139.31407942],0
b2,1,0.603232,0.270148,[17 34] ; [38 63],[18.45394737 32.54605263] ; [36.54605263 64.45394737],0
b3,1,0.603232,0.270148,[17 34] ; [38 63],[18.45394737 32.54605263] ; [36.54605263 64.45394737],0
v4,1,0.611001,0.258719,[88 17] ; [148  24],[89.45848375 15.54151625] ; [146.54151625  25.45848375],0
a4,1,0.639121,0.219893,[34 73] ; [ 59 112],[35.79496403 71.20503597] ; [ 57.20503597 113.79496403],0
r4,1,0.641347,0.216985,[79 28] ; [132  41],[80.63214286 26.36785714] ; [130.36785714  42.63214286],0
b1,1,0.65135,0.204203,[41 66] ; [ 71 102],[42.8 64.2] ; [ 69.2 103.8],0
p3,1,0.660485,0.192934,[18 88] ; [ 33 140],[19.37634409 86.62365591] ; [ 31.62365591 141.37634409],0
p2,1,0.672126,0.179125,[71 36] ; [119  54],[72.60714286 34.39285714] ; [117.39285714  55.60714286],0
d3,1,0.679957,0.170174,[60 46] ; [93 79],[58.3381295 47.6618705] ; [94.6618705 77.3381295],0
p7,1,0.696618,0.152015,[44 61] ; [74 93],[45.55147059 59.44852941] ; [72.44852941 94.55147059],0
d1,1,0.713643,0.134665,[44 63] ; [75 98],[45.475 61.525] ; [73.525 99.475],0
u4,1,0.73066,0.118506,[  1 106] ; [  1 172],[  0.76428571 106.23571429] ; [  1.23571429 171.76428571],0
b4,1,0.776182,0.080826,[60 47] ; [94 79],[58.85 48.15] ; [95.15 77.85],0
p8,1,0.783347,0.075603,[32 74] ; [ 54 116],[33.02898551 72.97101449] ; [ 52.97101449 117.02898551],0
r1,1,0.817555,0.053218,[74 33] ; [116  55],[73.1294964 33.8705036] ; [116.8705036  54.1294964],0
r2,1,0.863063,0.029748,[89 14] ; [149  22],[89.46715328 13.53284672] ; [148.53284672  22.46715328],0
d5,1,0.885426,0.020763,[75 31] ; [121  52],[74.46594982 31.53405018] ; [121.53405018  51.46594982],0
s5,1,0.89782,0.01649,[26 74] ; [ 43 127],[25.55555556 74.44444444] ; [ 43.44444444 126.55555556],0
b5,1,0.977644,0.000785,[66 41] ; [107  66],[66.11071429 40.88928571] ; [106.88928571  66.11071429],0
