Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,46.10052,[ 90 152] ; [113  44],[123.12280702 118.87719298] ; [79.87719298 77.12280702],1
p2,1,1e-06,24.81422,[172  78] ; [144  16],[192.68292683  57.31707317] ; [123.31707317  36.68292683],1
p4,1,2.8e-05,17.564948,[ 75 173] ; [81 78],[ 95.05651106 152.94348894] ; [60.94348894 98.05651106],1
p6,1,0.000242,13.470497,[ 48 200] ; [ 57 103],[ 63.82352941 184.17647059] ; [ 41.17647059 118.82352941],1
p11,1,0.002136,9.428545,[176  74] ; [134  26],[189.02439024  60.97560976] ; [120.97560976  39.02439024],0
p9,1,0.005482,7.713039,[185  61] ; [136  21],[195.94540943  50.05459057] ; [125.05459057  31.94540943],0
p10,1,0.011464,6.391957,[173  72] ; [130  29],[183.75  61.25] ; [119.25  39.75],0
v1,1,0.012202,6.28134,[103 144] ; [85 71],[115.22580645 131.77419355] ; [72.77419355 83.22580645],0
p1,1,0.014378,5.991161,[  7 242] ; [ 13 146],[ 12.20588235 236.79411765] ; [  7.79411765 151.20588235],0
p5,1,0.015439,5.865678,[  7 241] ; [ 13 147],[ 12.15686275 235.84313725] ; [  7.84313725 152.15686275],0
a2,1,0.022729,5.189062,[ 59 191] ; [ 23 137],[ 50. 200.] ; [ 32. 128.],0
n5,1,0.028587,4.792333,[160  88] ; [119  40],[170.004914  77.995086] ; [108.995086  50.004914],0
s6,1,0.031655,4.617068,[147 100] ; [108  46],[157.06982544  89.93017456] ; [97.93017456 56.06982544],0
u1,1,0.043727,4.067063,[ 39 211] ; [ 14 146],[ 32.31707317 217.68292683] ; [ 20.68292683 139.31707317],0
v3,1,0.07248,3.225939,[ 71 166] ; [60 95],[ 79.20153061 157.79846939] ; [ 51.79846939 103.20153061],0
r3,1,0.076273,3.142582,[248   2] ; [155   5],[245.73170732   4.26829268] ; [157.26829268   2.73170732],0
u3,1,0.103766,2.64668,[51 31] ; [27 29],[46.34782609 35.65217391] ; [31.65217391 24.34782609],0
s8,1,0.121994,2.391533,[ 86 163] ; [67 92],[ 93.375 155.625] ; [59.625 99.375],0
a4,1,0.123331,2.374505,[110 139] ; [ 58 101],[102.52941176 146.47058824] ; [65.47058824 93.52941176],0
a7,1,0.143331,2.141829,[175  74] ; [123  37],[181.42298289  67.57701711] ; [116.57701711  43.42298289],0
n6,1,0.154186,2.030343,[200  50] ; [136  23],[205.37897311  44.62102689] ; [130.62102689  28.37897311],0
a5,1,0.158209,1.991259,[163  87] ; [115  45],[169.51219512  80.48780488] ; [108.48780488  51.51219512],0
r2,1,0.162698,1.948965,[244   5] ; [152   7],[241.67647059   7.32352941] ; [154.32352941   4.67647059],0
u2,1,0.185381,1.75395,[49 32] ; [28 29],[45.19565217 35.80434783] ; [31.80434783 25.19565217],0
s5,1,0.197543,1.660447,[ 62 178] ; [ 49 105],[ 67.6142132 172.3857868] ; [ 43.3857868 110.6142132],0
n2,1,0.206867,1.593221,[63 23] ; [27  5],[65.59322034 20.40677966] ; [24.40677966  7.59322034],0
a6,1,0.228405,1.450767,[173  76] ; [102  58],[167.4205379  81.5794621] ; [107.5794621  52.4205379],0
n4,1,0.251956,1.312426,[170  79] ; [117  42],[175.15441176  73.84558824] ; [111.84558824  47.15441176],0
d5,1,0.253655,1.303058,[188  60] ; [129  31],[192.68627451  55.31372549] ; [124.31372549  35.68627451],0
s4,1,0.254285,1.299609,[ 44 204] ; [ 21 135],[ 39.9009901 208.0990099] ; [ 25.0990099 130.9009901],0
n3,1,0.278736,1.173244,[60 25] ; [25  6],[62.28448276 22.71551724] ; [22.71551724  8.28448276],0
a8,1,0.321891,0.981248,[ 32 198] ; [ 26 121],[ 35.38461538 194.61538462] ; [ 22.61538462 124.38461538],0
d2,1,0.325972,0.964834,[113 135] ; [65 95],[108.19607843 139.80392157] ; [69.80392157 90.19607843],0
s7,1,0.359938,0.838111,[ 92 148] ; [67 89],[ 96.36363636 143.63636364] ; [62.63636364 93.36363636],0
v2,1,0.370268,0.802766,[115 123] ; [80 71],[119.3059126 118.6940874] ; [75.6940874 75.3059126],0
d1,1,0.399885,0.708672,[130 120] ; [90 70],[134.14634146 115.85365854] ; [85.85365854 74.14634146],0
v4,1,0.406477,0.689083,[238  10] ; [156   4],[239.49019608   8.50980392] ; [154.50980392   5.49019608],0
b4,1,0.45215,0.565257,[150 100] ; [90 70],[146.34146341 103.65853659] ; [93.65853659 66.34146341],0
b5,1,0.494099,0.467589,[163  87] ; [99 61],[159.75609756  90.24390244] ; [102.24390244  57.75609756],0
