Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.00028,13.202632,[38 21] ; [76  9],[46.70833333 12.29166667] ; [67.29166667 17.70833333],1
n5,1,0.007343,7.187168,[22 37] ; [51 34],[29.90972222 29.09027778] ; [43.09027778 41.90972222],0
r4,1,0.009336,6.757438,[33 26] ; [65 20],[40.15277778 18.84722222] ; [57.84722222 27.15277778],0
r3,1,0.010787,6.500152,[41 18] ; [73 11],[47.03496503 11.96503497] ; [66.96503497 17.03496503],0
p11,1,0.013654,6.082394,[21 38] ; [48 37],[28.27083333 30.72916667] ; [40.72916667 44.27083333],0
a1,1,0.025854,4.965731,[ 8 51] ; [ 3 82],[ 4.50694444 54.49305556] ; [ 6.49305556 78.50694444],0
n2,1,0.030394,4.686869,[14 15] ; [22  7],[18. 11.] ; [18. 11.],0
b5,1,0.050428,3.827177,[30 29] ; [57 28],[35.64583333 23.35416667] ; [51.35416667 33.64583333],0
s1,1,0.091355,2.850338,[ 5 53] ; [ 2 82],[ 2.85915493 55.14084507] ; [ 4.14084507 79.85915493],0
n3,1,0.133934,2.246305,[16 12] ; [22  7],[18.66666667  9.33333333] ; [19.33333333  9.66666667],0
a3,1,0.154732,2.024975,[35 23] ; [40 43],[30.85106383 27.14893617] ; [44.14893617 38.85106383],0
p7,1,0.170895,1.875078,[21 38] ; [40 45],[24.99305556 34.00694444] ; [36.00694444 48.99305556],0
s6,1,0.196068,1.671423,[17 42] ; [33 51],[20.62937063 38.37062937] ; [29.37062937 54.62937063],0
n4,1,0.197649,1.659661,[29 30] ; [51 34],[32.77777778 26.22222222] ; [47.22222222 37.77777778],0
u2,1,0.20161,1.630674,[11 13] ; [13 30],[ 8.59701493 15.40298507] ; [15.40298507 27.59701493],0
s5,1,0.23142,1.432115,[ 5 52] ; [13 70],[ 7.32857143 49.67142857] ; [10.67142857 72.32857143],0
d3,1,0.235559,1.406979,[26 33] ; [46 39],[29.5 29.5] ; [42.5 42.5],0
a6,1,0.244222,1.356058,[37 22] ; [45 40],[33.59722222 25.40277778] ; [48.40277778 36.59722222],0
b1,1,0.260418,1.266536,[32 27] ; [38 47],[28.68055556 30.31944444] ; [41.31944444 43.68055556],0
a5,1,0.294912,1.09706,[33 26] ; [40 45],[29.90972222 29.09027778] ; [43.09027778 41.90972222],0
d2,1,0.333084,0.93687,[29 30] ; [34 49],[26.17605634 32.82394366] ; [36.82394366 46.17605634],0
u1,1,0.336374,0.924202,[ 3 56] ; [ 8 77],[ 4.50694444 54.49305556] ; [ 6.49305556 78.50694444],0
p2,1,0.343505,0.897308,[30 29] ; [50 35],[32.77777778 26.22222222] ; [47.22222222 37.77777778],0
b2,1,0.360815,0.835055,[13 26] ; [12 37],[11.07954545 27.92045455] ; [13.92045455 35.07954545],0
b3,1,0.360815,0.835055,[13 26] ; [12 37],[11.07954545 27.92045455] ; [13.92045455 35.07954545],0
p1,1,0.368116,0.810015,[ 5 54] ; [ 4 80],[ 3.71328671 55.28671329] ; [ 5.28671329 78.71328671],0
b4,1,0.410918,0.676142,[36 23] ; [46 39],[33.59722222 25.40277778] ; [48.40277778 36.59722222],0
s2,1,0.42732,0.630096,[ 9 50] ; [17 66],[10.8028169 48.1971831] ; [15.1971831 67.8028169],0
p9,1,0.444415,0.584856,[15 44] ; [26 57],[17.03521127 41.96478873] ; [23.96478873 59.03521127],0
d5,1,0.501768,0.451194,[40 19] ; [53 32],[38.10416667 20.89583333] ; [54.89583333 30.10416667],0
v2,1,0.524439,0.405156,[20 38] ; [33 50],[21.80141844 36.19858156] ; [31.19858156 51.80141844],0
a8,1,0.533575,0.387578,[ 4 52] ; [ 8 70],[ 5.01492537 50.98507463] ; [ 6.98507463 71.01492537],0
v1,1,0.566666,0.328293,[17 42] ; [28 56],[18.56643357 40.43356643] ; [26.43356643 57.56643357],0
v3,1,0.586936,0.295156,[12 45] ; [21 63],[13.34042553 43.65957447] ; [19.65957447 64.34042553],0
a2,1,0.642322,0.215718,[10 49] ; [12 73],[ 9.01388889 49.98611111] ; [12.98611111 72.01388889],0
a7,1,0.643168,0.214623,[36 23] ; [48 36],[34.65734266 24.34265734] ; [49.34265734 34.65734266],0
s3,1,0.659219,0.194474,[19 39] ; [24 58],[17.81428571 40.18571429] ; [25.18571429 56.81428571],0
a4,1,0.662208,0.190853,[22 37] ; [28 55],[20.77464789 38.22535211] ; [29.22535211 53.77464789],0
r2,1,0.699726,0.148757,[47 11] ; [71 14],[47.86013986 10.13986014] ; [70.13986014 14.86013986],0
n1,1,0.70789,0.140394,[10 18] ; [ 9 20],[ 9.33333333 18.66666667] ; [ 9.66666667 19.33333333],0
p6,1,0.724757,0.12398,[ 9 48] ; [15 68],[ 9.77142857 47.22857143] ; [14.22857143 68.77142857],0
d1,1,0.742697,0.10777,[22 37] ; [34 51],[22.94444444 36.05555556] ; [33.05555556 51.94444444],0
