Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000161,14.24023,[127   8] ; [6 4],[123.82758621  11.17241379] ; [9.17241379 0.82758621],1
r4,1,0.000316,12.973111,[122  14] ; [5 5],[118.30136986  17.69863014] ; [8.69863014 1.30136986],1
v4,1,0.000415,12.462665,[131   5] ; [7 3],[128.54794521   7.45205479] ; [9.45205479 0.54794521],1
r1,1,0.00256,9.09722,[110  26] ; [4 6],[106.19178082  29.80821918] ; [7.80821918 2.19178082],0
n3,1,0.012645,6.218168,[20  6] ; [1 4],[17.61290323  8.38709677] ; [3.38709677 1.61290323],0
n4,1,0.013325,6.125414,[112  24] ; [5 5],[108.98630137  27.01369863] ; [8.01369863 1.98630137],0
n6,1,0.029206,4.755405,[117  19] ; [6 4],[114.57534247  21.42465753] ; [8.42465753 1.57534247],0
a7,1,0.065697,3.387392,[103  32] ; [5 5],[100.55172414  34.44827586] ; [7.44827586 2.55172414],0
b1,1,0.131092,2.279529,[49 87] ; [6 4],[51.23287671 84.76712329] ; [3.76712329 6.23287671],0
s1,1,0.149675,2.075565,[  3 131] ; [1 9],[  3.72222222 130.27777778] ; [0.27777778 9.72222222],0
b5,1,0.159234,1.98149,[85 51] ; [4 6],[82.90410959 53.09589041] ; [6.09589041 3.90410959],0
v2,1,0.168837,1.893241,[102  32] ; [5 4],[100.26573427  33.73426573] ; [6.73426573 2.26573427],0
p5,1,0.179775,1.79948,[ 19 115] ; [3 7],[ 20.47222222 113.52777778] ; [1.52777778 8.47222222],0
n2,1,0.189059,1.724932,[19  8] ; [2 3],[17.71875  9.28125] ; [3.28125 1.71875],0
b4,1,0.208066,1.584829,[82 54] ; [4 6],[80.10958904 55.89041096] ; [5.89041096 4.10958904],0
n5,1,0.243496,1.360238,[104  32] ; [6 4],[102.46575342  33.53424658] ; [7.53424658 2.46575342],0
p6,1,0.251064,1.317372,[50 81] ; [2 8],[48.31205674 82.68794326] ; [3.68794326 6.31205674],0
p2,1,0.262695,1.254498,[101  32] ; [6 4],[99.51748252 33.48251748] ; [7.48251748 2.51748252],0
s7,1,0.280189,1.166174,[46 77] ; [5 4],[47.52272727 75.47727273] ; [3.47727273 5.52272727],0
s6,1,0.338134,0.917494,[59 74] ; [6 4],[60.45454545 72.54545455] ; [4.54545455 5.45454545],0
p4,1,0.353214,0.861878,[73 60] ; [7 3],[74.40559441 58.59440559] ; [5.59440559 4.40559441],0
p3,1,0.387651,0.746297,[72 61] ; [4 6],[70.68531469 62.31468531] ; [5.31468531 4.68531469],0
p1,1,0.393334,0.72861,[ 15 121] ; [2 8],[ 15.83561644 120.16438356] ; [1.16438356 8.83561644],0
a3,1,0.393541,0.727972,[98 37] ; [6 4],[96.82758621 38.17241379] ; [7.17241379 2.82758621],0
d5,1,0.405135,0.693032,[110  26] ; [7 3],[108.98630137  27.01369863] ; [8.01369863 1.98630137],0
a6,1,0.514888,0.424121,[95 41] ; [6 4],[94.08219178 41.91780822] ; [6.91780822 3.08219178],0
u1,1,0.535553,0.383844,[ 24 112] ; [1 9],[ 23.28767123 112.71232877] ; [1.71232877 8.28767123],0
a5,1,0.555691,0.34722,[97 39] ; [8 2],[97.80821918 38.19178082] ; [7.19178082 2.80821918],0
d4,1,0.563431,0.333799,[112  23] ; [9 1],[112.65517241  22.34482759] ; [8.34482759 1.65517241],0
p7,1,0.568473,0.325244,[81 52] ; [7 3],[81.84615385 51.15384615] ; [6.15384615 3.84615385],0
p11,1,0.58683,0.295322,[98 38] ; [8 2],[98.73972603 37.26027397] ; [7.26027397 2.73972603],0
n1,1,0.59298,0.285714,[ 8 17] ; [1 4],[ 7.5 17.5] ; [1.5 3.5],0
s5,1,0.599584,0.275624,[ 30 102] ; [3 7],[ 30.67605634 101.32394366] ; [2.32394366 7.67605634],0
p12,1,0.616771,0.250431,[  8 125] ; [1 9],[  8.37062937 124.62937063] ; [0.62937063 9.37062937],0
v1,1,0.643658,0.21399,[84 50] ; [7 3],[84.68055556 49.31944444] ; [6.31944444 3.68055556],0
d1,1,0.650474,0.205303,[78 58] ; [5 5],[77.31506849 58.68493151] ; [5.68493151 4.31506849],0
s8,1,0.753402,0.098694,[47 87] ; [4 6],[47.45833333 86.54166667] ; [3.54166667 6.45833333],0
a2,1,0.798832,0.064953,[ 32 104] ; [2 8],[ 31.67123288 104.32876712] ; [2.32876712 7.67123288],0
a4,1,0.803096,0.062171,[62 73] ; [5 5],[62.37931034 72.62068966] ; [4.62068966 5.37931034],0
s2,1,0.859699,0.031243,[ 24 111] ; [2 8],[ 24.20689655 110.79310345] ; [1.79310345 8.20689655],0
b2,1,0.863663,0.029486,[36 55] ; [3 4],[36.21428571 54.78571429] ; [2.78571429 4.21428571],0
b3,1,0.863663,0.029486,[36 55] ; [3 4],[36.21428571 54.78571429] ; [2.78571429 4.21428571],0
d3,1,0.91536,0.011295,[93 43] ; [7 3],[93.15068493 42.84931507] ; [6.84931507 3.15068493],0
p9,1,0.916388,0.011022,[109  25] ; [8 2],[108.875  25.125] ; [8.125 1.875],0
p10,1,0.934325,0.006791,[107  25] ; [8 2],[106.90140845  25.09859155] ; [8.09859155 1.90140845],0
p8,1,0.981436,0.000541,[65 66] ; [5 5],[65.03546099 65.96453901] ; [4.96453901 5.03546099],0
d2,1,0.981967,0.000511,[67 68] ; [5 5],[67.03448276 67.96551724] ; [4.96551724 5.03448276],0
u3,1,1.0,0.0,[19 19] ; [2 2],[19. 19.] ; [2. 2.],0
