Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,104.075318,[ 47 129] ; [283 108],[102.43386243  73.56613757] ; [227.56613757 163.43386243],1
p6,1,0.0,71.131725,[ 21 155] ; [192 200],[ 66. 110.] ; [147. 245.],1
p4,1,0.0,40.556846,[79 98] ; [285 109],[112.83362522  64.16637478] ; [251.16637478 142.83362522],1
p3,1,0.0,39.423606,[ 59 117] ; [244 150],[93.55789474 82.44210526] ; [209.44210526 184.55789474],1
p2,1,0.0,33.538809,[133  44] ; [365  29],[154.37127846  22.62872154] ; [343.62872154  50.37127846],1
s7,1,2.2e-05,18.01548,[ 62 108] ; [213 167],[85. 85.] ; [190. 190.],1
s5,1,4.3e-05,16.728213,[ 38 130] ; [157 229],[ 59.13357401 108.86642599] ; [135.86642599 250.13357401],1
p5,1,0.001102,10.647972,[ 10 165] ; [ 61 332],[ 21.875 153.125] ; [ 49.125 343.875],0
p10,1,0.001237,10.43442,[140  36] ; [352  41],[152.1827768  23.8172232] ; [339.8172232  53.1827768],0
s8,1,0.002043,9.510503,[ 65 111] ; [199 192],[81.94708995 94.05291005] ; [182.05291005 208.94708995],0
p9,1,0.003652,8.44934,[144  31] ; [356  36],[154.32098765  20.67901235] ; [345.67901235  46.32098765],0
a3,1,0.008351,6.956527,[117  60] ; [302  92],[129.882662  47.117338] ; [289.117338 104.882662],0
s2,1,0.017564,5.639145,[73 98] ; [210 182],[85.95559503 85.04440497] ; [197.04440497 194.95559503],0
a8,1,0.019868,5.423446,[ 16 145] ; [ 64 293],[ 24.86486486 136.13513514] ; [ 55.13513514 301.86486486],0
d5,1,0.028251,4.812666,[135  42] ; [330  63],[144.39473684  32.60526316] ; [320.60526316  72.39473684],0
v3,1,0.034219,4.483722,[ 60 108] ; [173 208],[71.30054645 96.69945355] ; [161.69945355 219.30054645],0
d4,1,0.035323,4.429473,[139  37] ; [338  55],[147.543058  28.456942] ; [329.456942  63.543058],0
d1,1,0.036605,4.368709,[98 79] ; [255 140],[109.23251748  67.76748252] ; [243.76748252 151.23251748],0
d3,1,0.049197,3.86862,[116  61] ; [290 104],[125.85288967  51.14711033] ; [280.14711033 113.85288967],0
b4,1,0.050731,3.817129,[114  63] ; [220 175],[103.35314685  73.64685315] ; [230.64685315 164.35314685],0
n5,1,0.055591,3.664267,[128  48] ; [315  79],[136.78596491  39.21403509] ; [306.21403509  87.78596491],0
v1,1,0.057082,3.620199,[88 83] ; [232 154],[98.24057451 72.75942549] ; [221.75942549 164.24057451],0
v2,1,0.068095,3.328349,[92 75] ; [242 140],[101.5992714  65.4007286] ; [232.4007286 149.5992714],0
s3,1,0.069893,3.28552,[88 84] ; [231 158],[97.80392157 74.19607843] ; [221.19607843 167.80392157],0
b1,1,0.07199,3.237062,[ 53 124] ; [149 246],[ 62.50699301 114.49300699] ; [139.49300699 255.50699301],0
r4,1,0.075546,3.158213,[168   9] ; [386   9],[171.43006993   5.56993007] ; [382.56993007  12.43006993],0
r3,1,0.087071,2.927717,[170   6] ; [388   5],[172.59753954   3.40246046] ; [385.40246046   7.59753954],0
v4,1,0.095245,2.783415,[168   8] ; [384   8],[171.04225352   4.95774648] ; [380.95774648  11.04225352],0
s6,1,0.134748,2.236936,[110  65] ; [268 119],[117.70462633  57.29537367] ; [260.29537367 126.70462633],0
b5,1,0.165245,1.925564,[110  67] ; [221 174],[102.42482517  74.57517483] ; [228.57517483 166.42482517],0
p1,1,0.179013,1.805801,[ 11 165] ; [ 38 355],[ 15.15641476 160.84358524] ; [ 33.84358524 359.15641476],0
u3,1,0.20117,1.63386,[41 19] ; [54 39],[37.25490196 22.74509804] ; [57.74509804 35.25490196],0
n1,1,0.20972,1.573355,[17 24] ; [17 41],[14.08080808 26.91919192] ; [19.91919192 38.08080808],0
a2,1,0.222352,1.48913,[ 39 138] ; [106 289],[ 44.86888112 132.13111888] ; [100.13111888 294.86888112],0
u1,1,0.270817,1.212604,[ 31 146] ; [ 85 310],[ 35.8951049 141.1048951] ; [ 80.1048951 314.8951049],0
a1,1,0.273636,1.19843,[  5 172] ; [ 19 376],[  7.42657343 169.57342657] ; [ 16.57342657 378.42657343],0
n3,1,0.292149,1.109692,[28 12] ; [46 12],[30.20408163  9.79591837] ; [43.79591837 14.20408163],0
s1,1,0.330166,0.948248,[  6 169] ; [  8 382],[  4.33628319 170.66371681] ; [  9.66371681 380.33628319],0
a6,1,0.364918,0.820899,[130  47] ; [274 119],[125.45263158  51.54736842] ; [278.54736842 114.45263158],0
n6,1,0.424589,0.637579,[152  25] ; [346  46],[154.91388401  22.08611599] ; [343.08611599  48.91388401],0
p12,1,0.474187,0.512203,[ 20 156] ; [ 37 356],[ 17.63093146 158.36906854] ; [ 39.36906854 353.63093146],0
r2,1,0.487356,0.482359,[173   4] ; [377  13],[171.69312169   5.30687831] ; [378.30687831  11.69312169],0
b2,1,0.48914,0.478418,[40 66] ; [105 147],[42.93296089 63.06703911] ; [102.06703911 149.93296089],0
b3,1,0.48914,0.478418,[40 66] ; [105 147],[42.93296089 63.06703911] ; [102.06703911 149.93296089],0
u4,1,0.553097,0.351799,[  5 172] ; [  8 387],[  4.02272727 172.97727273] ; [  8.97727273 386.02272727],0
n4,1,0.557772,0.343576,[142  35] ; [325  70],[144.50874126  32.49125874] ; [322.49125874  72.50874126],0
s4,1,0.563098,0.334368,[ 24 150] ; [ 61 328],[ 26.26998224 147.73001776] ; [ 58.73001776 330.26998224],0
n2,1,0.564967,0.331176,[29 11] ; [45 13],[30.20408163  9.79591837] ; [43.79591837 14.20408163],0
d2,1,0.580889,0.3048,[84 91] ; [199 195],[87.03866432 87.96133568] ; [195.96133568 198.03866432],0
u2,1,0.674699,0.176155,[37 23] ; [53 38],[35.7615894 24.2384106] ; [54.2384106 36.7615894],0
a7,1,0.719105,0.129352,[127  49] ; [290 104],[128.75789474  47.24210526] ; [288.24210526 105.75789474],0
a5,1,0.720593,0.127926,[137  40] ; [311  84],[138.62937063  38.37062937] ; [309.37062937  85.62937063],0
