Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,37.746019,[ 87 131] ; [103  38],[115.37604457 102.62395543] ; [74.62395543 66.37604457],1
p5,1,0.0,32.735189,[ 20 199] ; [47 95],[ 40.64542936 178.35457064] ; [ 26.35457064 115.64542936],1
s6,1,0.0,31.026731,[129  89] ; [120  18],[152.47752809  65.52247191] ; [96.52247191 41.47752809],1
s7,1,1.4e-05,18.855308,[ 98 108] ; [97 39],[117.45614035  88.54385965] ; [77.54385965 58.45614035],1
s3,1,0.000133,14.598342,[108 108] ; [98 41],[125.34084507  90.65915493] ; [80.65915493 58.34084507],1
s8,1,0.000221,13.641931,[ 95 123] ; [89 51],[112.04469274 105.95530726] ; [71.95530726 68.04469274],1
p6,1,0.000297,13.088149,[ 95 123] ; [89 52],[111.73259053 106.26740947] ; [72.26740947 68.73259053],1
p7,1,0.000667,11.579315,[170  46] ; [130  11],[181.51260504  34.48739496] ; [118.48739496  22.51260504],1
v1,1,0.001434,10.161079,[119  97] ; [102  40],[133.34078212  82.65921788] ; [87.65921788 54.34078212],0
p10,1,0.00347,8.542452,[185  32] ; [135   7],[193.42618384  23.57381616] ; [126.57381616  15.42618384],0
p9,1,0.006392,7.436352,[189  28] ; [135   6],[196.39106145  20.60893855] ; [127.60893855  13.39106145],0
b5,1,0.007811,7.076274,[130  89] ; [64 78],[117.68975069 101.31024931] ; [76.31024931 65.68975069],0
s4,1,0.008165,6.996847,[ 23 194] ; [ 29 111],[ 31.60784314 185.39215686] ; [ 20.39215686 119.60784314],0
n5,1,0.010209,6.597981,[189  29] ; [134   7],[196.13927577  21.86072423] ; [126.86072423  14.13927577],0
r4,1,0.010885,6.483931,[200  19] ; [139   3],[205.65373961  13.34626039] ; [133.34626039   8.65373961],0
v3,1,0.014508,5.975202,[ 89 126] ; [77 64],[100.25280899 114.74719101] ; [65.74719101 75.25280899],0
b3,1,0.014532,5.972302,[42 95] ; [42 48],[50.69603524 86.30396476] ; [33.30396476 56.69603524],0
b2,1,0.014532,5.972302,[42 95] ; [42 48],[50.69603524 86.30396476] ; [33.30396476 56.69603524],0
