Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,39.238533,[77  3] ; [4 8],[70.43478261  9.56521739] ; [10.56521739  1.43478261],1
p11,1,0.000321,12.945201,[61 19] ; [3 9],[55.65217391 24.34782609] ; [8.34782609 3.65217391],1
a6,1,0.000508,12.085386,[60 20] ; [3 9],[54.7826087 25.2173913] ; [8.2173913 3.7826087],1
n5,1,0.00117,10.537916,[58 22] ; [3 9],[53.04347826 26.95652174] ; [7.95652174 4.04347826],0
r4,1,0.003231,8.672468,[75  5] ; [8 4],[72.17391304  7.82608696] ; [10.82608696  1.17391304],0
n6,1,0.003318,8.623694,[72  8] ; [7 5],[68.69565217 11.30434783] ; [10.30434783  1.69565217],0
p2,1,0.004372,8.122523,[68 12] ; [6 6],[64.34782609 15.65217391] ; [9.65217391 2.34782609],0
p7,1,0.006096,7.521851,[57 21] ; [4 8],[52.86666667 25.13333333] ; [8.13333333 3.86666667],0
s5,1,0.013521,6.099647,[46 27] ; [3 9],[42.08235294 30.91764706] ; [6.91764706 5.08235294],0
r3,1,0.015742,5.831487,[75  4] ; [9 3],[72.92307692  6.07692308] ; [11.07692308  0.92307692],0
b1,1,0.022223,5.228262,[26 54] ; [8 4],[29.56521739 50.43478261] ; [4.43478261 7.56521739],0
a5,1,0.025217,5.008889,[72  8] ; [8 4],[69.56521739 10.43478261] ; [10.43478261  1.56521739],0
p6,1,0.025246,5.006967,[47 32] ; [3 9],[43.40659341 35.59340659] ; [6.59340659 5.40659341],0
s8,1,0.028513,4.796759,[53 27] ; [4 8],[49.56521739 30.43478261] ; [7.43478261 4.56521739],0
s6,1,0.059864,3.541152,[73  6] ; [9 3],[71.18681319  7.81318681] ; [10.81318681  1.18681319],0
v4,1,0.065695,3.387433,[77  3] ; [10  2],[75.65217391  4.34782609] ; [11.34782609  0.65217391],0
v1,1,0.075555,3.158014,[42 38] ; [3 9],[39.13043478 40.86956522] ; [5.86956522 6.13043478],0
a7,1,0.092023,2.838632,[59 21] ; [6 6],[56.52173913 23.47826087] ; [8.47826087 3.52173913],0
r2,1,0.099036,2.720996,[78  1] ; [10  1],[77.24444444  1.75555556] ; [10.75555556  0.24444444],0
b5,1,0.09993,2.70666,[53 27] ; [5 7],[50.43478261 29.56521739] ; [7.56521739 4.43478261],0
a3,1,0.118184,2.441228,[68 12] ; [8 4],[66.08695652 13.91304348] ; [9.91304348 2.08695652],0
s1,1,0.126925,2.329716,[ 4 76] ; [ 2 10],[ 5.2173913 74.7826087] ; [ 0.7826087 11.2173913],0
n3,1,0.146217,2.111278,[16  4] ; [3 3],[14.61538462  5.38461538] ; [4.38461538 1.61538462],0
s7,1,0.151637,2.055709,[54 25] ; [4 5],[52.06818182 26.93181818] ; [5.93181818 3.06818182],0
v2,1,0.171395,1.870699,[42 35] ; [4 8],[39.79775281 37.20224719] ; [6.20224719 5.79775281],0
r1,1,0.197298,1.662262,[66 14] ; [8 4],[64.34782609 15.65217391] ; [9.65217391 2.34782609],0
p4,1,0.226187,1.464677,[60 20] ; [7 5],[58.26086957 21.73913043] ; [8.73913043 3.26086957],0
n1,1,0.244551,1.354167,[ 5 15] ; [3 3],[ 6.15384615 13.84615385] ; [1.84615385 4.15384615],0
u2,1,0.248213,1.333333,[5 7] ; [3 1],[6. 6.] ; [2. 2.],0
a2,1,0.266327,1.235565,[26 54] ; [ 2 10],[24.34782609 55.65217391] ; [3.65217391 8.34782609],0
p8,1,0.275993,1.186716,[45 32] ; [5 7],[43.25842697 33.74157303] ; [6.74157303 5.25842697],0
a1,1,0.288717,1.125593,[ 2 78] ; [ 1 11],[ 2.60869565 77.39130435] ; [ 0.39130435 11.60869565],0
n4,1,0.314905,1.009991,[58 22] ; [7 5],[56.52173913 23.47826087] ; [8.47826087 3.52173913],0
n2,1,0.366444,0.815686,[14  6] ; [3 3],[13.07692308  6.92307692] ; [3.92307692 2.07692308],0
b2,1,0.37361,0.791621,[16 30] ; [1 5],[15.03846154 30.96153846] ; [1.96153846 4.03846154],0
b3,1,0.37361,0.791621,[16 30] ; [1 5],[15.03846154 30.96153846] ; [1.96153846 4.03846154],0
s2,1,0.411982,0.673074,[62 18] ; [8 4],[60.86956522 19.13043478] ; [9.13043478 2.86956522],0
p3,1,0.458609,0.549287,[49 31] ; [6 6],[47.82608696 32.17391304] ; [7.17391304 4.82608696],0
s3,1,0.474658,0.511111,[61 19] ; [8 4],[60. 20.] ; [9. 3.],0
b4,1,0.601989,0.272007,[47 33] ; [8 4],[47.82608696 32.17391304] ; [7.17391304 4.82608696],0
u1,1,0.787906,0.072378,[23 57] ; [3 9],[22.60869565 57.39130435] ; [3.39130435 8.60869565],0
d2,1,0.787906,0.072378,[57 23] ; [9 3],[57.39130435 22.60869565] ; [8.60869565 3.39130435],0
a4,1,0.828492,0.046931,[44 36] ; [7 5],[44.34782609 35.65217391] ; [6.65217391 5.34782609],0
v3,1,0.930665,0.00757,[27 51] ; [4 8],[26.86666667 51.13333333] ; [4.13333333 7.86666667],0
d3,1,0.961901,0.002282,[73  7] ; [11  1],[73.04347826  6.95652174] ; [10.95652174  1.04347826],0
