Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,44.316019,[88  8] ; [ 4 13],[78.15929204 17.84070796] ; [13.84070796  3.15929204],1
n6,1,0.001166,10.542955,[82 13] ; [9 8],[77.1875 17.8125] ; [13.8125  3.1875],0
r4,1,0.001871,9.671646,[88  8] ; [11  6],[84.10619469 11.89380531] ; [14.89380531  2.10619469],0
n5,1,0.003568,8.491392,[73 23] ; [ 7 10],[67.96460177 28.03539823] ; [12.03539823  4.96460177],0
r2,1,0.004267,8.16656,[93  2] ; [14  3],[90.75892857  4.24107143] ; [16.24107143  0.75892857],0
p11,1,0.005212,7.804473,[76 20] ; [8 9],[71.36283186 24.63716814] ; [12.63716814  4.36283186],0
r3,1,0.014546,5.970629,[92  3] ; [14  3],[89.91071429  5.08928571] ; [16.08928571  0.91071429],0
s2,1,0.02082,5.341836,[87  9] ; [12  5],[84.10619469 11.89380531] ; [14.89380531  2.10619469],0
s5,1,0.02427,5.075205,[53 33] ; [ 5 11],[48.90196078 37.09803922] ; [9.09803922 6.90196078],0
a3,1,0.025821,4.967997,[71 25] ; [8 9],[67.11504425 28.88495575] ; [11.88495575  5.11504425],0
v2,1,0.044192,4.049192,[46 46] ; [ 4 13],[42.20183486 49.79816514] ; [7.79816514 9.20183486],0
s8,1,0.054039,3.711504,[58 38] ; [ 6 11],[54.37168142 41.62831858] ; [9.62831858 7.37168142],0
a7,1,0.054189,3.706862,[68 28] ; [8 9],[64.56637168 31.43362832] ; [11.43362832  5.56637168],0
a5,1,0.078987,3.085621,[71 25] ; [9 8],[67.96460177 28.03539823] ; [12.03539823  4.96460177],0
b1,1,0.08252,3.014551,[35 61] ; [10  7],[38.2300885 57.7699115] ; [ 6.7699115 10.2300885],0
v4,1,0.092739,2.826168,[93  3] ; [14  2],[91.71428571  4.28571429] ; [15.28571429  0.71428571],0
n4,1,0.144463,2.12976,[68 28] ; [9 8],[65.4159292 30.5840708] ; [11.5840708  5.4159292],0
p7,1,0.150748,2.064665,[65 27] ; [9 8],[62.4587156 29.5412844] ; [11.5412844  5.4587156],0
d3,1,0.168256,1.898413,[72 24] ; [10  7],[69.66371681 26.33628319] ; [12.33628319  4.66371681],0
a6,1,0.17238,1.862123,[67 29] ; [9 8],[64.56637168 31.43362832] ; [11.43362832  5.56637168],0
s6,1,0.187746,1.735217,[85  7] ; [14  3],[83.55963303  8.44036697] ; [15.44036697  1.55963303],0
d1,1,0.198919,1.650293,[61 35] ; [8 9],[58.61946903 37.38053097] ; [10.38053097  6.61946903],0
u3,1,0.223216,1.483575,[17  8] ; [8 1],[18.38235294  6.61764706] ; [6.61764706 2.38235294],0
p6,1,0.223859,1.479463,[43 52] ; [ 5 12],[40.71428571 54.28571429] ; [7.28571429 9.71428571],0
a4,1,0.263209,1.2518,[48 48] ; [ 6 11],[45.87610619 50.12389381] ; [8.12389381 8.87610619],0
a2,1,0.26425,1.246355,[23 73] ; [ 2 15],[21.23893805 74.76106195] ; [ 3.76106195 13.23893805],0
n1,1,0.2686,1.223885,[ 5 18] ; [3 4],[ 6.13333333 16.86666667] ; [1.86666667 5.13333333],0
s1,1,0.301314,1.068371,[ 5 91] ; [ 2 15],[ 5.94690265 90.05309735] ; [ 1.05309735 15.94690265],0
v1,1,0.357219,0.847646,[45 50] ; [ 6 11],[43.25892857 51.74107143] ; [7.74107143 9.25892857],0
r1,1,0.371387,0.799018,[77 19] ; [12  5],[75.61061947 20.38938053] ; [13.38938053  3.61061947],0
p3,1,0.376468,0.782204,[51 45] ; [11  6],[52.67256637 43.32743363] ; [9.32743363 7.67256637],0
u2,1,0.447332,0.577404,[13 12] ; [6 3],[13.97058824 11.02941176] ; [5.02941176 3.97058824],0
n2,1,0.517309,0.419255,[19  4] ; [5 2],[18.4  4.6] ; [5.6 1.4],0
d4,1,0.569546,0.323443,[79 17] ; [13  4],[78.15929204 17.84070796] ; [13.84070796  3.15929204],0
b4,1,0.622053,0.242992,[56 40] ; [11  6],[56.92035398 39.07964602] ; [10.07964602  6.92035398],0
d5,1,0.64644,0.210418,[78 18] ; [13  4],[77.30973451 18.69026549] ; [13.69026549  3.30973451],0
d2,1,0.702439,0.145947,[50 46] ; [8 9],[49.27433628 46.72566372] ; [8.72566372 8.27433628],0
n3,1,0.70824,0.140041,[18  5] ; [5 2],[17.63333333  5.36666667] ; [5.36666667 1.63333333],0
s7,1,0.715798,0.132554,[67 27] ; [10  5],[66.40366972 27.59633028] ; [10.59633028  4.40366972],0
p1,1,0.759322,0.093863,[ 9 87] ; [ 2 15],[ 9.34513274 86.65486726] ; [ 1.65486726 15.34513274],0
u1,1,0.76361,0.090447,[20 76] ; [ 3 14],[19.53982301 76.46017699] ; [ 3.46017699 13.53982301],0
p4,1,0.862281,0.030092,[60 36] ; [11  6],[60.31858407 35.68141593] ; [10.68141593  6.31858407],0
b5,1,0.90157,0.015296,[58 38] ; [10  7],[57.7699115 38.2300885] ; [10.2300885  6.7699115],0
p2,1,0.920644,0.009925,[80 16] ; [14  3],[79.85840708 16.14159292] ; [14.14159292  2.85840708],0
v3,1,0.975135,0.000971,[28 66] ; [ 5 12],[27.94594595 66.05405405] ; [ 5.05405405 11.94594595],0
p8,1,0.984815,0.000362,[50 44] ; [9 8],[49.96396396 44.03603604] ; [9.03603604 7.96396396],0
