Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,45.638004,[60  6] ; [ 4 19],[47.46067416 18.53932584] ; [16.53932584  6.46067416],1
a5,1,0.002853,8.899037,[55 11] ; [12 11],[49.68539326 16.31460674] ; [17.31460674  5.68539326],0
r4,1,0.020187,5.395648,[61  5] ; [17  6],[57.84269663  8.15730337] ; [20.15730337  2.84269663],0
p10,1,0.02883,4.777744,[56  9] ; [15  8],[52.44318182 12.55681818] ; [18.55681818  4.44318182],0
v1,1,0.029748,4.723783,[32 33] ; [ 5 17],[27.64367816 37.35632184] ; [ 9.35632184 12.64367816],0
s3,1,0.033359,4.527245,[ 8 58] ; [ 7 15],[11.25 54.75] ; [ 3.75 18.25],0
p5,1,0.050664,3.819352,[19 47] ; [ 2 21],[15.57303371 50.42696629] ; [ 5.42696629 17.57303371],0
b3,1,0.052307,3.765911,[21 20] ; [ 3 11],[17.89090909 23.10909091] ; [6.10909091 7.89090909],0
b2,1,0.052307,3.765911,[21 20] ; [ 3 11],[17.89090909 23.10909091] ; [6.10909091 7.89090909],0
b1,1,0.061472,3.497215,[32 34] ; [ 6 17],[28.17977528 37.82022472] ; [ 9.82022472 13.17977528],0
s8,1,0.064661,3.4136,[25 40] ; [ 4 19],[21.42045455 43.57954545] ; [ 7.57954545 15.42045455],0
p9,1,0.073601,3.20082,[54 11] ; [15  8],[50.96590909 14.03409091] ; [18.03409091  4.96590909],0
a6,1,0.091183,2.853356,[42 24] ; [10 13],[38.56179775 27.43820225] ; [13.43820225  9.56179775],0
a8,1,0.106635,2.603389,[12 49] ; [ 1 20],[ 9.67073171 51.32926829] ; [ 3.32926829 17.67073171],0
d5,1,0.108346,2.578177,[56 10] ; [16  7],[53.39325843 12.60674157] ; [18.60674157  4.39325843],0
p8,1,0.110206,2.551264,[38 27] ; [ 9 14],[34.71590909 30.28409091] ; [12.28409091 10.71590909],0
p7,1,0.111392,2.534354,[49 17] ; [13 10],[45.97752809 20.02247191] ; [16.02247191  6.97752809],0
n6,1,0.113156,2.509578,[58  8] ; [17  6],[55.61797753 10.38202247] ; [19.38202247  3.61797753],0
d2,1,0.132885,2.258476,[40 25] ; [10 13],[36.93181818 28.06818182] ; [13.06818182  9.93181818],0
p3,1,0.153967,2.032499,[40 26] ; [10 13],[37.07865169 28.92134831] ; [12.92134831 10.07865169],0
v4,1,0.155079,2.021566,[61  5] ; [18  4],[59.25  6.75] ; [19.75  2.25],0
p6,1,0.194152,1.685824,[25 41] ; [ 5 17],[22.5 43.5] ; [ 7.5 14.5],0
p4,1,0.201071,1.634577,[41 24] ; [11 12],[38.40909091 26.59090909] ; [13.59090909  9.40909091],0
u1,1,0.224859,1.473086,[13 53] ; [ 2 21],[11.12359551 54.87640449] ; [ 3.87640449 19.12359551],0
a2,1,0.224859,1.473086,[13 53] ; [ 2 21],[11.12359551 54.87640449] ; [ 3.87640449 19.12359551],0
a3,1,0.229715,1.442623,[48 18] ; [13  9],[45.75 20.25] ; [15.25  6.75],0
d1,1,0.230961,1.434936,[41 25] ; [11 12],[38.56179775 27.43820225] ; [13.43820225  9.56179775],0
r1,1,0.26072,1.264931,[58  8] ; [18  5],[56.35955056  9.64044944] ; [19.64044944  3.35955056],0
p12,1,0.278914,1.172373,[ 8 57] ; [ 1 22],[ 6.64772727 58.35227273] ; [ 2.35227273 20.64772727],0
p2,1,0.32232,0.97951,[55 11] ; [17  6],[53.39325843 12.60674157] ; [18.60674157  4.39325843],0
s6,1,0.365568,0.818674,[40 23] ; [17  6],[41.75581395 21.24418605] ; [15.24418605  7.75581395],0
p11,1,0.369685,0.804722,[52 14] ; [16  7],[50.42696629 15.57303371] ; [17.57303371  5.42696629],0
v2,1,0.418253,0.655218,[38 28] ; [11 12],[36.33707865 29.66292135] ; [12.66292135 10.33707865],0
u3,1,0.430223,0.622222,[10  8] ; [4 6],[9. 9.] ; [5. 5.],0
n2,1,0.435366,0.608466,[10  4] ; [5 4],[9.13043478 4.86956522] ; [5.86956522 3.13043478],0
s4,1,0.4861,0.485148,[10 55] ; [ 5 18],[11.07954545 53.92045455] ; [ 3.92045455 19.07954545],0
v3,1,0.512677,0.428599,[23 43] ; [ 6 16],[21.75 44.25] ; [ 7.25 14.75],0
u2,1,0.515759,0.422366,[9 8] ; [4 6],[8.18518519 8.81481481] ; [4.81481481 5.18518519],0
b4,1,0.545358,0.365699,[42 24] ; [13 10],[40.78651685 25.21348315] ; [14.21348315  8.78651685],0
a1,1,0.594956,0.282671,[ 5 61] ; [ 1 22],[ 4.4494382 61.5505618] ; [ 1.5505618 21.4494382],0
a4,1,0.598613,0.277093,[30 36] ; [ 9 14],[28.92134831 37.07865169] ; [10.07865169 12.92134831],0
d3,1,0.635913,0.224127,[41 25] ; [13 10],[40.04494382 25.95505618] ; [13.95505618  9.04494382],0
n1,1,0.664558,0.188034,[7 6] ; [4 5],[6.5 6.5] ; [4.5 4.5],0
n3,1,0.776258,0.080769,[9 4] ; [6 2],[9.28571429 3.71428571] ; [5.71428571 2.28571429],0
p1,1,0.805289,0.060766,[10 56] ; [ 3 20],[ 9.64044944 56.35955056] ; [ 3.35955056 19.64044944],0
r2,1,0.839044,0.041256,[59  7] ; [20  2],[59.25  6.75] ; [19.75  2.25],0
a7,1,0.840019,0.040751,[38 27] ; [14  9],[38.40909091 26.59090909] ; [13.59090909  9.40909091],0
s7,1,0.862636,0.029936,[20 41] ; [ 8 15],[20.33333333 40.66666667] ; [ 7.66666667 15.33333333],0
r3,1,0.938845,0.005886,[59  6] ; [21  2],[59.09090909  5.90909091] ; [20.90909091  2.09090909],0
d4,1,0.959068,0.002634,[54 11] ; [19  4],[53.92045455 11.07954545] ; [19.07954545  3.92045455],0
b5,1,0.982226,0.000496,[26 40] ; [ 9 14],[25.95505618 40.04494382] ; [ 9.04494382 13.95505618],0
