Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,30.812838,[ 8 35] ; [35 10],[21.01136364 21.98863636] ; [21.98863636 23.01136364],1
s6,1,0.000227,13.593811,[20 23] ; [37  7],[28.17241379 14.82758621] ; [28.82758621 15.17241379],1
s7,1,0.000591,11.802964,[10 31] ; [27 17],[17.84705882 23.15294118] ; [19.15294118 24.84705882],1
r4,1,0.014515,5.974412,[29 14] ; [40  5],[33.71590909  9.28409091] ; [35.28409091  9.71590909],0
s8,1,0.034726,4.458573,[12 31] ; [22 22],[16.8045977 26.1954023] ; [17.1954023 26.8045977],0
v1,1,0.063513,3.443199,[15 27] ; [25 20],[19.31034483 22.68965517] ; [20.68965517 24.31034483],0
n1,1,0.06999,3.283256,[ 2 12] ; [6 7],[4.14814815 9.85185185] ; [3.85185185 9.14814815],0
r1,1,0.109465,2.561929,[29 14] ; [37  8],[32.25 10.75] ; [33.75 11.25],0
p7,1,0.150928,2.062845,[15 27] ; [22 21],[18.28235294 23.71764706] ; [18.71764706 24.28235294],0
b1,1,0.189429,1.722049,[16 27] ; [23 22],[19.05681818 23.94318182] ; [19.94318182 25.05681818],0
p8,1,0.194312,1.68462,[16 27] ; [11 34],[13.19318182 29.80681818] ; [13.80681818 31.19318182],0
p9,1,0.287713,1.13029,[25 17] ; [31 13],[27.34883721 14.65116279] ; [28.65116279 15.34883721],0
n5,1,0.295948,1.092365,[24 19] ; [30 15],[26.38636364 16.61363636] ; [27.61363636 17.38636364],0
p12,1,0.307839,1.039925,[ 3 40] ; [ 6 38],[ 4.44827586 38.55172414] ; [ 4.55172414 39.44827586],0
n6,1,0.355324,0.854353,[34  9] ; [31 13],[32.12643678 10.87356322] ; [32.87356322 11.12643678],0
u2,1,0.36249,0.829248,[5 7] ; [10  7],[6.20689655 5.79310345] ; [8.79310345 8.20689655],0
r2,1,0.378007,0.777173,[36  5] ; [42  3],[37.18604651  3.81395349] ; [40.81395349  4.18604651],0
p4,1,0.403209,0.698734,[17 25] ; [14 30],[15.13953488 26.86046512] ; [15.86046512 28.13953488],0
b5,1,0.406729,0.68834,[23 20] ; [28 17],[24.92045455 18.07954545] ; [26.07954545 18.92045455],0
a4,1,0.406729,0.68834,[20 23] ; [17 28],[18.07954545 24.92045455] ; [18.92045455 26.07954545],0
p11,1,0.408302,0.68374,[24 19] ; [29 16],[25.89772727 17.10227273] ; [27.10227273 17.89772727],0
a1,1,0.418372,0.654884,[ 5 38] ; [ 3 42],[ 3.90909091 39.09090909] ; [ 4.09090909 40.90909091],0
s5,1,0.439528,0.597513,[12 31] ; [15 27],[13.65882353 29.34117647] ; [13.34117647 28.65882353],0
a8,1,0.455193,0.55769,[ 3 33] ; [ 6 38],[ 4.05 31.95] ; [ 4.95 39.05],0
a3,1,0.455418,0.557132,[30 13] ; [28 17],[28.34090909 14.65909091] ; [29.65909091 15.34090909],0
p6,1,0.464863,0.534161,[10 33] ; [13 30],[11.5 31.5] ; [11.5 31.5],0
a2,1,0.499165,0.456712,[ 8 35] ; [ 6 39],[ 6.84090909 36.15909091] ; [ 7.15909091 37.84090909],0
