Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.005818,7.605684,[50  6] ; [1 2],[48.40677966  7.59322034] ; [2.59322034 0.40677966],0
r3,1,0.011981,6.313722,[48  7] ; [1 2],[46.46551724  8.53448276] ; [2.53448276 0.46551724],0
n4,1,0.055561,3.665184,[45 11] ; [1 2],[43.66101695 12.33898305] ; [2.33898305 0.66101695],0
r4,1,0.055561,3.665184,[45 11] ; [1 2],[43.66101695 12.33898305] ; [2.33898305 0.66101695],0
p5,1,0.060403,3.526272,[ 3 53] ; [1 2],[ 3.79661017 52.20338983] ; [0.20338983 2.79661017],0
r1,1,0.113759,2.501211,[42 14] ; [1 2],[40.81355932 15.18644068] ; [2.18644068 0.81355932],0
p3,1,0.162678,1.949155,[16 40] ; [2 1],[17.08474576 38.91525424] ; [0.91525424 2.08474576],0
b4,1,0.162678,1.949155,[40 16] ; [1 2],[38.91525424 17.08474576] ; [2.08474576 0.91525424],0
a7,1,0.228454,1.450463,[37 18] ; [1 2],[36.03448276 18.96551724] ; [1.96551724 1.03448276],0
v2,1,0.339816,0.911125,[33 21] ; [1 2],[32.21052632 21.78947368] ; [1.78947368 1.21052632],0
p7,1,0.339816,0.911125,[21 33] ; [2 1],[21.78947368 32.21052632] ; [1.21052632 1.78947368],0
n5,1,0.346927,0.884666,[34 22] ; [1 2],[33.22033898 22.77966102] ; [1.77966102 1.22033898],0
a8,1,0.363599,0.825426,[ 7 43] ; [1 2],[ 7.54716981 42.45283019] ; [0.45283019 2.54716981],0
p4,1,0.434757,0.610082,[24 31] ; [2 1],[24.65517241 30.34482759] ; [1.34482759 1.65517241],0
s3,1,0.510878,0.432267,[28 25] ; [1 2],[27.44642857 25.55357143] ; [1.55357143 1.44642857],0
b1,1,0.533393,0.387924,[27 29] ; [2 1],[27.52542373 28.47457627] ; [1.47457627 1.52542373],0
p11,1,0.533393,0.387924,[29 27] ; [1 2],[28.47457627 27.52542373] ; [1.52542373 1.47457627],0
d2,1,0.553257,0.351515,[28 27] ; [1 2],[27.5 27.5] ; [1.5 1.5],0
d1,1,0.657372,0.196732,[26 30] ; [1 2],[25.62711864 30.37288136] ; [1.37288136 1.62711864],0
a4,1,0.657372,0.196732,[26 30] ; [1 2],[25.62711864 30.37288136] ; [1.37288136 1.62711864],0
v1,1,0.681004,0.168998,[30 25] ; [2 1],[30.34482759 24.65517241] ; [1.65517241 1.34482759],0
d4,1,0.702306,0.146084,[42 13] ; [2 1],[41.72413793 13.27586207] ; [2.27586207 0.72413793],0
d5,1,0.746738,0.104293,[42 14] ; [2 1],[41.76271186 14.23728814] ; [2.23728814 0.76271186],0
s2,1,0.799078,0.064791,[22 32] ; [1 2],[21.78947368 32.21052632] ; [1.21052632 1.78947368],0
n6,1,0.803728,0.061765,[41 15] ; [2 1],[40.81355932 15.18644068] ; [2.18644068 0.81355932],0
a2,1,0.803728,0.061765,[15 41] ; [1 2],[15.18644068 40.81355932] ; [0.81355932 2.18644068],0
s7,1,0.808466,0.058761,[21 31] ; [1 2],[20.8 31.2] ; [1.2 1.8],0
a5,1,0.836832,0.042414,[34 22] ; [2 1],[34.16949153 21.83050847] ; [1.83050847 1.16949153],0
a3,1,0.933126,0.007041,[36 20] ; [2 1],[36.06779661 19.93220339] ; [1.93220339 1.06779661],0
p8,1,0.947843,0.004279,[19 35] ; [1 2],[18.94736842 35.05263158] ; [1.05263158 1.94736842],0
d3,1,0.983071,0.00045,[37 19] ; [2 1],[37.01694915 18.98305085] ; [1.98305085 1.01694915],0
a6,1,0.983071,0.00045,[37 19] ; [2 1],[37.01694915 18.98305085] ; [1.98305085 1.01694915],0
