Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2e-06,22.179309,[16 28] ; [44  9],[27.21649485 16.78350515] ; [32.78350515 20.21649485],1
a6,1,0.082878,3.007531,[20 25] ; [34 21],[24.3 20.7] ; [29.7 25.3],0
r1,1,0.098933,2.722658,[19 26] ; [14 39],[15.15306122 29.84693878] ; [17.84693878 35.15306122],0
u3,1,0.105552,2.619591,[ 4 12] ; [8 7],[6.19354839 9.80645161] ; [5.80645161 9.19354839],0
a5,1,0.106297,2.608427,[24 21] ; [38 17],[27.9 17.1] ; [34.1 20.9],0
n1,1,0.111407,2.534152,[ 5 20] ; [ 8 11],[ 7.38636364 17.61363636] ; [ 5.61363636 13.38636364],0
s3,1,0.128123,2.315098,[16 28] ; [26 24],[19.65957447 24.34042553] ; [22.34042553 27.65957447],0
s1,1,0.144992,2.12416,[ 5 40] ; [ 2 53],[ 3.15 41.85] ; [ 3.85 51.15],0
n4,1,0.146821,2.104969,[23 22] ; [36 19],[26.55 18.45] ; [32.45 22.55],0
n3,1,0.17186,1.866643,[10 15] ; [11  7],[12.20930233 12.79069767] ; [8.79069767 9.20930233],0
p3,1,0.188169,1.731899,[12 31] ; [22 32],[15.07216495 27.92783505] ; [18.92783505 35.07216495],0
b4,1,0.206765,1.593936,[23 22] ; [35 20],[26.1 18.9] ; [31.9 23.1],0
d5,1,0.208236,1.583648,[33 12] ; [46  9],[35.55  9.45] ; [43.45 11.55],0
a8,1,0.217831,1.518603,[ 1 42] ; [ 4 45],[ 2.33695652 40.66304348] ; [ 2.66304348 46.33695652],0
p1,1,0.235829,1.405358,[ 2 43] ; [ 6 49],[ 3.6 41.4] ; [ 4.4 50.6],0
u1,1,0.314879,1.010101,[ 3 42] ; [ 7 48],[ 4.5 40.5] ; [ 5.5 49.5],0
a1,1,0.314879,1.010101,[ 6 39] ; [ 4 51],[ 4.5 40.5] ; [ 5.5 49.5],0
s5,1,0.383189,0.760446,[ 7 36] ; [12 39],[ 8.69148936 34.30851064] ; [10.30851064 40.69148936],0
b3,1,0.482864,0.492387,[ 9 15] ; [11 27],[ 7.74193548 16.25806452] ; [12.25806452 25.74193548],0
b2,1,0.482864,0.492387,[ 9 15] ; [11 27],[ 7.74193548 16.25806452] ; [12.25806452 25.74193548],0
a2,1,0.510569,0.4329,[ 6 39] ; [10 45],[ 7.2 37.8] ; [ 8.8 46.2],0
a7,1,0.526427,0.401284,[25 20] ; [34 21],[26.55 18.45] ; [32.45 22.55],0
v3,1,0.564064,0.332716,[11 34] ; [16 38],[12.27272727 32.72727273] ; [14.72727273 39.27272727],0
v1,1,0.576755,0.31151,[16 28] ; [21 29],[17.31914894 26.68085106] ; [19.68085106 30.31914894],0
a3,1,0.594006,0.284132,[29 15] ; [39 16],[30.22222222 13.77777778] ; [37.77777778 17.22222222],0
s4,1,0.6971,0.151506,[ 7 38] ; [10 44],[ 7.72727273 37.27272727] ; [ 9.27272727 44.72727273],0
u2,1,0.712547,0.135747,[6 9] ; [7 8],[6.5 8.5] ; [6.5 8.5],0
b5,1,0.713965,0.134348,[27 18] ; [31 24],[26.1 18.9] ; [31.9 23.1],0
d3,1,0.737616,0.112233,[28 17] ; [36 19],[28.8 16.2] ; [35.2 19.8],0
a4,1,0.748524,0.102775,[17 27] ; [23 32],[17.77777778 26.22222222] ; [22.22222222 32.77777778],0
v4,1,0.785188,0.074291,[30 15] ; [32 18],[29.36842105 15.63157895] ; [32.63157895 17.36842105],0
d2,1,0.787311,0.072794,[22 22] ; [26 29],[21.33333333 22.66666667] ; [26.66666667 28.33333333],0
d1,1,0.79185,0.069648,[25 20] ; [32 23],[25.65 19.35] ; [31.35 23.65],0
r2,1,0.908832,0.013113,[25 17] ; [28 20],[24.73333333 17.26666667] ; [28.26666667 19.73333333],0
