Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.002397,9.217241,[28  1] ; [2 2],[26.36363636  2.63636364] ; [3.63636364 0.36363636],0
d5,1,0.005,7.879547,[25  4] ; [1 3],[22.84848485  6.15151515] ; [3.15151515 0.84848485],0
r1,1,0.011507,6.385216,[24  5] ; [1 3],[21.96969697  7.03030303] ; [3.03030303 0.96969697],0
v4,1,0.038118,4.299754,[26  3] ; [2 2],[24.60606061  4.39393939] ; [3.39393939 0.60606061],0
a1,1,0.09037,2.86777,[ 1 28] ; [1 3],[ 1.75757576 27.24242424] ; [0.24242424 3.75757576],0
b1,1,0.120024,2.417009,[19 10] ; [1 3],[17.57575758 11.42424242] ; [2.42424242 1.57575758],0
d4,1,0.133002,2.257105,[24  5] ; [2 2],[22.84848485  6.15151515] ; [3.15151515 0.84848485],0
s4,1,0.145775,2.115918,[ 5 23] ; [2 2],[ 6.125 21.875] ; [0.875 3.125],0
d3,1,0.159657,1.977476,[18 11] ; [1 3],[16.6969697 12.3030303] ; [2.3030303 1.6969697],0
p1,1,0.237737,1.393966,[ 2 27] ; [1 3],[ 2.63636364 26.36363636] ; [0.36363636 3.63636364],0
d1,1,0.257673,1.281218,[16 13] ; [1 3],[14.93939394 14.06060606] ; [2.06060606 1.93939394],0
n6,1,0.276271,1.185345,[22  7] ; [2 2],[21.09090909  7.90909091] ; [2.90909091 1.09090909],0
a7,1,0.316079,1.005103,[15 14] ; [1 3],[14.06060606 14.93939394] ; [1.93939394 2.06060606],0
b5,1,0.316079,1.005103,[15 14] ; [1 3],[14.06060606 14.93939394] ; [1.93939394 2.06060606],0
p7,1,0.348632,0.878431,[14 14] ; [1 3],[13.125 14.875] ; [1.875 2.125],0
s7,1,0.348632,0.878431,[14 14] ; [1 3],[13.125 14.875] ; [1.875 2.125],0
a3,1,0.360505,0.836132,[21  8] ; [2 2],[20.21212121  8.78787879] ; [2.78787879 1.21212121],0
s6,1,0.360505,0.836132,[21  8] ; [2 2],[20.21212121  8.78787879] ; [2.78787879 1.21212121],0
p11,1,0.380804,0.768103,[15 14] ; [3 1],[15.81818182 13.18181818] ; [2.18181818 1.81818182],0
s2,1,0.380804,0.768103,[14 15] ; [1 3],[13.18181818 15.81818182] ; [1.81818182 2.18181818],0
a5,1,0.545323,0.365764,[19 10] ; [2 2],[18.45454545 10.54545455] ; [2.54545455 1.45454545],0
n4,1,0.614271,0.254002,[18 11] ; [3 1],[18.45454545 10.54545455] ; [2.54545455 1.45454545],0
n3,1,0.648807,0.207407,[8 4] ; [1 1],[7.71428571 4.28571429] ; [1.28571429 0.71428571],0
b4,1,0.706063,0.142241,[19 10] ; [3 1],[19.33333333  9.66666667] ; [2.66666667 1.33333333],0
n1,1,0.715388,0.132955,[7 4] ; [1 1],[6.76923077 4.23076923] ; [1.23076923 0.76923077],0
s3,1,0.743645,0.106948,[17 12] ; [2 2],[16.6969697 12.3030303] ; [2.3030303 1.6969697],0
a6,1,0.743645,0.106948,[17 12] ; [2 2],[16.6969697 12.3030303] ; [2.3030303 1.6969697],0
p2,1,0.743645,0.106948,[17 12] ; [2 2],[16.6969697 12.3030303] ; [2.3030303 1.6969697],0
u2,1,0.857714,0.032143,[3 4] ; [1 1],[3.11111111 3.88888889] ; [0.88888889 1.11111111],0
a4,1,0.948428,0.004184,[14 15] ; [2 2],[14.06060606 14.93939394] ; [1.93939394 2.06060606],0
