Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,61.90443,[82 25] ; [ 43 114],[50.66287879 56.33712121] ; [74.33712121 82.66287879],1
s2,1,0.0,50.725996,[86 27] ; [ 53 110],[56.90942029 56.09057971] ; [82.09057971 80.90942029],1
s3,1,0.0,37.325337,[88 24] ; [67 95],[63.35766423 48.64233577] ; [91.64233577 70.35766423],1
s6,1,1.2e-05,19.158437,[95 21] ; [91 69],[78.17391304 37.82608696] ; [107.82608696  52.17391304],1
a3,1,2.2e-05,18.034114,[97 20] ; [97 67],[80.77580071 36.22419929] ; [113.22419929  50.77580071],1
a2,1,0.000365,12.704165,[39 78] ; [ 25 139],[26.64768683 90.35231317] ; [ 37.35231317 126.64768683],1
d2,1,0.0005,12.114832,[71 46] ; [65 99],[56.62633452 60.37366548] ; [79.37366548 84.62633452],1
p9,1,0.002309,9.28647,[104  11] ; [125  39],[94.390681 20.609319] ; [134.609319  29.390681],0
s5,1,0.003034,8.787053,[45 68] ; [ 37 123],[33.94139194 79.05860806] ; [ 48.05860806 111.94139194],0
v3,1,0.004206,8.192752,[54 53] ; [ 52 106],[42.8 64.2] ; [63.2 94.8],0
d1,1,0.005483,7.712979,[80 37] ; [85 79],[68.70106762 48.29893238] ; [96.29893238 67.70106762],0
b3,1,0.005903,7.579648,[34 52] ; [19 73],[25.60674157 60.39325843] ; [27.39325843 64.60674157],0
b2,1,0.005903,7.579648,[34 52] ; [19 73],[25.60674157 60.39325843] ; [27.39325843 64.60674157],0
p10,1,0.006703,7.350808,[101  13] ; [124  40],[92.26618705 21.73381295] ; [132.73381295  31.26618705],0
p12,1,0.023484,5.132372,[ 11 106] ; [  5 159],[  6.66192171 110.33807829] ; [  9.33807829 154.66192171],0
v4,1,0.024098,5.087554,[113   2] ; [151  13],[108.8172043   6.1827957] ; [155.1827957   8.8172043],0
u1,1,0.037055,4.347897,[26 91] ; [ 21 143],[19.56939502 97.43060498] ; [ 27.43060498 136.56939502],0
n5,1,0.042464,4.116602,[95 21] ; [117  47],[87.82857143 28.17142857] ; [124.17142857  39.82857143],0
r1,1,0.047196,3.938398,[98 17] ; [123  40],[91.42086331 23.57913669] ; [129.57913669  33.42086331],0
u2,1,0.055967,3.653034,[15  5] ; [33 32],[11.29411765  8.70588235] ; [36.70588235 28.29411765],0
u3,1,0.146892,2.104234,[15  5] ; [37 28],[12.23529412  7.76470588] ; [39.76470588 25.23529412],0
r2,1,0.148856,2.083938,[109   7] ; [145  18],[105.60573477  10.39426523] ; [148.39426523  14.60573477],0
n4,1,0.161253,1.962433,[92 24] ; [118  46],[87. 29.] ; [123.  41.],0
a7,1,0.180183,1.796117,[80 37] ; [124  40],[84.93950178 32.06049822] ; [119.06049822  44.93950178],0
r4,1,0.205433,1.603323,[107  10] ; [142  22],[103.67615658  13.32384342] ; [145.32384342  18.67615658],0
s4,1,0.269444,1.219575,[19 98] ; [ 19 144],[ 15.87857143 101.12142857] ; [ 22.12142857 140.87857143],0
a6,1,0.270157,1.21595,[87 30] ; [112  52],[82.85765125 34.14234875] ; [116.14234875  47.85765125],0
p5,1,0.285206,1.142113,[15 98] ; [ 15 148],[ 12.2826087 100.7173913] ; [ 17.7173913 145.2826087],0
v1,1,0.296695,1.088992,[63 48] ; [80 79],[58.78888889 52.21111111] ; [84.21111111 74.78888889],0
p3,1,0.304082,1.056205,[76 41] ; [96 67],[71.87142857 45.12857143] ; [100.12857143  62.87142857],0
a5,1,0.349198,0.87637,[92 25] ; [121  43],[88.68683274 28.31316726] ; [124.31316726  39.68683274],0
r3,1,0.385446,0.753259,[112   5] ; [153  11],[110.33807829   6.66192171] ; [154.66192171   9.33807829],0
a8,1,0.388658,0.743137,[14 89] ; [ 15 134],[11.8531746 91.1468254] ; [ 17.1468254 131.8531746],0
p11,1,0.411373,0.674829,[94 23] ; [125  39],[91.18505338 25.81494662] ; [127.81494662  36.18505338],0
p2,1,0.421604,0.64584,[103  14] ; [138  25],[100.70357143  16.29642857] ; [140.29642857  22.70357143],0
a1,1,0.447163,0.577834,[  3 114] ; [  7 157],[  4.16370107 112.83629893] ; [  5.83629893 158.16370107],0
n1,1,0.502539,0.449571,[11 16] ; [10 21],[ 9.77586207 17.22413793] ; [11.22413793 19.77586207],0
b1,1,0.52484,0.404373,[42 75] ; [65 99],[44.55160142 72.44839858] ; [ 62.44839858 101.55160142],0
v2,1,0.530637,0.393172,[64 47] ; [85 73],[61.48327138 49.51672862] ; [87.51672862 70.48327138],0
p7,1,0.555135,0.348198,[73 44] ; [96 67],[70.61785714 46.38214286] ; [98.38214286 64.61785714],0
s1,1,0.573483,0.316889,[  4 110] ; [  8 155],[  4.93862816 109.06137184] ; [  7.06137184 155.93862816],0
a4,1,0.574889,0.31457,[51 66] ; [66 98],[48.71530249 68.28469751] ; [68.28469751 95.71530249],0
n6,1,0.616925,0.250213,[98 18] ; [134  29],[96.45878136 19.54121864] ; [135.54121864  27.45878136],0
b4,1,0.618274,0.248301,[67 50] ; [89 75],[64.95373665 52.04626335] ; [91.04626335 72.95373665],0
d3,1,0.748641,0.102677,[82 35] ; [112  52],[80.77580071 36.22419929] ; [113.22419929  50.77580071],0
d4,1,0.783613,0.075413,[95 22] ; [131  33],[94.09964413 22.90035587] ; [131.90035587  32.09964413],0
n3,1,0.811453,0.056907,[20  8] ; [23  8],[20.40677966  7.59322034] ; [22.59322034  8.40677966],0
n2,1,0.884828,0.020982,[21  7] ; [22  8],[20.75862069  7.24137931] ; [22.24137931  7.75862069],0
p8,1,0.892798,0.018161,[62 55] ; [84 77],[61.44604317 55.55395683] ; [84.55395683 76.44604317],0
p1,1,0.91756,0.010714,[  9 108] ; [ 12 151],[  8.775 108.225] ; [ 12.225 150.775],0
b5,1,0.927811,0.008208,[70 47] ; [99 65],[70.36654804 46.63345196] ; [98.63345196 65.36654804],0
d5,1,0.941213,0.005438,[96 21] ; [134  30],[95.76512456 21.23487544] ; [134.23487544  29.76512456],0
