Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,119.260172,[195  54] ; [ 76 179],[133.88690476 115.11309524] ; [137.11309524 117.88690476],1
s2,1,0.0,62.906282,[181  77] ; [ 95 172],[135.63428571 122.36571429] ; [140.36571429 126.63428571],1
s6,1,0.0,46.407599,[215  41] ; [147 113],[179.59689922  76.40310078] ; [182.40310078  77.59689922],1
s3,1,0.0,41.890875,[188  69] ; [120 145],[151.63984674 105.36015326] ; [156.36015326 108.63984674],1
s5,1,1e-06,24.568426,[126 127] ; [ 75 188],[ 98.55232558 154.44767442] ; [102.44767442 160.55232558],1
p9,1,9.4e-05,15.247971,[242  17] ; [218  47],[227.36641221  31.63358779] ; [232.63358779  32.36641221],1
p10,1,0.000108,14.999197,[237  21] ; [213  53],[221.5648855  36.4351145] ; [228.4351145  37.5648855],1
v1,1,0.000195,13.874154,[168  88] ; [129 132],[147.06382979 108.93617021] ; [149.93617021 111.06382979],1
b3,1,0.000407,12.497985,[82 91] ; [ 45 113],[ 66.3776435 106.6223565] ; [60.6223565 97.3776435],1
b2,1,0.000407,12.497985,[82 91] ; [ 45 113],[ 66.3776435 106.6223565] ; [60.6223565 97.3776435],1
a5,1,0.000493,12.141933,[214  46] ; [185  82],[196.85009488  63.14990512] ; [202.14990512  64.85009488],1
a3,1,0.000659,11.600094,[209  50] ; [180  86],[191.90666667  67.09333333] ; [197.09333333  68.90666667],1
p6,1,0.001213,10.470514,[145 114] ; [110 153],[126.52298851 132.47701149] ; [128.47701149 134.52298851],0
p5,1,0.001526,10.047085,[ 49 209] ; [ 25 242],[ 36.36571429 221.63428571] ; [ 37.63428571 229.36571429],0
v3,1,0.003443,8.556324,[126 127] ; [ 95 162],[109.63333333 143.36666667] ; [111.36666667 145.63333333],0
d1,1,0.005014,7.874259,[176  84] ; [149 118],[160.34155598  99.65844402] ; [164.65844402 102.34155598],0
u4,1,0.005318,7.768152,[ 10 250] ; [  1 266],[  5.42694497 254.57305503] ; [  5.57305503 261.42694497],0
n4,1,0.011351,6.409503,[218  40] ; [202  65],[206.4  51.6] ; [213.6  53.4],0
p12,1,0.012244,6.275137,[ 29 229] ; [ 14 253],[ 21.13142857 236.86857143] ; [ 21.86857143 245.13142857],0
p4,1,0.013106,6.154764,[194  66] ; [172  94],[180.91254753  79.08745247] ; [185.08745247  80.91254753],0
n5,1,0.013956,6.043739,[213  46] ; [195  71],[201.28  57.72] ; [206.72  59.28],0
