Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,2e-06,22.532418,[23 21] ; [15 87],[11.45205479 32.54794521] ; [26.54794521 75.45205479],1
s6,1,2.1e-05,18.066891,[33 11] ; [37 64],[21.24137931 22.75862069] ; [48.75862069 52.24137931],1
s2,1,0.00023,13.566421,[25 19] ; [26 77],[15.26530612 28.73469388] ; [35.73469388 67.26530612],1
s3,1,0.000317,12.96976,[29 15] ; [34 67],[19.11724138 24.88275862] ; [43.88275862 57.11724138],1
s4,1,0.001706,9.841917,[16 28] ; [14 89],[ 8.97959184 35.02040816] ; [21.02040816 81.97959184],0
n4,1,0.007437,7.164315,[23 21] ; [30 73],[15.86394558 28.13605442] ; [37.13605442 65.86394558],0
s5,1,0.023006,5.168058,[15 25] ; [19 80],[ 9.78417266 30.21582734] ; [24.21582734 74.78417266],0
p6,1,0.026139,4.946795,[10 31] ; [10 90],[ 5.81560284 35.18439716] ; [14.18439716 85.81560284],0
a3,1,0.02927,4.751646,[33 11] ; [57 45],[27.12328767 16.87671233] ; [62.87671233 39.12328767],0
v1,1,0.04202,4.13441,[21 22] ; [31 69],[15.63636364 27.36363636] ; [36.36363636 63.63636364],0
n2,1,0.062633,3.466258,[12  2] ; [19 14],[9.23404255 4.76595745] ; [21.76595745 11.23404255],0
p3,1,0.077193,3.123032,[13 31] ; [17 85],[ 9.04109589 34.95890411] ; [20.95890411 81.04109589],0
u3,1,0.0813,3.038727,[8 3] ; [20 26],[5.40350877 5.59649123] ; [22.59649123 23.40350877],0
u2,1,0.083703,2.991484,[8 2] ; [23 23],[5.53571429 4.46428571] ; [25.46428571 20.53571429],0
b2,1,0.086385,2.940476,[13 15] ; [13 35],[ 9.57894737 18.42105263] ; [16.42105263 31.57894737],0
b3,1,0.086385,2.940476,[13 15] ; [13 35],[ 9.57894737 18.42105263] ; [16.42105263 31.57894737],0
a5,1,0.093116,2.819655,[28 16] ; [50 53],[23.34693878 20.65306122] ; [54.65306122 48.34693878],0
d3,1,0.098719,2.726119,[31 13] ; [57 45],[26.52054795 17.47945205] ; [61.47945205 40.52054795],0
b1,1,0.106562,2.60448,[11 33] ; [40 63],[15.26530612 28.73469388] ; [35.73469388 67.26530612],0
u1,1,0.11319,2.509106,[ 6 38] ; [ 6 97],[ 3.59183673 40.40816327] ; [ 8.40816327 94.59183673],0
p5,1,0.130559,2.285845,[ 3 40] ; [  2 100],[ 1.48275862 41.51724138] ; [ 3.51724138 98.48275862],0
n3,1,0.163811,1.938686,[11  2] ; [21 12],[9.04347826 3.95652174] ; [22.95652174 10.04347826],0
a8,1,0.174377,1.844905,[ 4 35] ; [ 4 92],[ 2.31111111 36.68888889] ; [ 5.68888889 90.31111111],0
v3,1,0.193996,1.68701,[14 27] ; [23 75],[10.91366906 30.08633094] ; [26.08633094 71.91366906],0
r4,1,0.214212,1.542728,[37  7] ; [77 26],[34.12244898  9.87755102] ; [79.87755102 23.12244898],0
d5,1,0.216688,1.526173,[35  9] ; [71 31],[31.94520548 12.05479452] ; [74.05479452 27.94520548],0
b5,1,0.219734,1.506107,[23 21] ; [65 38],[26.34013605 17.65986395] ; [61.65986395 41.34013605],0
r3,1,0.230297,1.439027,[42  2] ; [92 11],[40.10884354  3.89115646] ; [93.89115646  9.10884354],0
