Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,111.376731,[237  62] ; [166 253],[167.82311978 131.17688022] ; [235.17688022 183.82311978],1
v1,1,0.0,43.075369,[205  94] ; [185 237],[161.73370319 137.26629681] ; [228.26629681 193.73370319],1
s7,1,2.1e-05,18.111087,[172 113] ; [183 233],[144.32952924 140.67047076] ; [210.67047076 205.32952924],1
n4,1,0.000123,14.748737,[264  38] ; [327 103],[243.82786885  58.17213115] ; [347.17213115  82.82786885],1
s8,1,0.000129,14.658255,[160 139] ; [168 261],[134.71428571 164.28571429] ; [193.28571429 235.71428571],1
p5,1,0.00026,13.337907,[ 53 247] ; [ 37 392],[ 37.03703704 262.96296296] ; [ 52.96296296 376.03703704],1
p3,1,0.000283,13.177284,[177 123] ; [195 235],[152.87671233 147.12328767] ; [219.12328767 210.87671233],1
n5,1,0.000284,13.172716,[261  41] ; [324 105],[241.68262654  60.31737346] ; [343.31737346  85.68262654],1
p12,1,0.000431,12.391102,[ 38 261] ; [ 23 406],[ 25.05357143 273.94642857] ; [ 35.94642857 393.05357143],1
a3,1,0.00109,10.667661,[234  66] ; [287 142],[214.40329218  85.59670782] ; [306.59670782 122.40329218],0
d1,1,0.00223,9.349584,[198 105] ; [233 198],[177.91961853 125.08038147] ; [253.08038147 177.91961853],0
a1,1,0.002789,8.940873,[ 24 279] ; [ 13 418],[ 15.27384196 287.72615804] ; [ 21.72615804 409.27384196],0
p7,1,0.004179,8.204443,[206  84] ; [257 167],[188.05322129 101.94677871] ; [274.94677871 149.05322129],0
d2,1,0.00819,6.991492,[165 136] ; [193 237],[147.41176471 153.58823529] ; [210.58823529 219.41176471],0
r1,1,0.009769,6.676539,[257  46] ; [330  98],[243.3119015  59.6880985] ; [343.6880985  84.3119015],0
s4,1,0.01368,6.078996,[ 40 258] ; [ 87 337],[ 52.41828255 245.58171745] ; [ 74.58171745 349.41828255],0
p10,1,0.022142,5.234617,[258  40] ; [341  85],[246.54972376  51.45027624] ; [352.45027624  73.54972376],0
s5,1,0.023385,5.139646,[119 173] ; [135 281],[104.75706215 187.24293785] ; [149.24293785 266.75706215],0
s2,1,0.03472,4.458913,[167 132] ; [205 223],[152.99587345 146.00412655] ; [219.00412655 208.99587345],0
r4,1,0.034916,4.449299,[287  16] ; [390  41],[279.47002725  23.52997275] ; [397.52997275  33.47002725],0
d3,1,0.040184,4.210081,[219  83] ; [281 149],[206.28415301  95.71584699] ; [293.71584699 136.28415301],0
p1,1,0.043031,4.094203,[ 34 267] ; [ 30 399],[ 26.3890411 274.6109589] ; [ 37.6109589 391.3890411],0
p8,1,0.044621,4.032923,[174 121] ; [219 207],[160.79750347 134.20249653] ; [232.20249653 193.79750347],0
