Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,86.273665,[141 173] ; [205  41],[194.00714286 119.99285714] ; [151.99285714  94.00714286],1
v1,1,9e-06,19.765103,[160 161] ; [169  78],[185.93133803 135.06866197] ; [143.06866197 103.93133803],1
p12,1,1e-05,19.548604,[ 17 309] ; [ 41 209],[ 32.82638889 293.17361111] ; [ 25.17361111 224.82638889],1
p3,1,0.000112,14.926481,[154 173] ; [157  91],[176.86434783 150.13565217] ; [134.13565217 113.86434783],1
p5,1,0.000269,13.2747,[ 28 299] ; [ 47 202],[ 42.578125 284.421875] ; [ 32.421875 216.578125],1
a1,1,0.000391,12.574844,[  6 322] ; [ 20 230],[ 14.75432526 313.24567474] ; [ 11.24567474 238.75432526],1
n5,1,0.000638,11.66163,[241  83] ; [215  35],[257.39372822  66.60627178] ; [198.60627178  51.39372822],1
s7,1,0.001866,9.676597,[156 162] ; [146  88],[173.97826087 144.02173913] ; [128.02173913 105.97826087],0
s8,1,0.002592,9.074192,[145 183] ; [140 106],[162.85714286 165.14285714] ; [122.14285714 123.85714286],0
u4,1,0.010966,6.470836,[  1 327] ; [  7 243],[  4.53979239 323.46020761] ; [  3.46020761 246.53979239],0
p1,1,0.012245,6.275002,[ 20 307] ; [ 30 219],[ 28.38541667 298.61458333] ; [ 21.61458333 227.38541667],0
s4,1,0.01801,5.595222,[ 66 257] ; [ 32 216],[ 55.43607706 267.56392294] ; [ 42.56392294 205.43607706],0
v4,1,0.02616,4.945408,[313  12] ; [247   2],[317.07317073   7.92682927] ; [242.92682927   6.07317073],0
n4,1,0.029446,4.741356,[256  72] ; [213  37],[266.14532872  61.85467128] ; [202.85467128  47.14532872],0
d1,1,0.034793,4.455306,[195 133] ; [170  80],[207.12802768 120.87197232] ; [157.87197232  92.12802768],0
s2,1,0.049196,3.868647,[165 161] ; [146 102],[176.63066202 149.36933798] ; [134.36933798 113.63066202],0
a5,1,0.065343,3.396306,[251  77] ; [207  43],[259.90311419  68.09688581] ; [198.09688581  51.90311419],0
p4,1,0.067074,3.353203,[198 128] ; [169  79],[208.43554007 117.56445993] ; [158.56445993  89.43554007],0
p7,1,0.069141,3.303294,[213 105] ; [180  63],[222.77005348  95.22994652] ; [170.22994652  72.77005348],0
u1,1,0.076557,3.136521,[ 59 269] ; [ 60 190],[ 67.52941176 260.47058824] ; [ 51.47058824 198.52941176],0
r4,1,0.085471,2.957677,[309  19] ; [243   7],[313.24567474  14.75432526] ; [238.75432526  11.24567474],0
d2,1,0.118387,2.438533,[157 171] ; [135 113],[166.27777778 161.72222222] ; [125.72222222 122.27777778],0
a3,1,0.14369,2.137993,[242  86] ; [196  52],[249.41666667  78.58333333] ; [188.58333333  59.41666667],0
b3,1,0.160377,1.970672,[ 67 126] ; [66 91],[ 73.34 119.66] ; [59.66 97.34],0
b2,1,0.160377,1.970672,[ 67 126] ; [66 91],[ 73.34 119.66] ; [59.66 97.34],0
p8,1,0.161005,1.964761,[181 143] ; [153  95],[189.18881119 134.81118881] ; [144.81118881 103.18881119],0
n6,1,0.253464,1.304109,[283  43] ; [223  25],[287.37979094  38.62020906] ; [218.62020906  29.37979094],0
s5,1,0.254801,1.296786,[117 200] ; [102 143],[123.52846975 193.47153025] ; [ 95.47153025 149.52846975],0
p11,1,0.289323,1.12277,[270  58] ; [214  36],[274.65743945  53.34256055] ; [209.34256055  40.65743945],0
r3,1,0.294195,1.100324,[313  13] ; [243   6],[315.22782609  10.77217391] ; [240.77217391   8.22782609],0
n1,1,0.33603,0.925518,[27 42] ; [11 26],[24.73584906 44.26415094] ; [13.26415094 23.73584906],0
n2,1,0.407308,0.686645,[51 18] ; [30  7],[52.72641509 16.27358491] ; [28.27358491  8.72641509],0
s1,1,0.413003,0.670138,[  7 319] ; [  8 238],[  8.54895105 317.45104895] ; [  6.45104895 239.54895105],0
a2,1,0.534639,0.385567,[ 83 245] ; [ 69 181],[ 86.25605536 241.74394464] ; [ 65.74394464 184.25605536],0
b4,1,0.547752,0.361359,[186 142] ; [148 102],[189.53633218 138.46366782] ; [144.46366782 105.53633218],0
b5,1,0.556009,0.346662,[193 135] ; [141 109],[189.53633218 138.46366782] ; [144.46366782 105.53633218],0
r2,1,0.570444,0.32194,[313  12] ; [240   7],[314.20454545  10.79545455] ; [238.79545455   8.20454545],0
d5,1,0.573468,0.316914,[272  56] ; [210  38],[274.47222222  53.52777778] ; [207.52777778  40.47222222],0
s6,1,0.574449,0.315296,[235  87] ; [175  72],[232.02108963  89.97891037] ; [177.97891037  69.02108963],0
u2,1,0.58773,0.293903,[49 35] ; [34 20],[50.52173913 33.47826087] ; [32.47826087 21.52173913],0
a4,1,0.591373,0.288205,[152 176] ; [121 128],[155.18890815 172.81109185] ; [117.81109185 131.18890815],0
p9,1,0.593602,0.284754,[306  22] ; [235  14],[307.5355286  20.4644714] ; [233.4644714  15.5355286],0
p6,1,0.62821,0.234496,[126 198] ; [101 146],[128.8056042 195.1943958] ; [ 98.1943958 148.8056042],0
s3,1,0.648326,0.208018,[190 137] ; [147  98],[192.65559441 134.34440559] ; [144.34440559 100.65559441],0
a7,1,0.699744,0.148738,[247  81] ; [184  65],[245.00519931  82.99480069] ; [185.99480069  63.00519931],0
d3,1,0.700754,0.147688,[235  93] ; [182  67],[237.04679376  90.95320624] ; [179.95320624  69.04679376],0
u3,1,0.771632,0.08424,[55 30] ; [33 20],[54.20289855 30.79710145] ; [33.79710145 19.20289855],0
n3,1,0.781154,0.077182,[51 16] ; [28 10],[50.40952381 16.59047619] ; [28.59047619  9.40952381],0
d4,1,0.808258,0.058891,[278  50] ; [212  36],[279.02777778  48.97222222] ; [210.97222222  37.02777778],0
a8,1,0.809043,0.0584,[ 44 262] ; [ 30 190],[ 43.04942966 262.95057034] ; [ 30.95057034 189.04942966],0
b1,1,0.922358,0.009499,[122 206] ; [ 92 158],[121.43944637 206.56055363] ; [ 92.56055363 157.43944637],0
a6,1,0.930088,0.007697,[233  95] ; [177  71],[233.47222222  94.52777778] ; [176.52777778  71.47222222],0
p2,1,0.97464,0.001011,[286  41] ; [218  31],[286.125  40.875] ; [217.875  31.125],0
