Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,103.292641,[300  53] ; [123 141],[242.00810373 110.99189627] ; [180.99189627  83.00810373],1
p4,1,0.0,34.455827,[272  86] ; [143 124],[237.712 120.288] ; [177.288  89.712],1
p6,1,0.0,32.044819,[175 178] ; [ 72 194],[140.85783522 212.14216478] ; [106.14216478 159.85783522],1
p3,1,0.0,29.372444,[229 128] ; [113 154],[195.66346154 161.33653846] ; [146.33653846 120.66346154],1
p5,1,0.0,25.488607,[ 64 294] ; [ 12 254],[ 43.6025641 314.3974359] ; [ 32.3974359 233.6025641],1
p11,1,3.4e-05,17.178808,[313  45] ; [199  68],[293.2736  64.7264] ; [218.7264  48.2736],1
r4,1,0.000978,10.869465,[339  19] ; [233  34],[327.6416  30.3584] ; [244.3584  22.6416],1
p10,1,0.002592,9.074841,[315  40] ; [212  53],[301.75  53.25] ; [225.25  39.75],0
d4,1,0.002783,8.944467,[330  28] ; [225  41],[318.41346154  39.58653846] ; [236.58653846  29.41346154],0
v1,1,0.00338,8.590041,[218 132] ; [130 128],[200.32894737 149.67105263] ; [147.67105263 110.32894737],0
p9,1,0.004309,8.148922,[322  33] ; [220  45],[310.33870968  44.66129032] ; [231.66129032  33.33870968],0
s8,1,0.00468,7.999033,[181 173] ; [106 161],[163.60386473 190.39613527] ; [123.39613527 143.60386473],0
b5,1,0.006293,7.464367,[200 158] ; [178  89],[216.5184 141.4816] ; [161.4816 105.5184],0
r1,1,0.008151,6.999937,[307  48] ; [207  57],[294.7819063  60.2180937] ; [219.2180937  44.7819063],0
d1,1,0.008659,6.891934,[263  95] ; [170  97],[248.0224 109.9776] ; [184.9776  82.0224],0
n5,1,0.01063,6.526071,[287  69] ; [189  74],[273.75767367  82.24232633] ; [202.24232633  60.75767367],0
v3,1,0.020446,5.373372,[154 193] ; [ 90 167],[140.17880795 206.82119205] ; [103.82119205 153.17880795],0
p1,1,0.021044,5.323135,[ 37 319] ; [ 14 252],[ 29.18971061 326.81028939] ; [ 21.81028939 244.18971061],0
a1,1,0.027721,4.845314,[ 21 337] ; [  6 261],[ 15.4656 342.5344] ; [ 11.5344 255.4656],0
n6,1,0.051053,3.806535,[313  42] ; [219  46],[304.61290323  50.38709677] ; [227.38709677  37.61290323],0
p12,1,0.074805,3.174297,[ 34 323] ; [ 15 251],[ 28.07865169 328.92134831] ; [ 20.92134831 245.07865169],0
a6,1,0.076946,3.128262,[240 117] ; [197  70],[250.01442308 106.98557692] ; [186.98557692  80.01442308],0
s5,1,0.078687,3.091822,[133 208] ; [ 83 176],[122.76 218.24] ; [ 93.24 165.76],0
s4,1,0.092639,2.827908,[ 64 287] ; [ 35 230],[ 56.41071429 294.58928571] ; [ 42.58928571 222.41071429],0
d3,1,0.102808,2.661427,[280  78] ; [193  73],[271.36858974  86.63141026] ; [201.63141026  64.36858974],0
v4,1,0.112341,2.520981,[346   9] ; [251  13],[342.38287561  12.61712439] ; [254.61712439   9.38287561],0
n4,1,0.122894,2.38005,[296  62] ; [206  59],[288.46869984  69.53130016] ; [213.53130016  51.46869984],0
s7,1,0.149102,2.081419,[178 160] ; [120 137],[169.28403361 168.71596639] ; [128.71596639 128.28403361],0
a8,1,0.197417,1.661384,[ 53 269] ; [ 30 209],[ 47.6399287 274.3600713] ; [ 35.3600713 203.6399287],0
u4,1,0.208539,1.581543,[  9 348] ; [  3 264],[  6.86538462 350.13461538] ; [  5.13461538 261.86538462],0
s6,1,0.209997,1.57145,[246  98] ; [177  88],[238.93596059 105.06403941] ; [184.06403941  80.93596059],0
a2,1,0.23225,1.427029,[ 88 270] ; [ 77 190],[ 94.512 263.488] ; [ 70.488 196.512],0
b4,1,0.245968,1.346059,[202 156] ; [163 104],[209.072 148.928] ; [155.928 111.072],0
n2,1,0.2468,1.341325,[48 13] ; [51 22],[45.06716418 15.93283582] ; [53.93283582 19.06716418],0
a5,1,0.26474,1.243798,[283  75] ; [201  66],[277.2352  80.7648] ; [206.7648  60.2352],0
u1,1,0.328449,0.955004,[ 69 289] ; [ 60 207],[ 73.8912 284.1088] ; [ 55.1088 211.8912],0
r3,1,0.376127,0.783324,[346   9] ; [255  10],[344.12096774  10.87903226] ; [256.87903226   8.12096774],0
n1,1,0.379336,0.772852,[25 35] ; [25 48],[22.55639098 37.44360902] ; [27.44360902 45.55639098],0
a4,1,0.386351,0.750396,[168 189] ; [135 132],[173.35096154 183.64903846] ; [129.64903846 137.35096154],0
r2,1,0.411444,0.674625,[337  15] ; [248  15],[334.82926829  17.17073171] ; [250.17073171  12.82926829],0
b2,1,0.423984,0.639246,[ 78 142] ; [62 95],[ 81.69761273 138.30238727] ; [58.30238727 98.69761273],0
b3,1,0.423984,0.639246,[ 78 142] ; [62 95],[ 81.69761273 138.30238727] ; [58.30238727 98.69761273],0
a7,1,0.453699,0.561393,[275  82] ; [198  68],[271.04494382  85.95505618] ; [201.95505618  64.04494382],0
b1,1,0.487643,0.481723,[133 225] ; [ 92 175],[128.88 229.12] ; [ 96.12 170.88],0
v2,1,0.499455,0.456094,[208 140] ; [146 110],[203.9602649 144.0397351] ; [150.0397351 105.9602649],0
s3,1,0.544739,0.366827,[204 149] ; [145 117],[200.3203252 152.6796748] ; [148.6796748 113.3203252],0
d2,1,0.567967,0.326095,[192 166] ; [136 129],[188.48154093 169.51845907] ; [139.51845907 125.48154093],0
n3,1,0.568066,0.325929,[43 17] ; [57 18],[44.44444444 15.55555556] ; [55.55555556 19.44444444],0
u2,1,0.831844,0.045087,[52 40] ; [39 28],[52.65408805 39.34591195] ; [38.34591195 28.65408805],0
a3,1,0.873539,0.025333,[266  90] ; [198  69],[265.14285714  90.85714286] ; [198.85714286  68.14285714],0
s2,1,0.896846,0.016808,[184 169] ; [139 125],[184.79578606 168.20421394] ; [138.20421394 125.79578606],0
s1,1,0.917586,0.010707,[  9 347] ; [  7 256],[  9.20193861 346.79806139] ; [  6.79806139 256.20193861],0
u3,1,0.946141,0.004563,[53 37] ; [41 28],[53.20754717 36.79245283] ; [40.79245283 28.20754717],0
