Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.003235,8.669879,[ 7 18] ; [18  8],[12.25490196 12.74509804] ; [12.74509804 13.25490196],0
p8,1,0.020921,5.333333,[ 6 19] ; [14 11],[10. 15.] ; [10. 15.],0
b4,1,0.034926,4.448769,[11 14] ; [19  7],[14.70588235 10.29411765] ; [15.29411765 10.70588235],0
b5,1,0.035863,4.403624,[ 9 16] ; [17  9],[12.74509804 12.25490196] ; [13.25490196 12.74509804],0
n1,1,0.052107,3.772321,[7 9] ; [11  3],[9.6 6.4] ; [8.4 5.6],0
p5,1,0.054196,3.706662,[ 1 23] ; [ 6 20],[ 3.36 20.64] ; [ 3.64 22.36],0
d1,1,0.054879,3.685757,[ 6 19] ; [13 13],[ 9.31372549 15.68627451] ; [ 9.68627451 16.31372549],0
s7,1,0.056738,3.630252,[ 4 20] ; [10 14],[ 7. 17.] ; [ 7. 17.],0
d4,1,0.069429,3.296474,[10 15] ; [17  9],[13.23529412 11.76470588] ; [13.76470588 12.23529412],0
r4,1,0.086101,2.94581,[ 5 20] ; [11 15],[ 7.84313725 17.15686275] ; [ 8.15686275 17.84313725],0
n2,1,0.105209,2.624744,[8 8] ; [11  3],[10.13333333  5.86666667] ; [8.86666667 5.13333333],0
a5,1,0.119633,2.422113,[13 12] ; [19  7],[15.68627451  9.31372549] ; [16.31372549  9.68627451],0
r1,1,0.120775,2.407244,[ 9 16] ; [15 11],[11.76470588 13.23529412] ; [12.23529412 13.76470588],0
a6,1,0.120775,2.407244,[ 9 16] ; [15 11],[11.76470588 13.23529412] ; [12.23529412 13.76470588],0
a3,1,0.135515,2.228164,[14 11] ; [19  6],[16.5  8.5] ; [16.5  8.5],0
p1,1,0.138861,2.190537,[ 2 23] ; [ 6 20],[ 3.92156863 21.07843137] ; [ 4.07843137 21.92156863],0
s8,1,0.185326,1.754386,[ 4 21] ; [ 8 17],[ 6. 19.] ; [ 6. 19.],0
u3,1,0.205054,1.606004,[3 8] ; [4 3],[4.27777778 6.72222222] ; [2.72222222 4.27777778],0
s5,1,0.213862,1.545089,[ 4 21] ; [ 8 18],[ 5.88235294 19.11764706] ; [ 6.11764706 19.88235294],0
n5,1,0.213862,1.545089,[21  4] ; [18  8],[19.11764706  5.88235294] ; [19.88235294  6.11764706],0
b3,1,0.238043,1.392145,[8 9] ; [ 5 13],[ 6.31428571 10.68571429] ; [ 6.68571429 11.31428571],0
b2,1,0.238043,1.392145,[8 9] ; [ 5 13],[ 6.31428571 10.68571429] ; [ 6.68571429 11.31428571],0
a4,1,0.263011,1.252841,[ 6 18] ; [10 15],[ 7.83673469 16.16326531] ; [ 8.16326531 16.83673469],0
v4,1,0.295548,1.094173,[17  8] ; [21  5],[18.62745098  6.37254902] ; [19.37254902  6.62745098],0
