Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,139.120302,[ 48 181] ; [336 158],[121.62655602 107.37344398] ; [262.37344398 231.62655602],1
s3,1,0.0,138.915658,[ 57 172] ; [351 139],[129.94714882  99.05285118] ; [278.05285118 211.94714882],1
s7,1,0.0,84.547673,[ 54 167] ; [295 182],[110.5 110.5] ; [238.5 238.5],1
s8,1,0.0,81.42985,[ 49 183] ; [281 213],[105.45454545 126.54545455] ; [224.54545455 269.45454545],1
s5,1,0.0,62.404792,[ 32 192] ; [215 265],[ 78.59090909 145.40909091] ; [168.40909091 311.59090909],1
p4,1,0.0,31.602129,[102 126] ; [330 164],[136.42105263  91.57894737] ; [295.57894737 198.42105263],1
s4,1,1e-06,23.464697,[ 15 217] ; [101 388],[ 37.3259362 194.6740638] ; [ 78.6740638 410.3259362],1
p6,1,4e-06,21.403442,[ 55 170] ; [207 281],[ 82.67882188 142.32117812] ; [179.32117812 308.67882188],1
p12,1,3.2e-05,17.278632,[  4 224] ; [ 53 441],[ 18. 210.] ; [ 39. 455.],1
n5,1,0.000164,14.208113,[145  85] ; [378 116],[166.14640884  63.85359116] ; [356.85359116 137.14640884],1
p3,1,0.000226,13.600894,[ 90 139] ; [268 228],[113.07862069 115.92137931] ; [244.92137931 251.07862069],1
p7,1,0.000446,12.327996,[124 106] ; [324 156],[145.12676056  84.87323944] ; [302.87323944 177.12676056],1
p9,1,0.000478,12.201327,[177  51] ; [430  60],[192.75208914  35.24791086] ; [414.24791086  75.75208914],1
n6,1,0.00092,10.981605,[178  53] ; [428  65],[193.35082873  37.64917127] ; [412.64917127  80.35082873],1
p5,1,0.001031,10.771127,[ 12 217] ; [ 66 427],[ 24.73961219 204.26038781] ; [ 53.26038781 439.73961219],0
p10,1,0.001057,10.724564,[169  60] ; [413  78],[185.10833333  43.89166667] ; [396.89166667  94.10833333],0
v1,1,0.001559,10.007052,[104 122] ; [283 199],[123.53389831 102.46610169] ; [263.46610169 218.53389831],0
u1,1,0.00227,9.317488,[ 32 200] ; [117 379],[ 47.48351648 184.51648352] ; [101.51648352 394.48351648],0
v4,1,0.005871,7.589358,[213  19] ; [478  17],[220.51169188  11.48830812] ; [470.48830812  24.51169188],0
r4,1,0.00606,7.532247,[203  29] ; [464  32],[212.56043956  19.43956044] ; [454.43956044  41.56043956],0
p2,1,0.006639,7.368247,[178  51] ; [424  70],[190.67496542  38.32503458] ; [411.32503458  82.67496542],0
p8,1,0.011847,6.333651,[102 127] ; [266 221],[117.69832402 111.30167598] ; [250.30167598 236.69832402],0
a2,1,0.023036,5.165805,[ 48 184] ; [142 354],[ 60.54945055 171.45054945] ; [129.45054945 366.54945055],0
a5,1,0.031241,4.639681,[165  67] ; [389 107],[176.54945055  55.45054945] ; [377.45054945 118.54945055],0
u4,1,0.043072,4.092556,[  2 230] ; [ 17 479],[  6.05494505 225.94505495] ; [ 12.94505495 483.05494505],0
r1,1,0.084784,2.970717,[181  50] ; [414  81],[189.31818182  41.68181818] ; [405.68181818  89.31818182],0
r2,1,0.096073,2.769551,[213  16] ; [470  20],[217.5340751  11.4659249] ; [465.4659249  24.5340751],0
n4,1,0.100026,2.705129,[169  63] ; [388 107],[177.74965612  54.25034388] ; [379.25034388 115.74965612],0
b5,1,0.108417,2.577142,[131 101] ; [311 185],[140.85714286  91.14285714] ; [301.14285714 194.85714286],0
d5,1,0.109736,2.55802,[196  36] ; [440  56],[202.68131868  29.31868132] ; [433.31868132  62.68131868],0
a1,1,0.117735,2.447191,[  8 224] ; [ 31 465],[ 12.42857143 219.57142857] ; [ 26.57142857 469.42857143],0
