Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,101.231658,[214 152] ; [ 48 214],[152.69426752 213.30573248] ; [109.30573248 152.69426752],1
v1,1,0.0,44.130434,[249 116] ; [108 152],[208.488 156.512] ; [148.512 111.488],1
r1,1,6.9e-05,15.832208,[318  55] ; [192  73],[298.1661442  74.8338558] ; [211.8338558  53.1661442],1
d1,1,0.001454,10.136644,[247 126] ; [143 123],[227.65258216 145.34741784] ; [162.34741784 103.65258216],0
d2,1,0.001575,9.988952,[205 168] ; [112 153],[185.330721 187.669279] ; [131.669279 133.330721],0
a5,1,0.002431,9.191986,[302  71] ; [188  78],[286.02503912  86.97496088] ; [203.97496088  62.02503912],0
r4,1,0.006034,7.540131,[354  19] ; [237  29],[344.98122066  28.01877934] ; [246.01877934  19.98122066],0
a3,1,0.006641,7.367537,[289  83] ; [179  84],[274.16692913  97.83307087] ; [193.83307087  69.16692913],0
p3,1,0.008197,6.989913,[221 152] ; [129 136],[204.62382445 168.37617555] ; [145.37617555 119.62382445],0
r3,1,0.009765,6.677324,[365   7] ; [249  15],[359.13207547  12.86792453] ; [254.86792453   9.13207547],0
p7,1,0.009922,6.648884,[261 106] ; [160 101],[246.03025478 120.96974522] ; [174.96974522  86.03025478],0
d4,1,0.012953,6.175557,[322  51] ; [209  56],[310.44357367  62.55642633] ; [220.55642633  44.44357367],0
u1,1,0.014904,5.927751,[ 85 288] ; [ 40 226],[ 72.96557121 300.03442879] ; [ 52.03442879 213.96557121],0
d3,1,0.016515,5.747228,[275  98] ; [172  93],[261.3338558 111.6661442] ; [185.6661442  79.3338558],0
a2,1,0.017514,5.644104,[105 268] ; [ 53 213],[ 92.228482 280.771518] ; [ 65.771518 200.228482],0
d5,1,0.019718,5.436686,[319  54] ; [207  57],[308.00313972  64.99686028] ; [217.99686028  46.00313972],0
a7,1,0.02287,5.178359,[283  89] ; [180  85],[270.38618524 101.61381476] ; [192.61381476  72.38618524],0
s8,1,0.028097,4.822076,[194 176] ; [116 150],[180.34591195 189.65408805] ; [129.65408805 136.34591195],0
s4,1,0.041434,4.158166,[ 56 315] ; [ 56 206],[ 65.64296998 305.35703002] ; [ 46.35703002 215.64296998],0
a6,1,0.04742,3.930409,[264 108] ; [169  97],[252.47021944 119.52978056] ; [180.52978056  85.47021944],0
r2,1,0.055249,3.674564,[356  13] ; [244  18],[350.87163233  18.12836767] ; [249.12836767  12.87163233],0
p12,1,0.058661,3.574845,[ 42 331] ; [ 18 246],[ 35.13343799 337.86656201] ; [ 24.86656201 239.13343799],0
s7,1,0.077802,3.110233,[201 154] ; [127 130],[190.26143791 164.73856209] ; [137.73856209 119.26143791],0
n4,1,0.08528,2.961292,[314  59] ; [209  56],[305.76645768  67.23354232] ; [217.23354232  47.76645768],0
a1,1,0.088604,2.899547,[ 22 351] ; [  8 258],[ 17.51173709 355.48826291] ; [ 12.48826291 253.51173709],0
b1,1,0.096566,2.761358,[114 259] ; [ 98 168],[123.74960876 249.25039124] ; [ 88.25039124 177.74960876],0
s1,1,0.144485,2.129535,[  7 362] ; [ 10 253],[  9.92563291 359.07436709] ; [  7.07436709 255.92563291],0
p10,1,0.155434,2.018099,[348  24] ; [238  25],[343.29448819  28.70551181] ; [242.70551181  20.29448819],0
p6,1,0.195029,1.67921,[161 208] ; [102 163],[153.07097792 215.92902208] ; [109.92902208 155.07097792],0
p11,1,0.199183,1.648353,[321  52] ; [219  47],[315.21126761  57.78873239] ; [224.78873239  41.21126761],0
s2,1,0.202995,1.620693,[206 164] ; [134 131],[198.11023622 171.88976378] ; [141.88976378 123.11023622],0
a4,1,0.20885,1.579381,[183 189] ; [117 148],[175.19623234 196.80376766] ; [124.80376766 140.19623234],0
n1,1,0.226362,1.463576,[20 45] ; [27 39],[23.32061069 41.67938931] ; [23.67938931 42.32061069],0
u4,1,0.234241,1.414923,[ 11 362] ; [  4 262],[  8.75586854 364.24413146] ; [  6.24413146 259.75586854],0
a8,1,0.263908,1.248139,[ 54 283] ; [ 31 213],[ 49.30292599 287.69707401] ; [ 35.69707401 208.30292599],0
n5,1,0.268826,1.222726,[309  63] ; [211  54],[303.67346939  68.32653061] ; [216.32653061  48.67346939],0
u2,1,0.359108,0.84101,[40 44] ; [47 39],[42.98823529 41.01176471] ; [44.01176471 41.98823529],0
p8,1,0.381859,0.764709,[215 152] ; [146 119],[209.63132911 157.36867089] ; [151.36867089 113.63132911],0
s5,1,0.388822,0.742622,[140 217] ; [ 92 165],[134.89250814 222.10749186] ; [ 97.10749186 159.89250814],0
b4,1,0.429589,0.623936,[222 151] ; [150 116],[217.14553991 155.85446009] ; [154.85446009 111.14553991],0
s3,1,0.448846,0.573565,[216 153] ; [146 117],[211.35759494 157.64240506] ; [150.64240506 112.35759494],0
s6,1,0.474652,0.511125,[264 102] ; [180  79],[260.0064 105.9936] ; [183.9936  75.0064],0
p4,1,0.496664,0.462057,[244 127] ; [168  98],[239.95604396 131.04395604] ; [172.04395604  93.95604396],0
n3,1,0.58019,0.305928,[50 15] ; [48 18],[48.6259542 16.3740458] ; [49.3740458 16.6259542],0
u3,1,0.58301,0.301394,[48 36] ; [45 40],[46.22485207 37.77514793] ; [46.77514793 38.22485207],0
p1,1,0.593672,0.284646,[ 32 341] ; [ 26 239],[ 33.90909091 339.09090909] ; [ 24.09090909 240.90909091],0
n2,1,0.615262,0.252583,[50 15] ; [49 18],[48.75 16.25] ; [50.25 16.75],0
b5,1,0.645374,0.211782,[219 154] ; [161 105],[221.81533646 151.18466354] ; [158.18466354 107.81533646],0
v4,1,0.672967,0.178151,[358  13] ; [254  11],[357.  14.] ; [255.  10.],0
b3,1,0.798644,0.065077,[ 94 141] ; [60 95],[ 92.79487179 142.20512821] ; [61.20512821 93.79487179],0
b2,1,0.798644,0.065077,[ 94 141] ; [60 95],[ 92.79487179 142.20512821] ; [61.20512821 93.79487179],0
p5,1,0.856841,0.032543,[ 51 322] ; [ 37 224],[ 51.77287066 321.22712934] ; [ 36.22712934 224.77287066],0
p2,1,0.982695,0.00047,[328  45] ; [232  32],[327.91208791  45.08791209] ; [232.08791209  31.91208791],0
