Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,58.020148,[ 1 29] ; [96 27],[19.01960784 10.98039216] ; [77.98039216 45.01960784],1
d3,1,0.0,39.452114,[ 6 24] ; [98 25],[20.39215686  9.60784314] ; [83.60784314 39.39215686],1
d5,1,1.6e-05,18.656046,[16 14] ; [108  15],[24.31372549  5.68627451] ; [99.68627451 23.31372549],1
p8,1,0.007746,7.091358,[11 19] ; [78 45],[17.45098039 12.54901961] ; [71.54901961 51.45098039],0
d2,1,0.016406,5.758808,[10 20] ; [71 52],[15.88235294 14.11764706] ; [65.11764706 57.88235294],0
u1,1,0.01805,5.59127,[ 1 29] ; [27 96],[ 5.49019608 24.50980392] ; [ 22.50980392 100.49019608],0
n4,1,0.018508,5.547428,[18 11] ; [101  22],[22.70394737  6.29605263] ; [96.29605263 26.70394737],0
b3,1,0.027605,4.852564,[ 4 15] ; [41 43],[ 8.30097087 10.69902913] ; [36.69902913 47.30097087],0
b2,1,0.027605,4.852564,[ 4 15] ; [41 43],[ 8.30097087 10.69902913] ; [36.69902913 47.30097087],0
p6,1,0.03499,4.445667,[ 8 22] ; [59 64],[13.1372549 16.8627451] ; [53.8627451 69.1372549],0
a5,1,0.094406,2.797585,[19 11] ; [96 27],[22.54901961  7.45098039] ; [92.45098039 30.54901961],0
u3,1,0.09533,2.781979,[5 6] ; [22  8],[7.24390244 3.75609756] ; [19.75609756 10.24390244],0
u2,1,0.09533,2.781979,[5 6] ; [22  8],[7.24390244 3.75609756] ; [19.75609756 10.24390244],0
a2,1,0.103866,2.645157,[ 4 26] ; [34 89],[ 7.45098039 22.54901961] ; [30.54901961 92.45098039],0
s5,1,0.105675,2.617731,[ 8 21] ; [52 66],[11.83673469 17.16326531] ; [48.16326531 69.83673469],0
a8,1,0.170691,1.876867,[ 6 21] ; [ 14 102],[ 3.77622378 23.22377622] ; [16.22377622 99.77622378],0
a7,1,0.172381,1.862115,[16 14] ; [82 41],[19.21568627 10.78431373] ; [78.78431373 44.21568627],0
a3,1,0.173443,1.852932,[19 11] ; [93 30],[21.96078431  8.03921569] ; [90.03921569 32.96078431],0
r1,1,0.194929,1.679964,[21  8] ; [102  21],[23.46710526  5.53289474] ; [99.53289474 23.46710526],0
a4,1,0.20342,1.617649,[11 19] ; [61 62],[14.11764706 15.88235294] ; [57.88235294 65.11764706],0
p11,1,0.210474,1.568165,[21  9] ; [99 24],[23.52941176  6.47058824] ; [96.47058824 26.52941176],0
p12,1,0.214035,1.543921,[ 1 29] ; [ 13 109],[ 2.76315789 27.23684211] ; [ 11.23684211 110.76315789],0
n5,1,0.253102,1.306098,[21  9] ; [98 25],[23.33333333  6.66666667] ; [95.66666667 27.33333333],0
b4,1,0.273457,1.199322,[13 17] ; [67 56],[15.68627451 14.31372549] ; [64.31372549 58.68627451],0
p9,1,0.280192,1.166159,[25  5] ; [111  12],[26.66666667  3.33333333] ; [109.33333333  13.66666667],0
p2,1,0.302454,1.063344,[23  7] ; [104  19],[24.90196078  5.09803922] ; [102.09803922  20.90196078],0
n2,1,0.333342,0.935871,[8 2] ; [21 12],[6.74418605 3.25581395] ; [22.25581395 10.74418605],0
n3,1,0.340594,0.908193,[7 2] ; [20 13],[5.78571429 3.21428571] ; [21.21428571 11.78571429],0
v3,1,0.418525,0.654453,[ 5 25] ; [28 91],[ 6.6442953 23.3557047] ; [26.3557047 92.6442953],0
n1,1,0.420176,0.649823,[6 4] ; [15 18],[4.88372093 5.11627907] ; [16.11627907 16.88372093],0
a6,1,0.444582,0.584427,[16 14] ; [75 48],[17.84313725 12.15686275] ; [73.15686275 49.84313725],0
p4,1,0.485812,0.485788,[19 11] ; [86 37],[20.58823529  9.41176471] ; [84.41176471 38.58823529],0
s1,1,0.519452,0.414982,[ 2 27] ; [  5 117],[ 1.34437086 27.65562914] ; [  5.65562914 116.34437086],0
r2,1,0.522652,0.408658,[27  3] ; [113   8],[27.81456954  2.18543046] ; [112.18543046   8.81456954],0
p3,1,0.543712,0.368702,[14 16] ; [65 58],[15.49019608 14.50980392] ; [63.50980392 59.49019608],0
u4,1,0.545353,0.365707,[ 1 29] ; [  2 121],[ 0.58823529 29.41176471] ; [  2.41176471 120.58823529],0
s6,1,0.558053,0.343087,[27  3] ; [104  17],[26.02649007  3.97350993] ; [104.97350993  16.02649007],0
s7,1,0.605577,0.266667,[20  9] ; [87 31],[21.10884354  7.89115646] ; [85.89115646 32.10884354],0
p10,1,0.637698,0.221766,[24  5] ; [106  17],[24.80263158  4.19736842] ; [105.19736842  17.80263158],0
p5,1,0.656005,0.198413,[ 4 26] ; [ 20 100],[ 4.8 25.2] ; [ 19.2 100.8],0
b5,1,0.663325,0.18951,[16 14] ; [71 52],[17.05882353 12.94117647] ; [69.94117647 53.05882353],0
p1,1,0.665774,0.186585,[ 4 26] ; [ 13 110],[ 3.33333333 26.66666667] ; [ 13.66666667 109.33333333],0
s3,1,0.676769,0.173786,[21  9] ; [90 32],[21.90789474  8.09210526] ; [89.09210526 32.90789474],0
s2,1,0.686799,0.162573,[19 11] ; [82 40],[19.93421053 10.06578947] ; [81.06578947 40.93421053],0
s4,1,0.744879,0.105884,[ 7 23] ; [32 90],[ 7.69736842 22.30263158] ; [31.30263158 90.69736842],0
p7,1,0.79691,0.066228,[19 11] ; [79 41],[19.6 10.4] ; [78.4 41.6],0
b1,1,0.847292,0.037085,[14 16] ; [55 68],[13.52941176 16.47058824] ; [55.47058824 67.52941176],0
v4,1,0.853132,0.034271,[29  1] ; [118   5],[28.82352941  1.17647059] ; [118.17647059   4.82352941],0
a1,1,0.853132,0.034271,[ 1 29] ; [  5 118],[ 1.17647059 28.82352941] ; [  4.82352941 118.17647059],0
r4,1,0.857135,0.032408,[27  3] ; [112  11],[27.25490196  2.74509804] ; [111.74509804  11.25490196],0
n6,1,0.869195,0.02712,[25  5] ; [104  19],[25.29411765  4.70588235] ; [103.70588235  19.29411765],0
v1,1,0.892792,0.018164,[13 16] ; [55 64],[13.32432432 15.67567568] ; [54.67567568 64.32432432],0
r3,1,0.974226,0.001044,[28  2] ; [115   8],[28.03921569  1.96078431] ; [114.96078431   8.03921569],0
