Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.002106,9.454684,[27 30] ; [13  1],[32.11267606 24.88732394] ; [7.88732394 6.11267606],0
d4,1,0.015426,5.867146,[29 29] ; [12  2],[33.02777778 24.97222222] ; [7.97222222 6.02777778],0
d5,1,0.01721,5.674877,[25 33] ; [11  3],[29. 29.] ; [7. 7.],0
s8,1,0.023773,5.111123,[ 9 49] ; [6 8],[12.08333333 45.91666667] ; [ 2.91666667 11.08333333],0
a5,1,0.032234,4.586035,[23 35] ; [10  4],[26.58333333 31.41666667] ; [6.41666667 7.58333333],0
p6,1,0.044623,4.032846,[ 8 48] ; [5 8],[10.55072464 45.44927536] ; [ 2.44927536 10.55072464],0
n4,1,0.092091,2.837438,[36 22] ; [12  2],[38.66666667 19.33333333] ; [9.33333333 4.66666667],0
a1,1,0.099503,2.713495,[ 4 54] ; [ 3 11],[ 5.63888889 52.36111111] ; [ 1.36111111 12.63888889],0
n1,1,0.104244,2.63939,[ 9 20] ; [5 3],[10.97297297 18.02702703] ; [3.02702703 4.97297297],0
n3,1,0.108809,2.571429,[12 16] ; [6 2],[14. 14.] ; [4. 4.],0
n6,1,0.123866,2.367746,[32 25] ; [11  3],[34.52112676 22.47887324] ; [8.47887324 5.52112676],0
s2,1,0.140506,2.172414,[17 41] ; [7 7],[19.33333333 38.66666667] ; [4.66666667 9.33333333],0
p9,1,0.168189,1.89901,[28 27] ; [10  4],[30.28985507 24.71014493] ; [7.71014493 6.28985507],0
v2,1,0.171547,1.869371,[15 41] ; [6 7],[17.04347826 38.95652174] ; [3.95652174 9.04347826],0
s6,1,0.180963,1.789699,[18 40] ; [7 7],[20.13888889 37.86111111] ; [4.86111111 9.13888889],0
p2,1,0.208056,1.584902,[35 22] ; [5 7],[33.04347826 23.95652174] ; [6.95652174 5.04347826],0
n5,1,0.209199,1.576961,[40 18] ; [12  2],[41.88888889 16.11111111] ; [10.11111111  3.88888889],0
d1,1,0.209239,1.576686,[15 43] ; [6 8],[16.91666667 41.08333333] ; [4.08333333 9.91666667],0
p3,1,0.213898,1.544844,[14 44] ; [5 7],[15.74285714 42.25714286] ; [3.25714286 8.74285714],0
s1,1,0.228621,1.449423,[ 3 55] ; [ 2 12],[ 4.02777778 53.97222222] ; [ 0.97222222 13.02777778],0
p12,1,0.239801,1.381761,[ 1 57] ; [ 1 12],[ 1.63380282 56.36619718] ; [ 0.36619718 12.63380282],0
r2,1,0.254631,1.297717,[29 27] ; [9 4],[30.84057971 25.15942029] ; [7.15942029 5.84057971],0
d2,1,0.256347,1.288378,[23 34] ; [8 6],[24.88732394 32.11267606] ; [6.11267606 7.88732394],0
b1,1,0.281752,1.158621,[38 20] ; [7 7],[36.25 21.75] ; [8.75 5.25],0
s4,1,0.286717,1.134975,[11 47] ; [ 1 13],[ 9.66666667 48.33333333] ; [ 2.33333333 11.66666667],0
r1,1,0.302296,1.064039,[13 45] ; [5 9],[14.5 43.5] ; [ 3.5 10.5],0
s7,1,0.317181,1.000533,[17 37] ; [6 7],[18.53731343 35.46268657] ; [4.46268657 8.53731343],0
s5,1,0.345871,0.88855,[10 48] ; [ 1 13],[ 8.86111111 49.13888889] ; [ 2.13888889 11.86111111],0
p7,1,0.371584,0.798361,[21 37] ; [6 6],[22.37142857 35.62857143] ; [4.62857143 7.37142857],0
v1,1,0.384007,0.757835,[19 38] ; [6 7],[20.35714286 36.64285714] ; [4.64285714 8.35714286],0
a2,1,0.534663,0.385522,[ 2 56] ; [ 1 13],[ 2.41666667 55.58333333] ; [ 0.58333333 13.41666667],0
b2,1,0.560006,0.339694,[14 27] ; [4 5],[14.76 26.24] ; [3.24 5.76],0
b3,1,0.560006,0.339694,[14 27] ; [4 5],[14.76 26.24] ; [3.24 5.76],0
n2,1,0.588198,0.293167,[15 14] ; [5 3],[15.67567568 13.32432432] ; [4.32432432 3.67567568],0
s3,1,0.620793,0.244755,[20 36] ; [6 8],[20.8 35.2] ; [5.2 8.8],0
p11,1,0.631274,0.230336,[29 29] ; [8 6],[29.80555556 28.19444444] ; [7.19444444 6.80555556],0
p10,1,0.673253,0.17782,[27 30] ; [7 6],[27.68571429 29.31428571] ; [6.31428571 6.68571429],0
p5,1,0.72173,0.126841,[ 3 55] ; [ 1 12],[ 3.26760563 54.73239437] ; [ 0.73239437 12.26760563],0
b4,1,0.727377,0.121534,[32 26] ; [7 7],[31.41666667 26.58333333] ; [7.58333333 6.41666667],0
d3,1,0.762971,0.090952,[19 39] ; [ 4 10],[18.52777778 39.47222222] ; [4.47222222 9.52777778],0
a4,1,0.827401,0.04754,[18 39] ; [ 4 10],[17.66197183 39.33802817] ; [4.33802817 9.66197183],0
p8,1,0.834733,0.043529,[15 43] ; [ 3 10],[14.70422535 43.29577465] ; [3.29577465 9.70422535],0
p1,1,0.857494,0.032244,[ 5 53] ; [ 1 13],[ 4.83333333 53.16666667] ; [ 1.16666667 12.83333333],0
p4,1,0.896986,0.016762,[23 35] ; [5 7],[23.2 34.8] ; [4.8 7.2],0
r3,1,0.907775,0.01342,[28 30] ; [7 7],[28.19444444 29.80555556] ; [6.80555556 7.19444444],0
v4,1,0.945973,0.004592,[32 25] ; [8 6],[32.11267606 24.88732394] ; [7.88732394 6.11267606],0
a6,1,0.972525,0.001186,[21 37] ; [5 9],[20.94444444 37.05555556] ; [5.05555556 8.94444444],0
b5,1,1.0,0.0,[29 29] ; [7 7],[29. 29.] ; [7. 7.],0
