Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.012851,6.189474,[4 1] ; [ 4 15],[1.66666667 3.33333333] ; [ 6.33333333 12.66666667],0
s6,1,0.027532,4.857112,[4 1] ; [ 6 16],[1.85185185 3.14814815] ; [ 8.14814815 13.85185185],0
v2,1,0.047786,3.91751,[4 1] ; [ 7 15],[2.03703704 2.96296296] ; [ 8.96296296 13.03703704],0
p10,1,0.054092,3.70987,[3 2] ; [ 4 18],[1.2962963 3.7037037] ; [ 5.7037037 16.2962963],0
b2,1,0.059739,3.544615,[4 1] ; [4 9],[2.22222222 2.77777778] ; [5.77777778 7.22222222],0
b3,1,0.059739,3.544615,[4 1] ; [4 9],[2.22222222 2.77777778] ; [5.77777778 7.22222222],0
d1,1,0.076309,3.141818,[4 1] ; [ 8 14],[2.22222222 2.77777778] ; [ 9.77777778 12.22222222],0
b5,1,0.162862,1.947453,[1 4] ; [12 10],[2.40740741 2.59259259] ; [10.59259259 11.40740741],0
s4,1,0.17072,1.876612,[2 3] ; [ 3 19],[0.92592593 4.07407407] ; [ 4.07407407 17.92592593],0
s3,1,0.184317,1.762465,[3 2] ; [ 6 15],[1.73076923 3.26923077] ; [ 7.26923077 13.73076923],0
n2,1,0.220671,1.5,[1 3] ; [5 3],[2. 2.] ; [4. 4.],0
r2,1,0.226765,1.461039,[4 1] ; [10 10],[2.8 2.2] ; [11.2  8.8],0
s8,1,0.233613,1.418727,[1 4] ; [ 1 21],[0.37037037 4.62962963] ; [ 1.62962963 20.37037037],0
p1,1,0.233613,1.418727,[1 4] ; [ 1 21],[0.37037037 4.62962963] ; [ 1.62962963 20.37037037],0
a8,1,0.250478,1.320635,[1 4] ; [ 1 20],[0.38461538 4.61538462] ; [ 1.61538462 19.38461538],0
p9,1,0.270673,1.213333,[3 2] ; [ 7 14],[1.92307692 3.07692308] ; [ 8.07692308 12.92307692],0
a5,1,0.295722,1.093388,[4 1] ; [12 10],[2.96296296 2.03703704] ; [13.03703704  8.96296296],0
p11,1,0.331567,0.942769,[3 2] ; [ 8 14],[2.03703704 2.96296296] ; [ 8.96296296 13.03703704],0
n1,1,0.386476,0.75,[2 2] ; [2 6],[1.33333333 2.66666667] ; [2.66666667 5.33333333],0
d3,1,0.438058,0.601364,[2 3] ; [13  9],[2.77777778 2.22222222] ; [12.22222222  9.77777778],0
n4,1,0.483522,0.490909,[1 4] ; [ 8 14],[1.66666667 3.33333333] ; [ 7.33333333 14.66666667],0
b4,1,0.483522,0.490909,[4 1] ; [14  8],[3.33333333 1.66666667] ; [14.66666667  7.33333333],0
b1,1,0.556812,0.345255,[2 3] ; [12 10],[2.59259259 2.40740741] ; [11.40740741 10.59259259],0
n6,1,0.573714,0.316507,[2 3] ; [ 6 16],[1.48148148 3.51851852] ; [ 6.51851852 15.48148148],0
p4,1,0.573714,0.316507,[2 3] ; [ 6 16],[1.48148148 3.51851852] ; [ 6.51851852 15.48148148],0
a3,1,0.601389,0.272907,[4 1] ; [15  7],[3.51851852 1.48148148] ; [15.48148148  6.51851852],0
p8,1,0.660343,0.193108,[1 3] ; [ 8 14],[1.38461538 2.61538462] ; [ 7.61538462 14.38461538],0
p6,1,0.717675,0.130731,[1 4] ; [ 3 19],[0.74074074 4.25925926] ; [ 3.25925926 18.74074074],0
r4,1,0.726095,0.122727,[2 3] ; [ 7 15],[1.66666667 3.33333333] ; [ 7.33333333 14.66666667],0
p7,1,0.726095,0.122727,[2 3] ; [ 7 15],[1.66666667 3.33333333] ; [ 7.33333333 14.66666667],0
p3,1,0.737644,0.112208,[1 4] ; [ 6 16],[1.2962963 3.7037037] ; [ 5.7037037 16.2962963],0
n3,1,0.782252,0.076389,[2 1] ; [6 2],[2.18181818 0.81818182] ; [5.81818182 2.18181818],0
r1,1,0.824653,0.049091,[3 2] ; [12 10],[2.77777778 2.22222222] ; [12.22222222  9.77777778],0
a7,1,0.824653,0.049091,[3 2] ; [12 10],[2.77777778 2.22222222] ; [12.22222222  9.77777778],0
a4,1,0.824653,0.049091,[2 3] ; [10 12],[2.22222222 2.77777778] ; [ 9.77777778 12.22222222],0
p2,1,0.879193,0.023102,[2 3] ; [ 8 14],[1.85185185 3.14814815] ; [ 8.14814815 13.85185185],0
s2,1,0.89466,0.017532,[1 4] ; [ 5 17],[1.11111111 3.88888889] ; [ 4.88888889 17.11111111],0
