Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1.3e-05,18.987107,[34 24] ; [ 7 37],[23.31372549 34.68627451] ; [17.68627451 26.31372549],1
s3,1,0.00022,13.65173,[41 16] ; [15 28],[31.92 25.08] ; [24.08 18.92],1
s2,1,0.001231,10.443122,[35 23] ; [12 31],[26.99009901 31.00990099] ; [20.00990099 22.99009901],0
d1,1,0.002959,8.832519,[37 21] ; [15 29],[29.56862745 28.43137255] ; [22.43137255 21.56862745],0
s5,1,0.003433,8.561591,[19 36] ; [ 4 39],[12.90816327 42.09183673] ; [10.09183673 32.90816327],0
r3,1,0.006099,7.520815,[56  2] ; [35  9],[51.74509804  6.25490196] ; [39.25490196  4.74509804],0
p2,1,0.00626,7.473924,[50  8] ; [27 16],[44.21782178 13.78217822] ; [32.78217822 10.21782178],0
s7,1,0.021497,5.286041,[28 28] ; [11 30],[22.51546392 33.48453608] ; [16.48453608 24.51546392],0
u2,1,0.023034,5.165917,[18  1] ; [11  6],[15.30555556  3.69444444] ; [13.69444444  3.30555556],0
d2,1,0.05811,3.590517,[25 33] ; [11 33],[20.47058824 37.52941176] ; [15.52941176 28.47058824],0
s4,1,0.073751,3.197492,[13 45] ; [ 4 40],[ 9.66666667 48.33333333] ; [ 7.33333333 36.66666667],0
p4,1,0.084426,2.97756,[33 25] ; [17 26],[28.71287129 29.28712871] ; [21.28712871 21.71287129],0
r1,1,0.088295,2.905196,[45 12] ; [28 16],[41.1980198 15.8019802] ; [31.8019802 12.1980198],0
p7,1,0.099058,2.720648,[36 18] ; [21 21],[32.0625 21.9375] ; [24.9375 17.0625],0
v4,1,0.115164,2.481886,[55  2] ; [38  5],[53.01  3.99] ; [39.99  3.01],0
r4,1,0.135025,2.23376,[47 11] ; [30 14],[43.78431373 14.21568627] ; [33.21568627 10.78431373],0
p6,1,0.18217,1.779835,[17 39] ; [ 8 35],[14.14141414 41.85858586] ; [10.85858586 32.14141414],0
p11,1,0.190594,1.713019,[45 13] ; [29 15],[42.07843137 15.92156863] ; [31.92156863 12.07843137],0
a5,1,0.191288,1.707672,[39 19] ; [24 20],[35.82352941 22.17647059] ; [27.17647059 16.82352941],0
b1,1,0.230322,1.438871,[26 32] ; [25 19],[29. 29.] ; [22. 22.],0
p1,1,0.24937,1.326832,[ 3 55] ; [ 5 39],[ 4.54901961 53.45098039] ; [ 3.45098039 40.54901961],0
v1,1,0.262178,1.257219,[28 27] ; [17 26],[25.25510204 29.74489796] ; [19.74489796 23.25510204],0
u1,1,0.280598,1.164193,[ 6 52] ; [ 2 42],[ 4.54901961 53.45098039] ; [ 3.45098039 40.54901961],0
d5,1,0.303104,1.060488,[46 12] ; [31 13],[43.78431373 14.21568627] ; [33.21568627 10.78431373],0
a6,1,0.322388,0.979232,[41 17] ; [27 17],[38.66666667 19.33333333] ; [29.33333333 14.66666667],0
p3,1,0.35583,0.852557,[25 33] ; [15 29],[22.74509804 35.25490196] ; [17.25490196 26.74509804],0
u3,1,0.392227,0.732026,[14  4] ; [11  6],[12.85714286  5.14285714] ; [12.14285714  4.85714286],0
a2,1,0.406466,0.689115,[10 48] ; [ 5 39],[ 8.52941176 49.47058824] ; [ 6.47058824 37.52941176],0
d3,1,0.431728,0.61817,[42 16] ; [28 15],[40.1980198 17.8019802] ; [29.8019802 13.1980198],0
p8,1,0.442556,0.589646,[29 28] ; [19 25],[27.08910891 29.91089109] ; [20.91089109 23.08910891],0
a1,1,0.454931,0.558338,[ 3 55] ; [ 1 43],[ 2.2745098 55.7254902] ; [ 1.7254902 42.2745098],0
d4,1,0.463023,0.538578,[47 11] ; [33 11],[45.49019608 12.50980392] ; [34.50980392  9.49019608],0
v2,1,0.519186,0.41551,[27 25] ; [19 23],[25.44680851 26.55319149] ; [20.55319149 21.44680851],0
n4,1,0.530446,0.393537,[30 28] ; [20 24],[28.43137255 29.56862745] ; [21.56862745 22.43137255],0
a3,1,0.538412,0.378491,[39 19] ; [27 17],[37.52941176 20.47058824] ; [28.47058824 15.52941176],0
b5,1,0.564845,0.331385,[35 23] ; [29 15],[36.39215686 21.60784314] ; [27.60784314 16.39215686],0
